job_id	kind	corpus_id	operator_id	null_class	shorthand_variant	shorthand_scale	ax3_entropy	ax4_ttr	ax5_nmi_max	ax5_best_period	ax6_line_persistence	n
null_random__Doyle__NTH_TOKEN_OF_LINE_3__seed1	operator_null_random	Doyle	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			8.51434	0.325035	0.124844	7	14.8887	3535
null_random__Astafiev__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_random	Astafiev	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.62047	0.000810905	0.000746947	7	2.77356	71525
null_stratified__Doyle__LAST_GLYPH_OF_TOKEN__seed3	operator_null_stratified	Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.11491	0.000777801	0.000772793	7	2.41864	43713
null_random__Astafiev__NTH_TOKEN_OF_LINE_2__seed2	operator_null_random	Astafiev	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			9.02491	0.344056	0.131516	7	9.89807	3575
shorthand__combined__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	combined	11.0192	0.616534	0.168551	7	9.866	6762
null_periodic__Longfellow__PERIODIC_TOKEN_7__phase2	operator_null_periodic	Longfellow	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.9602	0.356614	0.132486	7	55.152	4725
operator_output__Doyle__PERIODIC_TOKEN_7	operator_output	Doyle	PERIODIC_TOKEN_7				8.70223	0.267894	0.103969	7	20.6959	6245
null_periodic__Doyle__PERIODIC_TOKEN_5__phase2	operator_null_periodic	Doyle	PERIODIC_TOKEN_5	PERIODIC_PHASE			8.79134	0.234702	0.0913337	7	30.6874	8743
operator_output__Doyle__NTH_GLYPH_OF_TOKEN_3	operator_output	Doyle	NTH_GLYPH_OF_TOKEN_3				4.04632	0.00103419	0.000978152	7	2.41398	32876
null_random__Astafiev__PERIODIC_GLYPH_7__seed2	operator_null_random	Astafiev	PERIODIC_GLYPH_7	RANDOM_SUBSEQUENCE_MATCHED			4.62073	0.000863449	0.000804898	7	2.94559	63698
null_random__Astafiev__FIRST_TOKEN_OF_LINE__seed1	operator_null_random	Astafiev	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.99844	0.338781	0.129081	7	8.54326	3610
null_random__Longfellow__PERIODIC_TOKEN_5__seed1	operator_null_random	Longfellow	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			9.14156	0.316808	0.118266	7	58.651	6616
shorthand__koeln-edd-c-119-07.xml__EXPANDED	shorthand_variant	BDD_koeln-edd-c-119			EXPANDED	koeln-edd-c-119-07.xml	8.43687	0.564972	0.216105	7	5.65611	885
operator_output__Longfellow__PERIODIC_GLYPH_2	operator_output	Longfellow	PERIODIC_GLYPH_2				4.14921	0.000348227	0.000355351	7	3.19362	74664
null_periodic__Longfellow__PERIODIC_GLYPH_5__phase1	operator_null_periodic	Longfellow	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.15094	0.000870555	0.000864754	7	2.32304	29866
null_stratified__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed3	operator_null_stratified	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			9.05655	0.263739	0.100668	7	111.695	9335
null_stratified__Longfellow__NTH_TOKEN_OF_LINE_2__seed3	operator_null_stratified	Longfellow	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			9.12036	0.334258	0.123085	7	54.4936	5765
null_periodic__Longfellow__PERIODIC_GLYPH_7__phase6	operator_null_periodic	Longfellow	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.16535	0.00121883	0.00108537	7	2.06142	21332
null_periodic__Longfellow__PERIODIC_GLYPH_7__phase3	operator_null_periodic	Longfellow	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.14702	0.00121883	0.00121343	7	2.04788	21332
null_stratified__Doyle__LAST_TOKEN_OF_LINE__seed3	operator_null_stratified	Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.6736	0.32861	0.12728	7	14.4628	3670
null_periodic__Longfellow__PERIODIC_TOKEN_5__phase1	operator_null_periodic	Longfellow	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.10682	0.310762	0.116557	7	63.4477	6616
shorthand__combined__NULL_POSITION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	combined	11.0448	0.6189	0.169632	7	11.1418	6762
null_stratified__Astafiev__NTH_TOKEN_OF_LINE_2__seed3	operator_null_stratified	Astafiev	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			9.0988	0.362238	0.13488	7	6.88444	3575
null_random__Longfellow__NTH_TOKEN_OF_LINE_2__seed3	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			9.06819	0.329575	0.122572	7	56.9901	5765
null_random__Astafiev__PERIODIC_GLYPH_3__seed2	operator_null_random	Astafiev	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.62124	0.000417149	0.000370382	7	3.04242	148628
operator_output__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1	operator_output	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1				6.9384	0.151794	0.0750867	7	260.099	9335
shorthand__koeln-edd-c-119-07.xml__NULL_POSITION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-07.xml	9.05252	0.796163	0.260189	7	0.797119	834
null_random__Astafiev__FIRST_GLYPH_OF_TOKEN__seed2	operator_null_random	Astafiev	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.62158	0.00065666	0.000575982	7	3.07021	85280
null_random__Astafiev__FIRST_TOKEN_OF_LINE__seed2	operator_null_random	Astafiev	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.02816	0.342382	0.130184	7	9.89856	3610
null_periodic__Astafiev__PERIODIC_TOKEN_7__phase1	operator_null_periodic	Astafiev	PERIODIC_TOKEN_7	PERIODIC_PHASE			9.36095	0.202742	0.0774739	7	18.1792	12183
operator_output__Longfellow__PERIODIC_TOKEN_5	operator_output	Longfellow	PERIODIC_TOKEN_5				9.14666	0.317261	0.118539	7	69.5677	6616
null_random__Doyle__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.17839	0.000729856	0.000729951	7	1.92804	41104
null_periodic__Astafiev__PERIODIC_TOKEN_2__phase1	operator_null_periodic	Astafiev	PERIODIC_TOKEN_2	PERIODIC_PHASE			9.60192	0.110788	0.0427619	7	69.7998	42640
null_periodic__Doyle__PERIODIC_TOKEN_7__phase5	operator_null_periodic	Doyle	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.72942	0.266496	0.102235	7	20.5491	6244
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase6	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.61652	0.000847764	0.000766068	7	2.81453	63697
null_random__Astafiev__LAST_GLYPH_OF_LINE__seed1	operator_null_random	Astafiev	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.62016	0.0121884	0.0105839	7	2.23064	3610
null_stratified__Astafiev__FIXED_OFFSET_WITHIN_GROUP_2__seed3	operator_null_stratified	Astafiev	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			9.52194	0.13878	0.0533266	7	53.0206	27223
null_periodic__Longfellow__PERIODIC_GLYPH_2__phase1	operator_null_periodic	Longfellow	PERIODIC_GLYPH_2	PERIODIC_PHASE			4.15209	0.000348231	0.000416535	7	3.1891	74663
operator_output__Longfellow__PERIODIC_TOKEN_2	operator_output	Longfellow	PERIODIC_TOKEN_2				9.39584	0.212891	0.0812398	7	310.317	16539
null_periodic__Doyle__PERIODIC_GLYPH_2__phase1	operator_null_periodic	Doyle	PERIODIC_GLYPH_2	PERIODIC_PHASE			4.17718	0.000460529	0.000519745	7	3.02835	89028
null_random__Longfellow__PERIODIC_GLYPH_3__seed1	operator_null_random	Longfellow	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.15038	0.00052234	0.000504514	7	2.46781	49776
null_stratified__Doyle__FIRST_GLYPH_OF_LINE__seed3	operator_null_stratified	Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.17372	0.00735695	0.00638228	7	1.75143	3670
null_periodic__Doyle__PERIODIC_TOKEN_7__phase6	operator_null_periodic	Doyle	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.78555	0.266176	0.102658	7	19.5754	6244
null_random__Astafiev__FIRST_GLYPH_OF_LINE__seed2	operator_null_random	Astafiev	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.63644	0.0113573	0.0109101	7	1.88427	3610
null_stratified__Doyle__FIRST_TOKEN_OF_LINE__seed3	operator_null_stratified	Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.6736	0.32861	0.12728	7	14.4628	3670
null_random__Doyle__PERIODIC_GLYPH_5__seed3	operator_null_random	Doyle	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.17797	0.000842413	0.000836587	7	2.0325	35612
shorthand__koeln-edd-c-119-12.xml__NULL_RANDOM_DELETION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-12.xml	8.86795	0.696031	0.233563	7	4.18023	1033
null_random__Doyle__NTH_GLYPH_OF_TOKEN_2__seed2	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.18883	0.000802842	0.000799705	7	1.7698	41104
null_random__Doyle__PERIODIC_TOKEN_5__seed1	operator_null_random	Doyle	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			8.86032	0.238248	0.0919729	7	21.778	8743
shorthand__koeln-edd-c-119-12.xml__NULL_RANDOM_DELETION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-12.xml	8.84402	0.689255	0.231332	7	3.44961	1033
null_random__Longfellow__PERIODIC_TOKEN_5__seed3	operator_null_random	Longfellow	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			9.13459	0.313936	0.116048	7	63.6686	6616
null_stratified__Doyle__FIRST_GLYPH_OF_LINE__seed2	operator_null_stratified	Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.16155	0.00790191	0.00843172	7	1.81003	3670
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1__seed3	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			9.22338	0.272094	0.102063	7	90.9009	9335
null_periodic__Doyle__PERIODIC_GLYPH_3__phase2	operator_null_periodic	Doyle	PERIODIC_GLYPH_3	PERIODIC_PHASE			4.17449	0.000572853	0.000528119	7	2.30996	59352
null_random__Longfellow__NTH_TOKEN_OF_LINE_2__seed2	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			8.98041	0.329228	0.121241	7	57.3791	5765
operator_output__Longfellow__PERIODIC_GLYPH_3	operator_output	Longfellow	PERIODIC_GLYPH_3				4.15663	0.00052234	0.000548499	7	2.69292	49776
null_random__Doyle__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_random	Doyle	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.1777	0.00091252	0.000883462	7	2.03867	32876
shorthand__koeln-edd-c-119-06.xml__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-06.xml	9.86501	0.748352	0.225446	7	2.2464	1669
shorthand__koeln-edd-c-119-13.xml__NULL_FREQUENCY_MATCHED_DELETION__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-13.xml	8.34056	0.793241	0.279037	7	0.794821	503
null_stratified__Astafiev__NTH_GLYPH_OF_TOKEN_2__seed2	operator_null_stratified	Astafiev	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.66102	0.000685075	0.000529795	7	2.41674	71525
null_random__Longfellow__NTH_TOKEN_OF_LINE_3__seed3	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			9.06899	0.329857	0.123238	7	56.5383	5754
null_periodic__Astafiev__PERIODIC_TOKEN_5__phase1	operator_null_periodic	Astafiev	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.47589	0.175129	0.0670457	7	26.4256	17056
operator_output__Doyle__LAST_GLYPH_OF_LINE	operator_output	Doyle	LAST_GLYPH_OF_LINE				3.73917	0.00626703	0.00753409	7	2.25675	3670
null_periodic__Doyle__PERIODIC_GLYPH_7__phase1	operator_null_periodic	Doyle	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.18335	0.00133664	0.00119569	7	1.88992	25437
null_random__Longfellow__PERIODIC_TOKEN_2__seed1	operator_null_random	Longfellow	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.41722	0.213677	0.0812149	7	185.339	16539
null_stratified__Astafiev__FIRST_GLYPH_OF_LINE__seed2	operator_null_stratified	Astafiev	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.64764	0.0121884	0.0107724	7	2.24328	3610
null_random__Astafiev__FIXED_OFFSET_WITHIN_GROUP_2__seed2	operator_null_random	Astafiev	FIXED_OFFSET_WITHIN_GROUP_2	RANDOM_SUBSEQUENCE_MATCHED			9.56983	0.140323	0.0537916	7	35.8523	27223
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1__seed1	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			9.26952	0.276808	0.103803	7	83.6315	9335
null_random__Longfellow__NTH_GLYPH_OF_TOKEN_2__seed1	operator_null_random	Longfellow	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.15216	0.000803759	0.000960828	7	2.0867	32348
null_random__Astafiev__PERIODIC_TOKEN_7__seed3	operator_null_random	Astafiev	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			9.43729	0.203727	0.0770525	7	13.0357	12183
null_stratified__Astafiev__LAST_GLYPH_OF_LINE__seed1	operator_null_stratified	Astafiev	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.65711	0.0119114	0.00958025	7	2.1923	3610
null_random__Longfellow__PERIODIC_GLYPH_5__seed3	operator_null_random	Longfellow	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.1533	0.000870555	0.00102435	7	2.07637	29866
null_stratified__Doyle__NTH_GLYPH_OF_TOKEN_2__seed2	operator_null_stratified	Doyle	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.14753	0.000802842	0.000869862	7	2.14963	41104
shorthand__koeln-edd-c-119-12.xml__ABBREVIATED	shorthand_variant	BDD_koeln-edd-c-119			ABBREVIATED	koeln-edd-c-119-12.xml	8.21957	0.507791	0.195599	7	7.1156	1091
null_periodic__Longfellow__PERIODIC_GLYPH_7__phase2	operator_null_periodic	Longfellow	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.14849	0.00121877	0.00129969	7	2.30049	21333
null_random__Doyle__LAST_GLYPH_OF_TOKEN__seed3	operator_null_random	Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.18089	0.000686295	0.000647203	7	1.87757	43713
null_random__Astafiev__PERIODIC_TOKEN_3__seed3	operator_null_random	Astafiev	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			9.56372	0.137369	0.0527285	7	34.9597	28427
operator_output__Astafiev__LAST_GLYPH_OF_TOKEN	operator_output	Astafiev	LAST_GLYPH_OF_TOKEN				4.32156	0.000551126	0.000567032	7	3.26877	85280
null_random__Astafiev__PERIODIC_GLYPH_3__seed3	operator_null_random	Astafiev	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.62298	0.000417149	0.000337645	7	3.42152	148628
null_random__Longfellow__PERIODIC_GLYPH_2__seed3	operator_null_random	Longfellow	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.15156	0.000348227	0.0003567	7	2.73803	74664
null_stratified__Astafiev__FIXED_OFFSET_WITHIN_GROUP_2__seed2	operator_null_stratified	Astafiev	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			9.53559	0.137751	0.0524696	7	33.5921	27223
null_stratified__Doyle__LAST_GLYPH_OF_LINE__seed3	operator_null_stratified	Doyle	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.17372	0.00735695	0.00638228	7	1.75143	3670
null_stratified__Longfellow__LAST_GLYPH_OF_TOKEN__seed1	operator_null_stratified	Longfellow	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.08589	0.000786045	0.000853103	7	2.67939	33077
null_random__Astafiev__PERIODIC_TOKEN_5__seed1	operator_null_random	Astafiev	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			9.4599	0.176829	0.0679038	7	20.6038	17056
null_periodic__Longfellow__PERIODIC_GLYPH_5__phase3	operator_null_periodic	Longfellow	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.14491	0.000870584	0.000868635	7	2.1381	29865
shorthand__koeln-edd-c-119-06.xml__NULL_RANDOM_DELETION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-06.xml	9.88036	0.751348	0.226268	7	0.751799	1669
null_random__Longfellow__PERIODIC_TOKEN_7__seed2	operator_null_random	Longfellow	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			8.88462	0.351037	0.130643	7	51.3653	4726
null_random__Astafiev__PERIODIC_TOKEN_5__seed3	operator_null_random	Astafiev	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			9.50791	0.175188	0.0668202	7	19.4531	17056
null_random__Longfellow__LAST_GLYPH_OF_TOKEN__seed3	operator_null_random	Longfellow	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.15226	0.000786045	0.000706614	7	2.1482	33077
operator_output__Longfellow__NTH_TOKEN_OF_LINE_2	operator_output	Longfellow	NTH_TOKEN_OF_LINE_2				6.19322	0.134779	0.0734681	7	142.351	5765
null_periodic__Astafiev__PERIODIC_TOKEN_3__phase1	operator_null_periodic	Astafiev	PERIODIC_TOKEN_3	PERIODIC_PHASE			9.55422	0.135294	0.0524689	7	47.0358	28427
null_stratified__Astafiev__NTH_TOKEN_OF_LINE_3__seed2	operator_null_stratified	Astafiev	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			8.86765	0.343881	0.13266	7	8.2556	3350
shorthand__koeln-edd-c-119-07.xml__ABBREVIATED	shorthand_variant	BDD_koeln-edd-c-119			ABBREVIATED	koeln-edd-c-119-07.xml	8.57322	0.60452	0.223183	7	4.84163	885
null_stratified__Doyle__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_stratified	Doyle	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.11049	0.000800677	0.000897425	7	2.60425	43713
null_stratified__Longfellow__NTH_TOKEN_OF_LINE_2__seed1	operator_null_stratified	Longfellow	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			9.11229	0.342064	0.125197	7	54.7398	5765
operator_output__Longfellow__NTH_GLYPH_OF_TOKEN_3	operator_output	Longfellow	NTH_GLYPH_OF_TOKEN_3				3.89861	0.00093505	0.000979524	7	5.034	27806
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed2	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.09272	0.00093505	0.000795385	7	2.37266	27806
null_periodic__Doyle__PERIODIC_TOKEN_3__phase1	operator_null_periodic	Doyle	PERIODIC_TOKEN_3	PERIODIC_PHASE			9.00145	0.194565	0.0742565	7	30.7467	14571
null_random__Doyle__FIRST_GLYPH_OF_LINE__seed2	operator_null_random	Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.19099	0.00735695	0.00619847	7	1.70765	3670
null_random__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_random	Longfellow	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.15355	0.00093505	0.000855371	7	2.03111	27806
null_random__Doyle__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_random	Doyle	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.18388	0.000800677	0.000665841	7	2.14188	43713
null_stratified__Doyle__NTH_TOKEN_OF_LINE_3__seed3	operator_null_stratified	Doyle	NTH_TOKEN_OF_LINE_3	POSITION_STRATIFIED_RANDOM			8.62991	0.330976	0.12586	7	8.93888	3535
null_stratified__Doyle__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_stratified	Doyle	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.16038	0.00100377	0.000909058	7	2.361	32876
shorthand__koeln-edd-c-119-06.xml__EXPANDED	shorthand_variant	BDD_koeln-edd-c-119			EXPANDED	koeln-edd-c-119-06.xml	8.99014	0.493395	0.178209	7	5.92414	1741
null_random__Longfellow__PERIODIC_TOKEN_3__seed1	operator_null_random	Longfellow	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			9.30618	0.256757	0.0962071	7	102.272	11026
null_stratified__Astafiev__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_stratified	Astafiev	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.72867	0.00059803	0.000469783	7	1.86534	85280
operator_output__Longfellow__LAST_TOKEN_OF_LINE	operator_output	Longfellow	LAST_TOKEN_OF_LINE				9.51623	0.294709	0.111025	7	49.8145	5765
null_stratified__Astafiev__NTH_TOKEN_OF_LINE_2__seed1	operator_null_stratified	Astafiev	NTH_TOKEN_OF_LINE_2	POSITION_STRATIFIED_RANDOM			9.05736	0.36028	0.133729	7	8.64913	3575
null_periodic__Longfellow__PERIODIC_TOKEN_5__phase3	operator_null_periodic	Longfellow	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.10207	0.31232	0.117172	7	76.3409	6615
null_stratified__Longfellow__FIRST_TOKEN_OF_LINE__seed3	operator_null_stratified	Longfellow	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.12036	0.334258	0.123085	7	54.4936	5765
null_random__Astafiev__LAST_GLYPH_OF_TOKEN__seed3	operator_null_random	Astafiev	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.6216	0.000691839	0.000607162	7	2.83622	85280
null_stratified__Longfellow__LAST_GLYPH_OF_TOKEN__seed2	operator_null_stratified	Longfellow	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.08393	0.000786045	0.00077505	7	2.49896	33077
operator_output__Doyle__PERIODIC_GLYPH_2	operator_output	Doyle	PERIODIC_GLYPH_2				4.1794	0.000381902	0.000443681	7	2.42791	89028
null_random__Astafiev__PERIODIC_TOKEN_2__seed3	operator_null_random	Astafiev	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.62238	0.111961	0.0424404	7	72.5407	42640
null_random__Doyle__PERIODIC_GLYPH_3__seed3	operator_null_random	Doyle	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.17889	0.000505459	0.000450129	7	1.82017	59352
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_2__seed1	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.08916	0.000803759	0.000840677	7	2.5982	32348
null_random__Doyle__LAST_GLYPH_OF_LINE__seed3	operator_null_random	Doyle	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.16508	0.00708447	0.00656458	7	1.56599	3670
null_random__Longfellow__FIRST_TOKEN_OF_LINE__seed3	operator_null_random	Longfellow	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.06819	0.329575	0.122572	7	56.9901	5765
operator_output__Astafiev__PERIODIC_GLYPH_7	operator_output	Astafiev	PERIODIC_GLYPH_7				4.61982	0.000832051	0.000775239	7	2.82196	63698
shorthand__koeln-edd-c-119-07.xml__NULL_FREQUENCY_MATCHED_DELETION__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-07.xml	9.04712	0.792566	0.258788	7	0.793517	834
null_stratified__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed2	operator_null_stratified	Astafiev	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.62013	0.000732726	0.000623018	7	2.29205	64144
null_random__Longfellow__LAST_GLYPH_OF_LINE__seed1	operator_null_random	Longfellow	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.15487	0.00433651	0.00519167	7	1.6767	5765
null_random__Longfellow__PERIODIC_GLYPH_5__seed1	operator_null_random	Longfellow	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.1545	0.000870555	0.000914947	7	2.12587	29866
null_random__Doyle__PERIODIC_GLYPH_2__seed2	operator_null_random	Doyle	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.18244	0.000438064	0.000458578	7	2.46741	89028
shorthand__koeln-edd-c-119-06.xml__NULL_RANDOM_DELETION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-06.xml	9.87391	0.751348	0.225941	7	1.5036	1669
operator_output__Doyle__PERIODIC_TOKEN_2	operator_output	Doyle	PERIODIC_TOKEN_2				9.08287	0.167864	0.0651076	7	29.3358	21857
null_stratified__Doyle__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_stratified	Doyle	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.11491	0.000777801	0.000772793	7	2.41864	43713
null_random__Doyle__PERIODIC_GLYPH_5__seed1	operator_null_random	Doyle	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.18318	0.000954734	0.00106602	7	2.05011	35612
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed1	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.09324	0.00093505	0.000900171	7	2.32304	27806
