abbr_text	expan_text	count	class	uses_mark	mark_combining	ambiguous_expan	info_class
excoⰆmunican tⰜ 	excommunicantur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicandis	excommunicandis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicanduⰆ	excommunicandum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicantⰜ	excommunicantur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicari	excommunicari	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicatio	excommunicatio	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicatio neⰆ 	excommunicationem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicationeⰆ	excommunicationem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicatoribⰛ	excommunicatoribus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicatoⰗ	excommunicatorum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicatuⰆ	excommunicatum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicauerit	excommunicauerit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicauⰆ	excommunicauit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicentⰜ	excommunicentur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicet	excommunicet	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicetⰜⰞ	excommuniceturⰞ	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
excoⰆmunicⰇ	excommunicatio	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
excoⰆmv nicatis 	excommvnicatis	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
excⰇmu nicatis 	excommun	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
exerceantⰜ	exerceantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
exercuerⰇ	exercuerunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
exeⰆplis	exemplis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
exhortationeⰆ	exhortationem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
exiliuⰆ	exilium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
existentibⰊ	existentibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
experi mⰇto 	experimento	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
expleantⰜ	expleantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
expolianduⰆ	expoliandum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
exqⰈrimus	exquirimus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
extin guatⰜ 	extinguatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
extin guntⰜ 	extinguntur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
extinguntⰜ	extinguntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
extremaⰆ	extremam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
exureretⰜ	exureretur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
eⰅeⰅ	esse	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
eⰆm dare 	emendare	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
eⰇt	est	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
face reⰆ 	facerem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
facien teⰆ 	facientem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
facienduⰆ	faciendum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
facientibⰛ	facientibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
facieⰆ	faciem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
facinoⰗ	facinorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
facultatuⰆ	facultatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
facⰇ	facit	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
famuluⰆ	famulum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fatemⰜ	fatemur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
fauo reⰆ 	fauorem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
fauto ribⰛⰖ 	fautoribusque	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
femoralibⰊ	femoralibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
feriatⰜ	feriatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ferirentⰜ	ferirentur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
fermⰇtuⰆ	fermentum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ferruⰆ	ferrum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ferⰇ	feriam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fi deliuⰆ 	fidelium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
fi deⰆ 	fidem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
fiduciaⰆ	fiduciam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
filioⰗ	filiorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
filiⰂⰖ	filiⰂque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
fineⰆ	finem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
finiatⰜ	finiatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
finitaⰆ	finitam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
finituⰆ	finitum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
finitⰊ	finitus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
finitⰜ	finitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
firmaretⰜ	firmaretur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
firmauertⰇ	firmauerunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
firmitⰇ	firmiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fiscuⰆ	fiscum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
flagitiosuⰆ	flagitiosum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
flectamⰊ	flectamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
flen teⰆ 	flentem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
fletibⰊ	fletibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
fo ribⰛ 	foribus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
fonteⰆ	fontem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
foribⰛ	foribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
formaⰆ	formam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fratruⰆ	fratrum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fratⰇ	frater	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fraudeⰆ	fraudem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
frequentissimuⰆ	frequentissimum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
frisⰇ	fratris	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
fructuⰆ	fructum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fruguⰆ	frugum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
frⰇ	fratres	1	SUSPENSION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
frⰇib;	fratribus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
frⰇibⰛ	fratribus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
frⰇicidiis	fratricidiis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
frⰇicidę	fratricidę	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
frⰇnaⰆ	fraternam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
fu turoqⰛ 	futuroque	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
fuerⰇ	fuerunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fugaⰆ	fugam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fugi enteⰆ 	fugientem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
fugitiuuⰆ	fugitiuum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
fuimⰊ	fuimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
furantⰜ	furantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
furatuⰆ	furatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
furatⰜ	furatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
furetⰜ	furetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
furtvⰆ	furtvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
futuruⰆ	futurum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
galliarⰗ	galliarum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
gaudiuⰆ	gaudium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
gemituⰆ	gemitum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
geniculuⰆ	geniculum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
genteⰆ	gentem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
germanoruⰆ	germanorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
gladiuⰆ	gladium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
gra duⰆ 	gradum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
gradibⰛ	gradibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
gradienteⰆ	gradientem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
gradiⰄ	gradibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
gratiaⰗ	gratiarum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
grauiuⰊ	grauius	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
graⰁ	gradum	1	SUSPENSION	true	false	true	AMBIGUOUS_WITHOUT_CONTEXT
graⰁ	gradus	1	SUSPENSION	true	false	true	AMBIGUOUS_WITHOUT_CONTEXT
graⰇm	gratiam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
gregⰇ	gregorii	1	SUSPENSION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
gⰏosi	gloriosi	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
gⰏⰂ	gloriⰂ	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ha beantⰜ 	habeantur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ha beatⰜ 	habeatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
habeantⰜ	habeantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
habemⰊ	habemus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
haben teⰆ 	habentem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
habituruⰆ	habiturum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
he reduⰆ 	heredum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
hereditateⰆ	hereditatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
hierosolimaⰆ	hierosolimam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ho leruⰆ 	holerum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
homi neⰆ 	hominem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
homici diuⰆ 	homicidium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
homicidaruⰆ	homicidarum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
homicidarvⰆ	homicidarvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
homicidiisⰆ	homicidiis	1	MARK_ONLY_ABBREVIATION	true	true	false	CONVENTION_DEPENDENT
hominibⰛ	hominibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
honeribⰛ	honeribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
honestuⰆ	honestum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
honoreⰆ	honorem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
horreuⰆ	horreum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
horribileⰆ	horribilem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
hosqⰛ	hosque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
hostiuⰆ	hostium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
hoⰗ	horum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
huiuⰊ	huius	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
humanaqⰛ	humanaque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
humillimⰊ	humillimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
hⰂreditateⰆ	hⰂreditatem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iacturaⰆ	iacturam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ibiqⰛ	ibique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
id                             eⰆ	id est	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
id eⰆ	id est	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ideⰆ	id     est	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
ideⰆ	id est	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
ideⰆ	idem	1	SUSPENSION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
ideⰇ	idem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ido loruⰆ 	idolorum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
idoloⰗ	idolorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ie iuniuⰆ 	ieiunium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ieiunioruⰆ	ieiuniorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ieremiaⰆ	ieremiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
igitⰜ	igitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ignorantiaⰆ	ignorantiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ihⰇm	ihesum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ihⰇu	iesu	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iiia	tertia	1	CONTRACTION	false	false	false	CONVENTION_DEPENDENT
iiiior	iiiior	1	NO_VISIBLE_CHANGE	false	false	false	SELF_SUFFICIENT
iiiita	quarta	1	OTHER_SUBSTITUTION	false	false	false	SELF_SUFFICIENT
il luⰆ 	illum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
illaⰆ	illam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
imagineⰆ	imaginem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
imagneⰆ	imagnem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
imperatoribⰛ	imperatoribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
imperiuⰆ	imperium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
imponatⰜ	imponatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
imputatⰜ	imputatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
imⰓbe	improbe	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
in currimⰊ 	incurrimus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
in dissolubilitⰇ 	indissolubiliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
in dulgentiaⰆ 	indulgentiam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
in honestuⰆ 	inhonestum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
in sidiatⰊ 	insidiatus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
in terfecerⰇ 	interfecerunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
in terficitⰜ 	interficitur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
in tⰇdicimus 	interdicimus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
incautuⰆ	incautum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
incestvⰆ	incestvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
incremⰇtum	incrementum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
indeqⰛ	indeque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
indicetⰜ	indicetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
indignuⰆ	indignum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
indignⰊ	indignus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
indiligentⰇqⰛ	indiligenterque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
indu catⰜ 	inducatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
induatⰜ	induatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
indubitantⰇ	indubitanter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
indulgeatⰜ	indulgeatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
indulgentiaⰆ	indulgentiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
indulsimⰊ	indulsimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inficiantⰜ	inficiantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
infir muⰆ 	infirmum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
informamⰜ	informamur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
infraⰖ	infraque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inge niuⰆ 	ingenium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ingeratⰜ	ingeratur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ingre dientiuⰆ 	ingredientium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ingressusqⰛ	ingressusque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
iniquuⰆ	iniquum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
iniqⰈtateⰆ	iniquitatem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iniqⰈtatis	iniquitatis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iniqⰉ	iniquo	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
iniusticiaⰆ	iniusticiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inlatuⰆ	inlatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inma nissimuⰆ 	inmanissimum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
inmisericorditⰇ	inmisericorditer	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inmundoⰗ	inmundorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inoportunitatibⰛ	inoportunitatibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inpediatⰜ	inpediatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inponatⰜ	inponatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inposituⰆ	inpositum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inpositvⰆ	inpositvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inpⰆsso	inpraesso	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
inqⰈeta ri 	inquietari	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
inqⰈris	inquiris	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
inqⰈsitione	inquisitione	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
insanuⰆ	insanum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inscriptaⰆ	inscriptam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inseqⰈtⰜ	insequitur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
insidianteⰆ	insidiantem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inson teⰆ 	insontem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
insonteⰆ	insontem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
insti tutioneⰆ 	institutionem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
instigatⰊ	instigatus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
institutioneⰆ	institutionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
instruebamⰜ	instruebamur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
instupⰈ	instupri	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
intellegitⰜ	intellegitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
intentauⰇit	intentauerit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
interduⰆ	interdum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
interfectoribⰊ	interfectoribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
interfuerⰇ	interfuerunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
interi tuⰆ 	interitum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
interime rentⰜ 	interimerentur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
interituⰆ	interitum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
interiⰆ	interim	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
intre mⰇdo 	intremendo	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
introducantⰜ	introducantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
introducatⰜ	introducatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
intⰆdicta	interdicta	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰆrogabas	interrogabas	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇ dicatⰜ 	interdicatur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇ ficiunt 	interficiunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇ rogauerit 	interrogauerit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇcessionibⰊ	intercessionibus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇdi cimⰊ 	interdicimus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇdicitⰜ	interdicitur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇdicti	interdicti	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇdicunt	interdicunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇdum	interdum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇemisti	interemisti	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfec tores 	interfectores	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfecerunt	interfecerunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfecti	interfecti	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfectores	interfectores	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfectoribⰊ	interfectoribus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇfectⰊ	interfectus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇficiens	interficiens	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇficit	interficit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇficiunt	interficiunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇposuit	interposuit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇrogatuⰆ	interrogatum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇroget	interroget	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
intⰇⰡ	interficiuntⰡ	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inue niuntⰜ 	inueniuntur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
inueni untⰜ 	inueniuntur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
inuenimⰊ	inuenimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
inuentuⰆ	inuentum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inui tationeⰆ 	inuitationem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
inuisibiliuⰆ	inuisibilium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inuocati oneⰆ 	inuocationem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
inⰆciderⰇ	inciderit	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
inⰑtiendⰇaⰆ	inpertiendam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iocamⰜ	iocamur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ipsiuⰊ	ipsius	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ipsoⰗ	ipsorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ipsoⰗⰡ	ipsorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
irascitⰜ	irascitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
iraⰆ	iram	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
irretitⰊ	irretitus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
irruentibⰛ	irruentibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
isaiaⰆ	isaiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
istaⰆ	istam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
istuⰆ	istum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
itⰇ	iter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
iu dicetⰜ 	iudicetur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
iu ramⰇto 	iuramento	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
iubeatⰜ	iubeatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
iudica mⰊ 	iudicamus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
iudican duⰆ 	iudicandum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
