abbr_text	n_observed_expansions	expansions	ambiguous	info_class
differatⰜ	1	differatur	false	SELF_SUFFICIENT
differretⰜ	1	differretur	false	SELF_SUFFICIENT
dig naⰆ 	1	dignam	false	SELF_SUFFICIENT
dignaⰆ	1	dignam	false	SELF_SUFFICIENT
digni tateⰆ 	1	dignitatem	false	SELF_SUFFICIENT
dignuⰆ	1	dignum	false	SELF_SUFFICIENT
dignⰊ	1	dignus	false	SELF_SUFFICIENT
diiudicetⰜ	1	diiudicetur	false	SELF_SUFFICIENT
dilectⰊ	1	dilectus	false	SELF_SUFFICIENT
diligentⰇ	1	diligenter	false	SELF_SUFFICIENT
diluantⰜ	1	diluantur	false	SELF_SUFFICIENT
dinoscitⰜ	1	dinoscitur	false	SELF_SUFFICIENT
dirimitⰜ	1	dirimitur	false	SELF_SUFFICIENT
discidiuⰆ	1	discidium	false	SELF_SUFFICIENT
disciplinaⰆ	1	disciplinam	false	SELF_SUFFICIENT
disponimⰊ	1	disponimusⰡ	false	SELF_SUFFICIENT
disposituⰆ	1	dispositum	false	SELF_SUFFICIENT
disso ciatⰜ 	1	dissociatur	false	SELF_SUFFICIENT
distringan tⰜ 	1	distringantur	false	SELF_SUFFICIENT
disⰑ tiat 	1	dispertiat	false	SELF_SUFFICIENT
disⰑdaⰆ	1	disperdam	false	SELF_SUFFICIENT
disⰑsi	1	dispersi	false	SELF_SUFFICIENT
diuinaⰆ	1	diuinam	false	SELF_SUFFICIENT
diuini tⰊ 	1	diuinitus	false	SELF_SUFFICIENT
diuinitⰊ	1	diuinitus	false	SELF_SUFFICIENT
diuⰇsa	1	diuersa	false	SELF_SUFFICIENT
diuⰇsoⰗ	1	diuersorum	false	SELF_SUFFICIENT
diuⰇtendum	1	diuertendum	false	SELF_SUFFICIENT
dixerⰇ	1	dixerunt	false	SELF_SUFFICIENT
dixⰇ	1	dixit	false	SELF_SUFFICIENT
diⰇ	1	dei	false	SELF_SUFFICIENT
dmⰇ	1	deum	false	SELF_SUFFICIENT
dnⰇe	1	domine	false	SELF_SUFFICIENT
dnⰇi	1	domini	false	SELF_SUFFICIENT
dnⰇi ca 	1	dominica	false	SELF_SUFFICIENT
dnⰇici	1	dominici	false	SELF_SUFFICIENT
dnⰇicis	1	dominicis	false	SELF_SUFFICIENT
dnⰇis	1	dominis	false	SELF_SUFFICIENT
dnⰇm	1	dominum	false	SELF_SUFFICIENT
dnⰇo	1	domino	false	SELF_SUFFICIENT
dnⰇos	1	dominos	false	SELF_SUFFICIENT
dnⰇoⰗ	1	dominorum	false	SELF_SUFFICIENT
dnⰇs	1	dominus	false	SELF_SUFFICIENT
do minicoruⰆ 	1	dominicorum	false	SELF_SUFFICIENT
do minuⰆ 	1	dominum	false	SELF_SUFFICIENT
do minⰊ 	1	dominus	false	SELF_SUFFICIENT
do muⰆ 	1	domum	false	SELF_SUFFICIENT
doluimⰊ	1	doluimus	false	SELF_SUFFICIENT
domi nuⰆ 	1	dominum	false	SELF_SUFFICIENT
dominaⰆ	1	dominam	false	SELF_SUFFICIENT
dominicaⰆ	1	dominicam	false	SELF_SUFFICIENT
dominicuⰆ	1	dominicum	false	SELF_SUFFICIENT
dominuⰆ	1	dominum	false	SELF_SUFFICIENT
dominvⰆ	1	dominvm	false	SELF_SUFFICIENT
dominⰊ	1	dominus	false	SELF_SUFFICIENT
domouⰆ	1	domoum	false	SELF_SUFFICIENT
domoⰗ	1	domorum	false	SELF_SUFFICIENT
domuⰆ	1	domum	false	SELF_SUFFICIENT
donamⰊ	1	donamus	false	SELF_SUFFICIENT
donatⰜ	1	donatur	false	SELF_SUFFICIENT
doⰆ	1	deo	false	SELF_SUFFICIENT
doⰆni	1	domini	false	SELF_SUFFICIENT
doⰇ	1	deo	false	SELF_SUFFICIENT
doⰇni	1	domini	false	SELF_SUFFICIENT
doⰇqⰛ	1	deoque	false	SELF_SUFFICIENT
drⰇ	1	dicitur	false	SELF_SUFFICIENT
dsⰇ	1	deus	false	SELF_SUFFICIENT
duabⰛ	1	duabus	false	SELF_SUFFICIENT
duaruⰆ	1	duarum	false	SELF_SUFFICIENT
dubiuⰆ	1	dubium	false	SELF_SUFFICIENT
duci tⰜ 	1	ducitur	false	SELF_SUFFICIENT
duobⰊ	1	duobus	false	SELF_SUFFICIENT
duobⰛ	1	duobus	false	SELF_SUFFICIENT
duoⰗ	1	duorum	false	SELF_SUFFICIENT
duplicantⰜ	1	duplicantur	false	SELF_SUFFICIENT
dupluⰆ	1	duplum	false	SELF_SUFFICIENT
duriciaⰆ	1	duriciam	false	SELF_SUFFICIENT
duⰆ	1	dum	false	SELF_SUFFICIENT
duⰆtaxat	1	dumtaxat	false	SELF_SUFFICIENT
dⰇi	1	dei	false	SELF_SUFFICIENT
e grediuntⰜ 	1	egrediuntur	false	SELF_SUFFICIENT
eadeⰆ	2	eadem; edem	true	AMBIGUOUS_WITHOUT_CONTEXT
eadeⰇ	1	eadem	false	SELF_SUFFICIENT
eandeⰆ	1	eandem	false	SELF_SUFFICIENT
eaqⰛ	1	eaque	false	SELF_SUFFICIENT
earuⰆ	1	earum	false	SELF_SUFFICIENT
easdeⰆ	1	easdem	false	SELF_SUFFICIENT
eaⰁ	1	eadem	false	SELF_SUFFICIENT
eaⰆ	1	eam	false	SELF_SUFFICIENT
ebdomadaⰆ	1	ebdomadam	false	SELF_SUFFICIENT
ebdomaⰁ	1	ebdomadas	false	SELF_SUFFICIENT
eccⰏa	1	ecclesia	false	SELF_SUFFICIENT
eccⰏam	1	ecclesiam	false	SELF_SUFFICIENT
eccⰏasticaruⰆ	1	ecclesiasticarum	false	SELF_SUFFICIENT
eccⰏasticaⰗ	1	ecclesiasticarum	false	SELF_SUFFICIENT
eccⰏis	1	ecclesiis	false	SELF_SUFFICIENT
eccⰏę	1	ecclesię	false	SELF_SUFFICIENT
eccⰏⰂ	2	ecclesiae; ecclesiⰂ	true	AMBIGUOUS_WITHOUT_CONTEXT
ecechieleⰆ	1	ecechielem	false	SELF_SUFFICIENT
ecⰇtra	1	econtra	false	SELF_SUFFICIENT
ecⰇtrario	1	econtrario	false	SELF_SUFFICIENT
ecⰏa	1	ecclesia	false	SELF_SUFFICIENT
ecⰏam	1	ecclesiam	false	SELF_SUFFICIENT
ecⰏaruⰆ	1	ecclesiarum	false	SELF_SUFFICIENT
ecⰏas	1	ecclesias	false	SELF_SUFFICIENT
ecⰏⰂ	1	ecclesiae	false	SELF_SUFFICIENT
ecⰏⰂqⰛ	1	ecclesiaeque	false	SELF_SUFFICIENT
eeⰇ	1	esse	false	SELF_SUFFICIENT
eeⰇt	1	esset	false	SELF_SUFFICIENT
eeⰏ	1	eleyson	false	SELF_SUFFICIENT
effici atⰜ 	1	efficiatur	false	SELF_SUFFICIENT
effici untⰜ 	1	efficiuntur	false	SELF_SUFFICIENT
egeredientiuⰆ	1	egeredientium	false	SELF_SUFFICIENT
eisqⰛ	1	eisque	false	SELF_SUFFICIENT
eiusqⰛ	1	eiusque	false	SELF_SUFFICIENT
eiⰊ	1	eius	false	SELF_SUFFICIENT
eiⰊdeⰆ	1	eiusdem	false	SELF_SUFFICIENT
elabitⰜ	1	elabitur	false	SELF_SUFFICIENT
eleminationeⰆ	1	eleminationem	false	SELF_SUFFICIENT
elemosinaⰆ	1	elemosinam	false	SELF_SUFFICIENT
eligantⰜ	1	eligantur	false	SELF_SUFFICIENT
eliminamⰊ	1	eliminamus	false	SELF_SUFFICIENT
elimosinaⰆ	1	elimosinam	false	SELF_SUFFICIENT
emⰆ dationeⰆ 	1	emendationem	false	SELF_SUFFICIENT
emⰆdatione	1	emendatione	false	SELF_SUFFICIENT
emⰇ datio 	1	emendatio	false	SELF_SUFFICIENT
emⰇda tioneⰆ 	1	emendationem	false	SELF_SUFFICIENT
emⰇdabitur	1	emendabitur	false	SELF_SUFFICIENT
emⰇdare	1	emendare	false	SELF_SUFFICIENT
emⰇdari	1	emendari	false	SELF_SUFFICIENT
emⰇdatione	2	emendatione; emendationem	true	AMBIGUOUS_WITHOUT_CONTEXT
emⰇdationeⰆ	1	emendationem	false	SELF_SUFFICIENT
emⰇdationis	1	emendationis	false	SELF_SUFFICIENT
emⰇdatuⰆ	1	emendatum	false	SELF_SUFFICIENT
emⰇdauerit	1	emendauerit	false	SELF_SUFFICIENT
emⰇdent	1	emendent	false	SELF_SUFFICIENT
eniⰆ	1	enim	false	SELF_SUFFICIENT
eniⰇ	1	enim	false	SELF_SUFFICIENT
enⰇ	1	enim	false	SELF_SUFFICIENT
eodeⰆ	1	eodem	false	SELF_SUFFICIENT
eoruⰆ	1	eorum	false	SELF_SUFFICIENT
eosdeⰆ	1	eosdem	false	SELF_SUFFICIENT
eosqⰛ	1	eosque	false	SELF_SUFFICIENT
eoⰗ	1	eorum	false	SELF_SUFFICIENT
eoⰗqⰛ	1	eorumque	false	SELF_SUFFICIENT
epis copalibⰊ 	1	episcopalibus	false	SELF_SUFFICIENT
episco palibⰊ 	1	episcopalibus	false	SELF_SUFFICIENT
episco palibⰛ 	1	episcopalibus	false	SELF_SUFFICIENT
episcopalibⰊ	1	episcopalibus	false	SELF_SUFFICIENT
episcopalibⰛ	1	episcopalibus	false	SELF_SUFFICIENT
epmⰇ	1	episcopum	false	SELF_SUFFICIENT
epⰇi	1	episcopi	false	SELF_SUFFICIENT
epⰇis	1	episcopis	false	SELF_SUFFICIENT
epⰇm	1	episcopum	false	SELF_SUFFICIENT
epⰇo	1	episcopo	false	SELF_SUFFICIENT
epⰇos	1	episcopos	false	SELF_SUFFICIENT
epⰇoⰗ	1	episcoporum	false	SELF_SUFFICIENT
epⰇs	1	episcopus	false	SELF_SUFFICIENT
epⰏa	1	epistola	false	SELF_SUFFICIENT
epⰏam	1	epistolam	false	SELF_SUFFICIENT
epⰏⰂ	1	epistolⰂ	false	SELF_SUFFICIENT
equuⰆ	1	equum	false	SELF_SUFFICIENT
eripiatⰜ	1	eripiatur	false	SELF_SUFFICIENT
erroreⰆ	1	errorem	false	SELF_SUFFICIENT
ertⰇ	1	erunt	false	SELF_SUFFICIENT
eruditissimuⰆ	1	eruditissimum	false	SELF_SUFFICIENT
erⰇt	1	erunt	false	SELF_SUFFICIENT
escaⰆ	1	escam	false	SELF_SUFFICIENT
estimandaⰆ	1	estimandam	false	SELF_SUFFICIENT
ethnicⰊ	1	ethnicus	false	SELF_SUFFICIENT
etiaⰆ	1	etiam	false	SELF_SUFFICIENT
etiaⰆsi	1	etiamsi	false	SELF_SUFFICIENT
euangelicaⰆ	1	euangelicam	false	SELF_SUFFICIENT
euangeliuⰆ	1	euangelium	false	SELF_SUFFICIENT
euangⰏo	1	euangelio	false	SELF_SUFFICIENT
euellatⰜ	1	euellatur	false	SELF_SUFFICIENT
euocatⰊ	1	euocatus	false	SELF_SUFFICIENT
euⰆ	1	eum	false	SELF_SUFFICIENT
evⰆ	1	evm	false	SELF_SUFFICIENT
ex coⰆmunicare 	1	excommunicare	false	SELF_SUFFICIENT
ex coⰆmunicatio 	1	excommunicatio	false	SELF_SUFFICIENT
ex coⰆmunicatis 	1	excommunicatis	false	SELF_SUFFICIENT
ex coⰆmunicato 	1	excommunicato	false	SELF_SUFFICIENT
ex coⰆmunicatores 	1	excommunicatores	false	SELF_SUFFICIENT
ex coⰆmunicatoruⰆ 	1	excommunicatorum	false	SELF_SUFFICIENT
ex coⰆmunicetⰜ 	1	excommunicetur	false	SELF_SUFFICIENT
examinationeⰆ	1	examinationem	false	SELF_SUFFICIENT
excludatⰜ	1	excludatur	false	SELF_SUFFICIENT
excludimⰊ	1	excludimus	false	SELF_SUFFICIENT
excluduntⰜ	1	excluduntur	false	SELF_SUFFICIENT
excom municetⰜ 	1	excommunicetur	false	SELF_SUFFICIENT
excoⰆ municatis 	1	excommunicatis	false	SELF_SUFFICIENT
excoⰆ municato 	1	excommunicato	false	SELF_SUFFICIENT
excoⰆ municetⰜ 	1	excommunicetur	false	SELF_SUFFICIENT
excoⰆ  municatione 	1	excom municatione	false	SELF_SUFFICIENT
excoⰆmu nicati 	1	excommunicati	false	SELF_SUFFICIENT
excoⰆmu nicatio 	1	excommunicato	false	SELF_SUFFICIENT
excoⰆmu nicatⰊ 	1	excommunicatus	false	SELF_SUFFICIENT
excoⰆmuni	1	excommuni	false	SELF_SUFFICIENT
excoⰆmuni cati 	1	excommunicati	false	SELF_SUFFICIENT
excoⰆmuni cationeⰆ 	1	excommunicationem	false	SELF_SUFFICIENT
excoⰆmuni cato 	1	excommunicato	false	SELF_SUFFICIENT
excoⰆmunica re 	1	excommunicare	false	SELF_SUFFICIENT
excoⰆmunica tis 	1	excommunicatis	false	SELF_SUFFICIENT
excoⰆmunica tore 	1	excommunicatore	false	SELF_SUFFICIENT
excoⰆmunican tⰜ 	1	excommunicantur	false	SELF_SUFFICIENT
excoⰆmunicandis	1	excommunicandis	false	SELF_SUFFICIENT
excoⰆmunicanduⰆ	1	excommunicandum	false	SELF_SUFFICIENT
excoⰆmunicantⰜ	1	excommunicantur	false	SELF_SUFFICIENT
excoⰆmunicare	1	excommunicare	false	SELF_SUFFICIENT
excoⰆmunicari	1	excommunicari	false	SELF_SUFFICIENT
excoⰆmunicatio	1	excommunicatio	false	SELF_SUFFICIENT
excoⰆmunicatio neⰆ 	1	excommunicationem	false	SELF_SUFFICIENT
excoⰆmunicationeⰆ	1	excommunicationem	false	SELF_SUFFICIENT
excoⰆmunicationis	1	excommunicationis	false	SELF_SUFFICIENT
excoⰆmunicatis	1	excommunicatis	false	SELF_SUFFICIENT
excoⰆmunicato	1	excommunicato	false	SELF_SUFFICIENT
excoⰆmunicatoribⰛ	1	excommunicatoribus	false	SELF_SUFFICIENT
excoⰆmunicatoⰗ	1	excommunicatorum	false	SELF_SUFFICIENT
excoⰆmunicatuⰆ	1	excommunicatum	false	SELF_SUFFICIENT
excoⰆmunicatⰊ	1	excommunicatus	false	SELF_SUFFICIENT
excoⰆmunicauerit	1	excommunicauerit	false	SELF_SUFFICIENT
excoⰆmunicauⰆ	1	excommunicauit	false	SELF_SUFFICIENT
excoⰆmunicentⰜ	1	excommunicentur	false	SELF_SUFFICIENT
excoⰆmunicet	1	excommunicet	false	SELF_SUFFICIENT
excoⰆmunicetⰜⰞ	1	excommuniceturⰞ	false	SELF_SUFFICIENT
excoⰆmunicⰇ	2	excommunicare; excommunicatio	true	AMBIGUOUS_WITHOUT_CONTEXT
excoⰆmv nicatis 	1	excommvnicatis	false	SELF_SUFFICIENT
excⰇmu nicatis 	1	excommun	false	SELF_SUFFICIENT
exempluⰆ	1	exemplum	false	SELF_SUFFICIENT
exerceantⰜ	1	exerceantur	false	SELF_SUFFICIENT
exercuerⰇ	1	exercuerunt	false	SELF_SUFFICIENT
exeⰆplis	1	exemplis	false	SELF_SUFFICIENT
exhortationeⰆ	1	exhortationem	false	SELF_SUFFICIENT
exigentibⰛ	1	exigentibus	false	SELF_SUFFICIENT
exiliuⰆ	1	exilium	false	SELF_SUFFICIENT
existentibⰊ	1	existentibus	false	SELF_SUFFICIENT
exituⰆ	1	exitum	false	SELF_SUFFICIENT
experi mⰇto 	1	experimento	false	SELF_SUFFICIENT
expleantⰜ	1	expleantur	false	SELF_SUFFICIENT
expolianduⰆ	1	expoliandum	false	SELF_SUFFICIENT
exqⰈrimus	1	exquirimus	false	SELF_SUFFICIENT
extin guatⰜ 	1	extinguatur	false	SELF_SUFFICIENT
extin guntⰜ 	1	extinguntur	false	SELF_SUFFICIENT
extinguntⰜ	1	extinguntur	false	SELF_SUFFICIENT
extremaⰆ	1	extremam	false	SELF_SUFFICIENT
exureretⰜ	1	exureretur	false	SELF_SUFFICIENT
eⰀⰀe	1	esse	false	SELF_SUFFICIENT
eⰅeⰅ	1	esse	false	SELF_SUFFICIENT
eⰆ	1	est	false	SELF_SUFFICIENT
eⰆm dare 	1	emendare	false	SELF_SUFFICIENT
eⰇ	2	esse; est	true	AMBIGUOUS_WITHOUT_CONTEXT
eⰇt	1	est	false	SELF_SUFFICIENT
face reⰆ 	1	facerem	false	SELF_SUFFICIENT
facien teⰆ 	1	facientem	false	SELF_SUFFICIENT
facienduⰆ	1	faciendum	false	SELF_SUFFICIENT
facientibⰛ	1	facientibus	false	SELF_SUFFICIENT
facieⰆ	1	faciem	false	SELF_SUFFICIENT
facimⰊ	1	facimus	false	SELF_SUFFICIENT
facinoⰗ	1	facinorum	false	SELF_SUFFICIENT
facinⰊ	1	facinus	false	SELF_SUFFICIENT
facturuⰆ	1	facturum	false	SELF_SUFFICIENT
factuⰆ	1	factum	false	SELF_SUFFICIENT
facultatuⰆ	1	facultatum	false	SELF_SUFFICIENT
facⰇ	1	facit	false	SELF_SUFFICIENT
famuluⰆ	1	famulum	false	SELF_SUFFICIENT
famⰇ	1	famen	false	SELF_SUFFICIENT
fatemⰜ	1	fatemur	false	SELF_SUFFICIENT
fauo reⰆ 	1	fauorem	false	SELF_SUFFICIENT
fauto ribⰛⰖ 	1	fautoribusque	false	SELF_SUFFICIENT
fecerⰇ	1	fecerunt	false	SELF_SUFFICIENT
femoralibⰊ	1	femoralibus	false	SELF_SUFFICIENT
feriatⰜ	1	feriatur	false	SELF_SUFFICIENT
feriaⰆ	1	feriam	false	SELF_SUFFICIENT
ferirentⰜ	1	ferirentur	false	SELF_SUFFICIENT
fermⰇtuⰆ	1	fermentum	false	SELF_SUFFICIENT
ferruⰆ	1	ferrum	false	SELF_SUFFICIENT
ferⰇ	1	feriam	false	SELF_SUFFICIENT
fi deliuⰆ 	1	fidelium	false	SELF_SUFFICIENT
fi deⰆ 	1	fidem	false	SELF_SUFFICIENT
fidelibⰊ	1	fidelibus	false	SELF_SUFFICIENT
fidelitⰇ	1	fideliter	false	SELF_SUFFICIENT
fideliuⰆ	1	fidelium	false	SELF_SUFFICIENT
fideⰆ	1	fidem	false	SELF_SUFFICIENT
fiduciaⰆ	1	fiduciam	false	SELF_SUFFICIENT
filioⰗ	1	filiorum	false	SELF_SUFFICIENT
filiuⰊ	1	filius	false	SELF_SUFFICIENT
filiⰂⰖ	1	filiⰂque	false	SELF_SUFFICIENT
fineⰆ	1	finem	false	SELF_SUFFICIENT
finiatⰜ	1	finiatur	false	SELF_SUFFICIENT
finitaⰆ	1	finitam	false	SELF_SUFFICIENT
finituⰆ	1	finitum	false	SELF_SUFFICIENT
finitⰊ	1	finitus	false	SELF_SUFFICIENT
finitⰜ	1	finitur	false	SELF_SUFFICIENT
firmamⰊ	1	firmamus	false	SELF_SUFFICIENT
firmaretⰜ	1	firmaretur	false	SELF_SUFFICIENT
firmauertⰇ	1	firmauerunt	false	SELF_SUFFICIENT
firmitⰇ	1	firmiter	false	SELF_SUFFICIENT
fiscuⰆ	1	fiscum	false	SELF_SUFFICIENT
flagitiosuⰆ	1	flagitiosum	false	SELF_SUFFICIENT
flectamⰊ	1	flectamus	false	SELF_SUFFICIENT
flen teⰆ 	1	flentem	false	SELF_SUFFICIENT
fletibⰊ	1	fletibus	false	SELF_SUFFICIENT
fo ribⰛ 	1	foribus	false	SELF_SUFFICIENT
fonteⰆ	1	fontem	false	SELF_SUFFICIENT
foribⰛ	1	foribus	false	SELF_SUFFICIENT
formaⰆ	1	formam	false	SELF_SUFFICIENT
fratreⰆ	1	fratrem	false	SELF_SUFFICIENT
fratruⰆ	1	fratrum	false	SELF_SUFFICIENT
fratⰇ	1	frater	false	SELF_SUFFICIENT
fraudeⰆ	1	fraudem	false	SELF_SUFFICIENT
frequentissimuⰆ	1	frequentissimum	false	SELF_SUFFICIENT
frequentⰇ	1	frequenter	false	SELF_SUFFICIENT
frisⰇ	1	fratris	false	SELF_SUFFICIENT
friⰇs	1	fratris	false	SELF_SUFFICIENT
fructuⰆ	1	fructum	false	SELF_SUFFICIENT
fructⰊ	1	fructus	false	SELF_SUFFICIENT
fruguⰆ	1	frugum	false	SELF_SUFFICIENT
frⰇ	2	frater; fratres	true	AMBIGUOUS_WITHOUT_CONTEXT
frⰇi	1	fratri	false	SELF_SUFFICIENT
frⰇib;	1	fratribus	false	SELF_SUFFICIENT
frⰇibⰛ	1	fratribus	false	SELF_SUFFICIENT
frⰇicidiis	1	fratricidiis	false	SELF_SUFFICIENT
frⰇicidę	1	fratricidę	false	SELF_SUFFICIENT
frⰇis	1	fratris	false	SELF_SUFFICIENT
frⰇm	2	fratrem; fratrum	true	AMBIGUOUS_WITHOUT_CONTEXT
frⰇnaⰆ	1	fraternam	false	SELF_SUFFICIENT
frⰇs	1	fratres	false	SELF_SUFFICIENT
fu turoqⰛ 	1	futuroque	false	SELF_SUFFICIENT
fuerⰇ	1	fuerunt	false	SELF_SUFFICIENT
fugaⰆ	1	fugam	false	SELF_SUFFICIENT
fugi enteⰆ 	1	fugientem	false	SELF_SUFFICIENT
fugienteⰆ	1	fugientem	false	SELF_SUFFICIENT
fugitiuuⰆ	1	fugitiuum	false	SELF_SUFFICIENT
fuimⰊ	1	fuimus	false	SELF_SUFFICIENT
furantⰜ	1	furantur	false	SELF_SUFFICIENT
furatuⰆ	1	furatum	false	SELF_SUFFICIENT
furatⰊ	1	furatus	false	SELF_SUFFICIENT
furatⰜ	1	furatur	false	SELF_SUFFICIENT
furetⰜ	1	furetur	false	SELF_SUFFICIENT
furibⰛ	1	furibus	false	SELF_SUFFICIENT
furtuⰆ	1	furtum	false	SELF_SUFFICIENT
furtvⰆ	1	furtvm	false	SELF_SUFFICIENT
furuⰆ	1	furum	false	SELF_SUFFICIENT
futuruⰆ	1	futurum	false	SELF_SUFFICIENT
galliaruⰆ	1	galliarum	false	SELF_SUFFICIENT
galliarⰗ	1	galliarum	false	SELF_SUFFICIENT
gaudiuⰆ	1	gaudium	false	SELF_SUFFICIENT
gemituⰆ	1	gemitum	false	SELF_SUFFICIENT
generalitⰇ	1	generaliter	false	SELF_SUFFICIENT
generationeⰆ	1	generationem	false	SELF_SUFFICIENT
geniculuⰆ	1	geniculum	false	SELF_SUFFICIENT
genteⰆ	1	gentem	false	SELF_SUFFICIENT
germanoruⰆ	1	germanorum	false	SELF_SUFFICIENT
getⰜ	1	getur	false	SELF_SUFFICIENT
gladiuⰆ	1	gladium	false	SELF_SUFFICIENT
gra duⰆ 	1	gradum	false	SELF_SUFFICIENT
gra uitⰇ 	1	grauiter	false	SELF_SUFFICIENT
gradibⰊ	1	gradibus	false	SELF_SUFFICIENT
gradibⰛ	1	gradibus	false	SELF_SUFFICIENT
gradienteⰆ	1	gradientem	false	SELF_SUFFICIENT
gradiⰄ	1	gradibus	false	SELF_SUFFICIENT
graduⰆ	1	gradum	false	SELF_SUFFICIENT
gratiaⰗ	1	gratiarum	false	SELF_SUFFICIENT
grauitⰇ	1	grauiter	false	SELF_SUFFICIENT
grauiuⰊ	1	grauius	false	SELF_SUFFICIENT
graⰁ	3	gradu; gradum; gradus	true	AMBIGUOUS_WITHOUT_CONTEXT
graⰇm	1	gratiam	false	SELF_SUFFICIENT
gregeⰆ	1	gregem	false	SELF_SUFFICIENT
gregⰇ	2	gregorii; gregorius	true	AMBIGUOUS_WITHOUT_CONTEXT
grⰇa	1	gratia	false	SELF_SUFFICIENT
grⰇam	1	gratiam	false	SELF_SUFFICIENT
gⰈ	1	igitur	false	SELF_SUFFICIENT
gⰉ	1	ergo	false	SELF_SUFFICIENT
gⰏosi	1	gloriosi	false	SELF_SUFFICIENT
gⰏⰂ	1	gloriⰂ	false	SELF_SUFFICIENT
ha beantⰜ 	1	habeantur	false	SELF_SUFFICIENT
ha beatⰜ 	1	habeatur	false	SELF_SUFFICIENT
habeantⰜ	1	habeantur	false	SELF_SUFFICIENT
habeatⰜ	1	habeatur	false	SELF_SUFFICIENT
habemⰊ	1	habemus	false	SELF_SUFFICIENT
haben teⰆ 	1	habentem	false	SELF_SUFFICIENT
habetⰜ	1	habetur	false	SELF_SUFFICIENT
habituruⰆ	1	habiturum	false	SELF_SUFFICIENT
hactenⰊ	1	hactenus	false	SELF_SUFFICIENT
he reduⰆ 	1	heredum	false	SELF_SUFFICIENT
hereditateⰆ	1	hereditatem	false	SELF_SUFFICIENT
hierosolimaⰆ	1	hierosolimam	false	SELF_SUFFICIENT
ho leruⰆ 	1	holerum	false	SELF_SUFFICIENT
ho micidiuⰆ 	1	homicidium	false	SELF_SUFFICIENT
ho mineⰆ 	1	hominem	false	SELF_SUFFICIENT
homi neⰆ 	1	hominem	false	SELF_SUFFICIENT
homi nuⰆ 	1	hominum	false	SELF_SUFFICIENT
homici diuⰆ 	1	homicidium	false	SELF_SUFFICIENT
homicidaruⰆ	1	homicidarum	false	SELF_SUFFICIENT
homicidarvⰆ	1	homicidarvm	false	SELF_SUFFICIENT
homicidaⰆ	1	homicidam	false	SELF_SUFFICIENT
homicidiisⰆ	1	homicidiis	false	SELF_SUFFICIENT
homicidiuⰆ	1	homicidium	false	SELF_SUFFICIENT
homineⰆ	1	hominem	false	SELF_SUFFICIENT
hominibⰛ	1	hominibus	false	SELF_SUFFICIENT
honeribⰛ	1	honeribus	false	SELF_SUFFICIENT
honestuⰆ	1	honestum	false	SELF_SUFFICIENT
honoreⰆ	1	honorem	false	SELF_SUFFICIENT
horreuⰆ	1	horreum	false	SELF_SUFFICIENT
horribileⰆ	1	horribilem	false	SELF_SUFFICIENT
hosqⰛ	1	hosque	false	SELF_SUFFICIENT
hostiuⰆ	1	hostium	false	SELF_SUFFICIENT
hoⰗ	1	horum	false	SELF_SUFFICIENT
huiuⰊ	1	huius	false	SELF_SUFFICIENT
humanaqⰛ	1	humanaque	false	SELF_SUFFICIENT
humilitⰇ	1	humiliter	false	SELF_SUFFICIENT
humillimⰊ	1	humillimus	false	SELF_SUFFICIENT
hⰂreditateⰆ	1	hⰂreditatem	false	SELF_SUFFICIENT
iacturaⰆ	1	iacturam	false	SELF_SUFFICIENT
iaⰆ	1	iam	false	SELF_SUFFICIENT
ibideⰆ	1	ibidem	false	SELF_SUFFICIENT
ibiqⰛ	1	ibique	false	SELF_SUFFICIENT
id                             eⰆ	1	id est	false	SELF_SUFFICIENT
id eⰆ	1	id est	false	SELF_SUFFICIENT
ideⰆ	3	id     est; id est; idem	true	AMBIGUOUS_WITHOUT_CONTEXT
ideⰇ	1	idem	false	SELF_SUFFICIENT
ido loruⰆ 	1	idolorum	false	SELF_SUFFICIENT
idoloⰗ	1	idolorum	false	SELF_SUFFICIENT
ie iuniuⰆ 	1	ieiunium	false	SELF_SUFFICIENT
ieiunioruⰆ	1	ieiuniorum	false	SELF_SUFFICIENT
ieiunioⰗ	1	ieiuniorum	false	SELF_SUFFICIENT
ieiuniuⰆ	1	ieiunium	false	SELF_SUFFICIENT
ieremiaⰆ	1	ieremiam	false	SELF_SUFFICIENT
igitⰜ	1	igitur	false	SELF_SUFFICIENT
ignorantiaⰆ	1	ignorantiam	false	SELF_SUFFICIENT
ihuⰆ	1	iesu	false	SELF_SUFFICIENT
ihⰇm	1	ihesum	false	SELF_SUFFICIENT
ihⰇu	1	iesu	false	SELF_SUFFICIENT
iiia	1	tertia	false	SELF_SUFFICIENT
iiiior	1	iiiior	false	SELF_SUFFICIENT
iiiita	1	quarta	false	SELF_SUFFICIENT
il luⰆ 	1	illum	false	SELF_SUFFICIENT
illaⰆ	1	illam	false	SELF_SUFFICIENT
illiuⰊ	1	illius	false	SELF_SUFFICIENT
illoruⰆ	1	illorum	false	SELF_SUFFICIENT
illoⰗ	1	illorum	false	SELF_SUFFICIENT
illuⰆ	1	illum	false	SELF_SUFFICIENT
imagineⰆ	1	imaginem	false	SELF_SUFFICIENT
imagneⰆ	1	imagnem	false	SELF_SUFFICIENT
imperatoribⰛ	1	imperatoribus	false	SELF_SUFFICIENT
imperiuⰆ	1	imperium	false	SELF_SUFFICIENT
imponatⰜ	1	imponatur	false	SELF_SUFFICIENT
