page_id	descriptor_id	pass1	pass2	final_value	adjudication_rule	reviewer_note
f70v1	VIS_COMPLEXITY	NOT_VISIBLE	HIGH	HIGH	INDEPENDENT_AUDIT_FINAL	Independent clean-room audit value
f71r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	OBJ_PLANT_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	OBJ_HUMAN_LIKE	4+	NOT_AUDITED	4+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	OBJ_STAR_LIKE	1+	NOT_AUDITED	1+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	OBJ_CIRCULAR_UNITS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	GEO_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	GEO_CONCENTRIC	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	GEO_BRANCHING	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	FIG_RELATION	ISOLATED	NOT_AUDITED	ISOLATED	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	FIG_ENCLOSED	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	TXT_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	VIS_DENSITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71r	VIS_COMPLEXITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	OBJ_PLANT_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	OBJ_HUMAN_LIKE	4+	NOT_AUDITED	4+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	OBJ_STAR_LIKE	1+	NOT_AUDITED	1+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	OBJ_CIRCULAR_UNITS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	GEO_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	GEO_CONCENTRIC	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	GEO_BRANCHING	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	FIG_RELATION	ISOLATED	NOT_AUDITED	ISOLATED	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	FIG_ENCLOSED	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	TXT_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	VIS_DENSITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f71v	VIS_COMPLEXITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r1	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r2	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72r3	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v3	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v2	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	COMP_ILLUSTRATION_REGIONS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	COMP_CENTRAL_ILLUSTRATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	OBJ_PLANT_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	OBJ_HUMAN_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	OBJ_CONTAINER_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	OBJ_STAR_LIKE	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	OBJ_CIRCULAR_UNITS	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	GEO_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	GEO_CONCENTRIC	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	GEO_BRANCHING	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	FIG_RELATION	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	FIG_ENCLOSED	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	TXT_RADIAL	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	VIS_DENSITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f72v1	VIS_COMPLEXITY	NOT_VISIBLE	NOT_AUDITED	NOT_VISIBLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	OBJ_PLANT_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	OBJ_HUMAN_LIKE	4+	NOT_AUDITED	4+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	OBJ_STAR_LIKE	1+	NOT_AUDITED	1+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	OBJ_CIRCULAR_UNITS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	GEO_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	GEO_CONCENTRIC	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	GEO_BRANCHING	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	FIG_RELATION	ISOLATED	NOT_AUDITED	ISOLATED	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	FIG_ENCLOSED	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	TXT_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	VIS_DENSITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73r	VIS_COMPLEXITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	COMP_ILLUSTRATION_REGIONS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	COMP_CENTRAL_ILLUSTRATION	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	OBJ_PLANT_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	OBJ_HUMAN_LIKE	4+	NOT_AUDITED	4+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	OBJ_CONTAINER_LIKE	0	NOT_AUDITED	0	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	OBJ_STAR_LIKE	1+	NOT_AUDITED	1+	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	OBJ_CIRCULAR_UNITS	1	NOT_AUDITED	1	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	GEO_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	GEO_CONCENTRIC	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	GEO_BRANCHING	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	FIG_RELATION	ISOLATED	NOT_AUDITED	ISOLATED	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	FIG_ENCLOSED	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	TXT_RADIAL	PRESENT	NOT_AUDITED	PRESENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	VIS_DENSITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f73v	VIS_COMPLEXITY	HIGH	NOT_AUDITED	HIGH	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f75r	COMP_ILLUSTRATION_REGIONS	MULTIPLE	NOT_AUDITED	MULTIPLE	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
f75r	COMP_CENTRAL_ILLUSTRATION	ABSENT	NOT_AUDITED	ABSENT	SINGLE_FULL_PASS_PREDECLARED_AUDIT	Full visual pass; outside predeclared audit sample
