page_id	physical_leaf_id	image_source_id	schema_version	annotation_status	COMP_ILLUSTRATION_REGIONS	COMP_CENTRAL_ILLUSTRATION	OBJ_PLANT_LIKE	OBJ_HUMAN_LIKE	OBJ_CONTAINER_LIKE	OBJ_STAR_LIKE	OBJ_CIRCULAR_UNITS	GEO_RADIAL	GEO_CONCENTRIC	GEO_BRANCHING	FIG_RELATION	FIG_ENCLOSED	TXT_RADIAL	VIS_DENSITY	VIS_COMPLEXITY
f102v1	f102	YALE-MS408-OID-2002046	1.0.0	PARTIALLY_ANNOTATED	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE	NOT_VISIBLE
f103r	f103	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f103v	f103	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f104r	f104	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f104v	f104	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f105r	f105	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f105v	f105	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f106r	f106	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f106v	f106	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f107r	f107	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f107v	f107	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f108r	f108	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f108v	f108	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f111r	f111	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f111v	f111	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f112r	f112	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f112v	f112	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f113r	f113	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f113v	f113	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f114r	f114	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f114v	f114	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f115r	f115	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f115v	f115	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f116r	f116	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	MULTIPLE	ABSENT	0	0	0	1+	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
f116v	f116	YALE-MS408-OID-2002046	1.0.0	FULLY_ANNOTATED	0	ABSENT	0	0	0	0	0	ABSENT	ABSENT	ABSENT	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	LOW	LOW
