job_id	ground_truth	generator_variant	scale	replicate	latent_recovery	basis
j-e1f6aed9e40ed717971a	M4	2	VOYNICH_SCALE	2	NOT_SUPPORTED	training/model-evidence failure
j-e20c4befc2aeb1ceb7ec	M0	2	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-e2b6fdc2988340111da6	M1	3	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-e384b9e6063e5990ce23	M3	1	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-e4b246f6790972158805	M0	2	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-e55e61645d99097b3a23	M3	2	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-e6367135b95a1dc047d2	M4	2	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-e68f51cb89361ca581c3	M2	1	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-e77cf04b520b5507a2ee	M2	3	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-e82bad035bf10b060942	M2	2	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-e85bf67be0054581db9d	M3	3	LARGE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-e8c5a395be97f221cf1b	M4	3	VOYNICH_SCALE	1	NOT_SUPPORTED	training/model-evidence failure
j-e9dabbbad2bca257b0c3	M1	3	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-e9ead1a27716f2327b08	M3	2	MEDIUM	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-ea1ea60611eeb3c4b98e	M2	1	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-ea432cac604e0d61494c	M1	2	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-eab9008e2f2fc904657f	M3	2	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-eba7c73d6bd4c8c38889	M5	1	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-ebb3251e2af0b7ef1b58	M5	3	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-ec9e6d04239c30c1672b	M4	1	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-ed09e5746b347122bd68	M3	2	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-ed1c9bd30dfff3761091	M0	3	SMALL	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-edb9c040ef1d97829058	M5	2	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-ee32c2e1ebc707cf605f	M0	3	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-ee4ff50694d0aad9cdf9	M4	3	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-ee5300454ccb557d8950	M1	2	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-ee7432da8eabf18f67ed	M2	2	MEDIUM	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-ee766a8751cc2bfa29ec	M1	1	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-eedc9b3bb70eb0e5e8ff	M0	2	LARGE	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-eeee5b3e8ef0a5502a35	M5	1	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-ef411cfb33683bf812d6	M2	1	VOYNICH_SCALE	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-f0581f2c8073826012b1	M1	3	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f0c88d016d277cd6644e	M1	1	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f0e474122c78efb38cf6	M3	2	LARGE	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-f0f581c943200d0aa094	M4	3	VOYNICH_SCALE	4	NOT_SUPPORTED	training/model-evidence failure
j-f20123f7a9e982da36f4	M3	3	MEDIUM	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-f228f8e272c2a2544e58	M4	2	MEDIUM	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f24dc0e9c3e3208e32a8	M5	3	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f27c887b49b22bb01094	M4	3	LARGE	5	NOT_SUPPORTED	training/model-evidence failure
j-f2b4f7f0c8207a3659fd	M1	2	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-f2cba54637177ee67451	M2	1	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-f376eacbdd65486a2a6f	M2	2	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-f435f8d2a953b507b311	M4	2	SMALL	3	NOT_ASSESSABLE	individual predictive gates not recorded
j-f437afe54a1767def14d	M0	2	MEDIUM	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-f50dce661b038d816171	M2	3	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-f5912d7b84d5cad1b349	M2	1	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f5e7eedde2e3bf9497b3	M1	3	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-f644042b76ab05b2cbbc	M2	3	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f659c939e721fb91cb89	M1	1	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f67b8ad8ba086dc9b857	M5	2	VOYNICH_SCALE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-f72421fdfa3148dc4193	M1	3	SMALL	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f7dbe021c6e19babb7db	M1	3	LARGE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-f81ae0155abae44053dd	M4	3	VOYNICH_SCALE	6	NOT_SUPPORTED	training/model-evidence failure
j-f83d9ed8fa75b9115e82	M2	2	MEDIUM	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f8a82e0167a403e77fb3	M0	2	LARGE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-f8c84c11a2ff451cfad8	M4	1	VOYNICH_SCALE	0	NOT_SUPPORTED	training/model-evidence failure
j-f93c636187cdf0a63c20	M3	2	VOYNICH_SCALE	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-f995dd3eecbd9cb46f3a	M0	1	LARGE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f9c6eda64bf526a24124	M5	3	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-f9d36dbd2565e353a977	M4	3	SMALL	1	NOT_ASSESSABLE	individual predictive gates not recorded
j-f9f007611993ef03b2f2	M3	1	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-fa8ae4fa19764bc2322a	M0	3	LARGE	4	NOT_ASSESSABLE	individual predictive gates not recorded
j-fc57f8c3b0aa12e8fb1a	M3	1	VOYNICH_SCALE	5	NOT_ASSESSABLE	individual predictive gates not recorded
j-fce5cf24b8d52422fa9d	M1	3	SMALL	0	NOT_ASSESSABLE	individual predictive gates not recorded
j-fd141d76fa06d3b9a031	M3	2	VOYNICH_SCALE	2	NOT_ASSESSABLE	individual predictive gates not recorded
j-fd15f4937799ea31a9db	M1	1	MEDIUM	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-fd412840c0530bd52d64	M4	3	SMALL	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-fde431c7d18abe5b62eb	M4	3	VOYNICH_SCALE	3	NOT_SUPPORTED	training/model-evidence failure
j-fe1a47eae46f9bd11be1	M1	1	MEDIUM	7	NOT_ASSESSABLE	individual predictive gates not recorded
j-fec94a388bab452280c3	M5	3	SMALL	6	NOT_ASSESSABLE	individual predictive gates not recorded
j-feeb1a5395b7473bf3d3	M1	3	VOYNICH_SCALE	0	NOT_ASSESSABLE	individual predictive gates not recorded
