opaque_id	ground_truth_class	implementation	variant	scale	tokens	replicate	seed	path
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	3	2667711223941091306	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r03.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	4	580284300165903039	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r04.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	5	14982510825835557726	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r05.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	6	42795734314610925	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r06.txt
s-c13a20c1b1a6	M3	INDEPENDENT	2	LARGE	65536	7	17317382605883385738	research/phase3/task86c/inputs/s-c13a20c1b1a6/large/r07.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	0	7131937090360876063	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r00.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	1	12638972199450176448	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r01.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	2	109590376332802617	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r02.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	3	2985341873147654624	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r03.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	4	235656115175338305	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r04.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	5	11463539138016162255	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r05.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	6	14008313978043649432	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r06.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	SMALL	512	7	12142223427611023814	research/phase3/task86c/inputs/s-614cdbd81cbf/small/r07.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	0	9053289351526340931	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r00.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	1	17720862021758168657	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r01.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	2	1732744527825098818	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r02.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	3	8795331746085781470	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r03.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	4	17965457309527064529	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r04.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	5	14740881827283974514	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r05.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	6	11016069037191639141	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r06.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	MEDIUM	2048	7	17114892940020194952	research/phase3/task86c/inputs/s-614cdbd81cbf/medium/r07.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	0	11320350392849761750	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r00.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	1	14128791333137499296	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r01.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	2	3664266684363372501	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r02.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	3	17202981527937496082	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r03.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	4	18129662921302866316	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r04.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	5	15888105823678750762	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r05.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	6	5571585272330378687	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r06.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	VOYNICH_SCALE	38000	7	3913107456410001173	research/phase3/task86c/inputs/s-614cdbd81cbf/voynich_scale/r07.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	0	8987258385965733290	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r00.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	1	250303932027294630	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r01.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	2	1825941712482965010	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r02.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	3	7686558156772499738	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r03.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	4	11994107530470735703	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r04.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	5	16691503199276191041	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r05.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	6	12097395469331466388	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r06.txt
s-614cdbd81cbf	M3	INDEPENDENT	3	LARGE	65536	7	7553016061690466644	research/phase3/task86c/inputs/s-614cdbd81cbf/large/r07.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	0	14457775468807262142	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r00.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	1	12461910832977386546	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r01.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	2	409944407652178474	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r02.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	3	2109793664452169120	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r03.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	4	9427336325257190337	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r04.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	5	5837453047547279696	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r05.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	6	14990273489891417939	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r06.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	SMALL	512	7	16329831341390853061	research/phase3/task86c/inputs/s-8f8dc60ab0b4/small/r07.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	0	2522612570846535645	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r00.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	1	7059039458003753042	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r01.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	2	2543350799216505528	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r02.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	3	12983432040791201254	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r03.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	4	9246264214123350358	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r04.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	5	10310007446028140942	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r05.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	6	14476589421999317221	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r06.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	MEDIUM	2048	7	17628712809910949562	research/phase3/task86c/inputs/s-8f8dc60ab0b4/medium/r07.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	0	8134283724545939399	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r00.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	1	12135064393312374576	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r01.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	2	9813840107238696929	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r02.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	3	10798030107367754218	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r03.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	4	9516283141218598674	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r04.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	5	16081156290502887259	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r05.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	6	5825713702488066232	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r06.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	VOYNICH_SCALE	38000	7	12347307901267328733	research/phase3/task86c/inputs/s-8f8dc60ab0b4/voynich_scale/r07.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	0	8161863773501360632	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r00.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	1	6361055212552254147	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r01.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	2	8034377030106538491	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r02.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	3	6491838026555208304	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r03.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	4	11702634986229207785	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r04.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	5	8494777623721323301	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r05.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	6	4772247448123998837	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r06.txt
s-8f8dc60ab0b4	M4	INDEPENDENT	1	LARGE	65536	7	13406009861475948190	research/phase3/task86c/inputs/s-8f8dc60ab0b4/large/r07.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	0	14550409888294702569	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r00.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	1	2369499627288100105	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r01.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	2	11881814600364502088	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r02.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	3	7966277030851130106	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r03.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	4	13515399865896837174	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r04.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	5	12547651773611048958	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r05.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	6	2029739577380368305	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r06.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	SMALL	512	7	10033626999804185848	research/phase3/task86c/inputs/s-47b9317c1ee7/small/r07.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	0	13639225282031770145	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r00.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	1	10418728178285527354	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r01.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	2	10150704260194941722	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r02.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	3	11054330502223436632	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r03.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	4	4307619621607614777	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r04.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	5	11442275412463514282	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r05.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	6	3627487800649536514	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r06.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	MEDIUM	2048	7	2692673867141824034	research/phase3/task86c/inputs/s-47b9317c1ee7/medium/r07.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	0	9949511705901798464	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r00.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	1	18330748310811149236	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r01.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	2	10831622442743052776	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r02.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	3	8674594966996179641	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r03.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	4	14748859810715820	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r04.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	5	8015904312406449472	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r05.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	6	16367946382573431084	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r06.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	VOYNICH_SCALE	38000	7	15759239067546841250	research/phase3/task86c/inputs/s-47b9317c1ee7/voynich_scale/r07.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	0	10971601294383332844	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r00.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	1	75983127784133922	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r01.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	2	7458420793459382787	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r02.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	3	6374761020719904047	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r03.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	4	14061187855533996728	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r04.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	5	4280363583573790803	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r05.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	6	9441135703559188661	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r06.txt
s-47b9317c1ee7	M4	INDEPENDENT	2	LARGE	65536	7	6051328619828768714	research/phase3/task86c/inputs/s-47b9317c1ee7/large/r07.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	0	6586073998511546539	research/phase3/task86c/inputs/s-4a57d700bac6/small/r00.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	1	5529586258088477560	research/phase3/task86c/inputs/s-4a57d700bac6/small/r01.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	2	736952883961363891	research/phase3/task86c/inputs/s-4a57d700bac6/small/r02.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	3	13032766933060109021	research/phase3/task86c/inputs/s-4a57d700bac6/small/r03.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	4	2193674446631280715	research/phase3/task86c/inputs/s-4a57d700bac6/small/r04.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	5	10928755458849406814	research/phase3/task86c/inputs/s-4a57d700bac6/small/r05.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	6	5180521914829615705	research/phase3/task86c/inputs/s-4a57d700bac6/small/r06.txt
s-4a57d700bac6	M4	INDEPENDENT	3	SMALL	512	7	8664946655281790021	research/phase3/task86c/inputs/s-4a57d700bac6/small/r07.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	0	6124978666098502047	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r00.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	1	5821588725953746573	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r01.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	2	14586057399585752014	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r02.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	3	408162657002580374	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r03.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	4	5839937654185249141	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r04.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	5	9520665361906630854	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r05.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	6	7308434307407405059	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r06.txt
s-4a57d700bac6	M4	INDEPENDENT	3	MEDIUM	2048	7	10997974232889118877	research/phase3/task86c/inputs/s-4a57d700bac6/medium/r07.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	0	16998487660329596139	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r00.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	1	8007752681983989529	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r01.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	2	14901932911958127461	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r02.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	3	9487928306806791149	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r03.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	4	10598777312652200104	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r04.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	5	10246969640986451342	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r05.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	6	5523603942860274781	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r06.txt
s-4a57d700bac6	M4	INDEPENDENT	3	VOYNICH_SCALE	38000	7	17022800915792498278	research/phase3/task86c/inputs/s-4a57d700bac6/voynich_scale/r07.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	0	4833802898094123238	research/phase3/task86c/inputs/s-4a57d700bac6/large/r00.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	1	12126068051875318554	research/phase3/task86c/inputs/s-4a57d700bac6/large/r01.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	2	2642919411007529537	research/phase3/task86c/inputs/s-4a57d700bac6/large/r02.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	3	14535502189884099803	research/phase3/task86c/inputs/s-4a57d700bac6/large/r03.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	4	16036939056653847523	research/phase3/task86c/inputs/s-4a57d700bac6/large/r04.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	5	11842183593615829053	research/phase3/task86c/inputs/s-4a57d700bac6/large/r05.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	6	15315062285699443601	research/phase3/task86c/inputs/s-4a57d700bac6/large/r06.txt
s-4a57d700bac6	M4	INDEPENDENT	3	LARGE	65536	7	10131610631182073255	research/phase3/task86c/inputs/s-4a57d700bac6/large/r07.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	0	1439604387706575124	research/phase3/task86c/inputs/s-7991a2a78396/small/r00.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	1	12083356268042271918	research/phase3/task86c/inputs/s-7991a2a78396/small/r01.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	2	3351879540245471129	research/phase3/task86c/inputs/s-7991a2a78396/small/r02.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	3	9040943895819866216	research/phase3/task86c/inputs/s-7991a2a78396/small/r03.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	4	9657061491985150848	research/phase3/task86c/inputs/s-7991a2a78396/small/r04.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	5	15915724472456162231	research/phase3/task86c/inputs/s-7991a2a78396/small/r05.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	6	17718938349413215427	research/phase3/task86c/inputs/s-7991a2a78396/small/r06.txt
s-7991a2a78396	M5	INDEPENDENT	1	SMALL	512	7	14165730229982858780	research/phase3/task86c/inputs/s-7991a2a78396/small/r07.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	0	2506753671623822513	research/phase3/task86c/inputs/s-7991a2a78396/medium/r00.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	1	16205776966184148165	research/phase3/task86c/inputs/s-7991a2a78396/medium/r01.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	2	15298686445018533735	research/phase3/task86c/inputs/s-7991a2a78396/medium/r02.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	3	3763294919250543112	research/phase3/task86c/inputs/s-7991a2a78396/medium/r03.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	4	3791577825022329621	research/phase3/task86c/inputs/s-7991a2a78396/medium/r04.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	5	18404915864922474702	research/phase3/task86c/inputs/s-7991a2a78396/medium/r05.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	6	2928117655945409964	research/phase3/task86c/inputs/s-7991a2a78396/medium/r06.txt
s-7991a2a78396	M5	INDEPENDENT	1	MEDIUM	2048	7	13581875579026857435	research/phase3/task86c/inputs/s-7991a2a78396/medium/r07.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	0	5849543318394800563	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r00.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	1	13026513906216342200	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r01.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	2	4892000916422759474	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r02.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	3	11168433997449618255	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r03.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	4	13704356169284873986	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r04.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	5	16623509962033609840	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r05.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	6	8484735087357809259	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r06.txt
s-7991a2a78396	M5	INDEPENDENT	1	VOYNICH_SCALE	38000	7	6593101072841710043	research/phase3/task86c/inputs/s-7991a2a78396/voynich_scale/r07.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	0	6972798311243023594	research/phase3/task86c/inputs/s-7991a2a78396/large/r00.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	1	4748145702515909294	research/phase3/task86c/inputs/s-7991a2a78396/large/r01.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	2	12325187101518595180	research/phase3/task86c/inputs/s-7991a2a78396/large/r02.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	3	6175103169875912682	research/phase3/task86c/inputs/s-7991a2a78396/large/r03.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	4	13844192618377504485	research/phase3/task86c/inputs/s-7991a2a78396/large/r04.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	5	3448971565774686187	research/phase3/task86c/inputs/s-7991a2a78396/large/r05.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	6	9929963979537073925	research/phase3/task86c/inputs/s-7991a2a78396/large/r06.txt
s-7991a2a78396	M5	INDEPENDENT	1	LARGE	65536	7	3959273724000493206	research/phase3/task86c/inputs/s-7991a2a78396/large/r07.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	0	15099068409499947750	research/phase3/task86c/inputs/s-665090602867/small/r00.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	1	13813471121075405366	research/phase3/task86c/inputs/s-665090602867/small/r01.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	2	11218691994960508130	research/phase3/task86c/inputs/s-665090602867/small/r02.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	3	7221364957601815091	research/phase3/task86c/inputs/s-665090602867/small/r03.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	4	16826371532577229273	research/phase3/task86c/inputs/s-665090602867/small/r04.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	5	13053167662006538845	research/phase3/task86c/inputs/s-665090602867/small/r05.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	6	8138479919192658104	research/phase3/task86c/inputs/s-665090602867/small/r06.txt
s-665090602867	M5	INDEPENDENT	2	SMALL	512	7	8353318865517923832	research/phase3/task86c/inputs/s-665090602867/small/r07.txt
