artifact	artifact_sha256	section_path_key	rule_golden_id	semantic_role	current_behavior	h_sc03_relevance	repair_required	resulting_authority
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:8257	M0	M0 semantic/golden	"ource_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-COMPLEX-M0"",""operation"":""inherited_unchanged"",""source_case"":{""expected_bits"":42,""id"":""COMPLEX-M0"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M0""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHER"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:8343	M0	M0 semantic/golden	"LEX-M0"",""operation"":""inherited_unchanged"",""source_case"":{""expected_bits"":42,""id"":""COMPLEX-M0"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M0""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-COMPLEX-M1"",""operation"":""inherited_unchanged"",""source_"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:8412	M0	M0 semantic/golden	"ts"":42,""id"":""COMPLEX-M0"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M0""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-COMPLEX-M1"",""operation"":""inherited_unchanged"",""source_case"":{""expected_bits"":42,""id"":""COMPLEX-M1"",""input"":{""parameters"":32,"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:9902	M0	M0 semantic/golden	"ce_case"":{""expected"":{""class"":""M1"",""status"":""UNIQUE_MINIMUM""},""id"":""MINIMALITY"",""input"":{""M0"":""FAIL"",""M1"":""PASS"",""M2"":""PASS"",""complexity"":{""M1"":100,""M2"":120}},""operation"":""minimality""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-NONE"",""operation"":""inherited_unch"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:10176	M0	M0 semantic/golden	",""operation"":""inherited_unchanged"",""source_case"":{""expected"":""NONE"",""id"":""NONE"",""input"":{""M0-M5"":""all candidates assessable and inadequate""},""operation"":""NONE""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-NOT-ID"",""operation"":""inherited_unchanged"",""source_case"":{"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:10442	M0	M0 semantic/golden	"inherited_unchanged"",""source_case"":{""expected"":""NOT_IDENTIFIABLE"",""id"":""NOT-ID"",""input"":{""M0"":""FAIL"",""M1"":""NOT_ASSESSABLE"",""M2"":""PASS""},""operation"":""NOT_IDENTIFIABLE""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":""INHERITED_UNCHANGED"",""id"":""INHERITED-REACH"",""operation"":""inherited_unchanged"",""source_c"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:11559	M0	M0 semantic/golden	"ected"":""j-d85279815a36c30515b0be66387c99c3303fa09e"",""id"":""JOBID"",""input"":{""candidate_id"":""M0-iid-0"",""contract_version"":""G1_V2_EXECUTABLE_CONTRACT_V1"",""control_instance_id"":""DEV_M0_A/8000/0"",""dependencies"":[],""metric_id_or_null"":null,""replicate_or_null"":null,""scale_or_null"":null,""stage"":""FIT""},""operati"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:11646	M0_	M0 semantic/golden	""":""M0-iid-0"",""contract_version"":""G1_V2_EXECUTABLE_CONTRACT_V1"",""control_instance_id"":""DEV_M0_A/8000/0"",""dependencies"":[],""metric_id_or_null"":null,""replicate_or_null"":null,""scale_or_null"":null,""stage"":""FIT""},""operation"":""JobID""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":{""draws"":1,""emitted_hex"":""64"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:11861	outcome	M0 semantic/golden	"on"":""JobID""},""source_version"":""G1V2-GOLDEN-1""},{""expected"":{""draws"":1,""emitted_hex"":""64"",""outcome"":""d"",""state"":""INSIDE_TOKEN"",""status"":""OK""},""id"":""PF-SC01"",""input"":{""allowed"":[""a"",""b"",""c"",""d""],""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""u53"":0.9284866721098959,""weights"":[0.28,0.22,0.18,0.12,0.2]},""operation"":""ca"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:11965	outcome	M0 semantic/golden	"state"":""INSIDE_TOKEN"",""status"":""OK""},""id"":""PF-SC01"",""input"":{""allowed"":[""a"",""b"",""c"",""d""],""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""u53"":0.9284866721098959,""weights"":[0.28,0.22,0.18,0.12,0.2]},""operation"":""categorical"",""rng_trace"":[{""counters_after"":[0,0,0,1],""domain"":""g1v2/control/generate"",""draw_index"":0,""emi"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12322	outcome	M0 semantic/golden	"lected"":""d"",""state"":""BEFORE_TOKEN"",""u53"":""0.92848667210989588""}]},{""expected"":{""draws"":1,""outcome"":""a"",""status"":""OK""},""id"":""ORDER-01"",""input"":{""allowed"":[""a"",""b"",""c"",""d"",""<EOS>""],""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""u53"":0.1,""weights"":[0.28,0.22,0.18,0.12,0.2]},""operation"":""categorical""},{""expected"":{""dra"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12412	outcome	M0 semantic/golden	"outcome"":""a"",""status"":""OK""},""id"":""ORDER-01"",""input"":{""allowed"":[""a"",""b"",""c"",""d"",""<EOS>""],""outcomes"":[""a"",""b"",""c"",""d"",""<EOS>""],""u53"":0.1,""weights"":[0.28,0.22,0.18,0.12,0.2]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""a"",""status"":""OK""},""id"":""CAT-BELOW"",""input"":{""allowed"":[""a"",""b""],""outcomes"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12546	outcome	M0 semantic/golden	"1,""weights"":[0.28,0.22,0.18,0.12,0.2]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""a"",""status"":""OK""},""id"":""CAT-BELOW"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.49999999999999994,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""O"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12621	outcome	M0 semantic/golden	"d"":{""draws"":1,""outcome"":""a"",""status"":""OK""},""id"":""CAT-BELOW"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.49999999999999994,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-EXACT"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12739	outcome	M0 semantic/golden	"49999999999999994,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-EXACT"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.5,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-AB"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12814	outcome	M0 semantic/golden	"d"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-EXACT"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.5,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-ABOVE"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.500000000000"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12916	outcome	M0 semantic/golden	"a"",""b""],""u53"":0.5,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-ABOVE"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.5000000000000001,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":0,""outcome"":null,""status"":""G"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:12991	outcome	M0 semantic/golden	"d"":{""draws"":1,""outcome"":""b"",""status"":""OK""},""id"":""CAT-ABOVE"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""u53"":0.5000000000000001,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":0,""outcome"":null,""status"":""GENERATION_FAILURE""},""id"":""ZERO-MASS"",""input"":{""allowed"":[""a""],""outcomes"":["""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13108	outcome	M0 semantic/golden	".5000000000000001,""weights"":[0.5,0.5]},""operation"":""categorical""},{""expected"":{""draws"":0,""outcome"":null,""status"":""GENERATION_FAILURE""},""id"":""ZERO-MASS"",""input"":{""allowed"":[""a""],""outcomes"":[""a"",""<EOS>""],""u53"":0.2,""weights"":[0,1]},""operation"":""categorical""},{""expected"":{""draws"":1,""emitted_hex"":""efbfbd"",""outc"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13196	outcome	M0 semantic/golden	",""outcome"":null,""status"":""GENERATION_FAILURE""},""id"":""ZERO-MASS"",""input"":{""allowed"":[""a""],""outcomes"":[""a"",""<EOS>""],""u53"":0.2,""weights"":[0,1]},""operation"":""categorical""},{""expected"":{""draws"":1,""emitted_hex"":""efbfbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13321	outcome	M0 semantic/golden	"weights"":[0,1]},""operation"":""categorical""},{""expected"":{""draws"":1,""emitted_hex"":""efbfbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"","	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13332	UNK	M0 semantic/golden	",1]},""operation"":""categorical""},{""expected"":{""draws"":1,""emitted_hex"":""efbfbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13366	UNK	M0 semantic/golden	"expected"":{""draws"":1,""emitted_hex"":""efbfbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""a"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13393	UNK	M0 semantic/golden	"ed_hex"":""efbfbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outc"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13405	outcome	M0 semantic/golden	"fbd"",""outcome"":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"","""	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13418	UNK	M0 semantic/golden	""":""<UNK>"",""status"":""OK""},""id"":""SYMBOL-UNK"",""input"":{""allowed"":[""<UNK>"",""a""],""outcomes"":[""<UNK>"",""a"",""<EOS>""],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""unif"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13525	outcome	M0 semantic/golden	"],""u53"":0.2,""weights"":[0.5,0.25,0.25]},""operation"":""categorical""},{""expected"":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""uniforms"":[0.2,0.8,0.5],""weights"":[0.5,0.3,0.2]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""b"",""status"":"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13602	outcome	M0 semantic/golden	":{""draws"":3,""outcome"":""b"",""status"":""OK""},""id"":""RACE-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""uniforms"":[0.2,0.8,0.5],""weights"":[0.5,0.3,0.2]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""b"",""status"":""OK""},""id"":""RACE-U0"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""unifo"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13720	outcome	M0 semantic/golden	"forms"":[0.2,0.8,0.5],""weights"":[0.5,0.3,0.2]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""b"",""status"":""OK""},""id"":""RACE-U0"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""uniforms"":[0,0.5],""weights"":[0.5,0.5]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""c"",""status"":""OK""},""id"":""ALIAS-"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13793	outcome	M0 semantic/golden	"ted"":{""draws"":2,""outcome"":""b"",""status"":""OK""},""id"":""RACE-U0"",""input"":{""allowed"":[""a"",""b""],""outcomes"":[""a"",""b""],""uniforms"":[0,0.5],""weights"":[0.5,0.5]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""c"",""status"":""OK""},""id"":""ALIAS-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""u_column"":"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13897	outcome	M0 semantic/golden	",""b""],""uniforms"":[0,0.5],""weights"":[0.5,0.5]},""operation"":""race""},{""expected"":{""draws"":2,""outcome"":""c"",""status"":""OK""},""id"":""ALIAS-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""u_column"":0.8,""u_threshold"":0.4,""weights"":[0.5,0.3,0.2]},""operation"":""alias""},{""expected"":{""draws"":1,""outcome"":""s1"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:13975	outcome	M0 semantic/golden	"{""draws"":2,""outcome"":""c"",""status"":""OK""},""id"":""ALIAS-01"",""input"":{""allowed"":[""a"",""b"",""c""],""outcomes"":[""a"",""b"",""c""],""u_column"":0.8,""u_threshold"":0.4,""weights"":[0.5,0.3,0.2]},""operation"":""alias""},{""expected"":{""draws"":1,""outcome"":""s1"",""status"":""OK""},""id"":""CUM-01"",""input"":{""allowed"":[""s0"",""s1"",""s2""],""outcomes"":"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:14102	outcome	M0 semantic/golden	"8,""u_threshold"":0.4,""weights"":[0.5,0.3,0.2]},""operation"":""alias""},{""expected"":{""draws"":1,""outcome"":""s1"",""status"":""OK""},""id"":""CUM-01"",""input"":{""allowed"":[""s0"",""s1"",""s2""],""outcomes"":[""s0"",""s1"",""s2""],""u53"":0.6,""weights"":[0.6,0.3,0.1]},""operation"":""categorical""},{""expected"":{""next_draw_allowed"":true,""state"":""I"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:14182	outcome	M0 semantic/golden	"draws"":1,""outcome"":""s1"",""status"":""OK""},""id"":""CUM-01"",""input"":{""allowed"":[""s0"",""s1"",""s2""],""outcomes"":[""s0"",""s1"",""s2""],""u53"":0.6,""weights"":[0.6,0.3,0.1]},""operation"":""categorical""},{""expected"":{""next_draw_allowed"":true,""state"":""INSIDE_TOKEN""},""id"":""LEN-63"",""input"":{""glyphs"":63},""operation"":""length""},{""expect"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:15795	M0	M0 semantic/golden	":""serialize""},{""expected"":{""attempt_cap"":1024,""author"":""A"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""DIRECT_CDF""},""id"":""ROUTE-M0_GEN_A"",""input"":{""generator_id"":""M0_GEN_A""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""B"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""EX"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:15837	M0_	M0 semantic/golden	"024,""author"":""A"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""DIRECT_CDF""},""id"":""ROUTE-M0_GEN_A"",""input"":{""generator_id"":""M0_GEN_A""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""B"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""EXPONENTIAL_RACE""},""id"":""ROUTE-M0_GEN_B"",""inp"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:15872	M0_	M0 semantic/golden	":64,""model"":""M0"",""primitive"":""DIRECT_CDF""},""id"":""ROUTE-M0_GEN_A"",""input"":{""generator_id"":""M0_GEN_A""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""B"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""EXPONENTIAL_RACE""},""id"":""ROUTE-M0_GEN_B"",""input"":{""generator_id"":""M0_GEN_B""},""op"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:15988	M0	M0 semantic/golden	"ute_binding""},{""expected"":{""attempt_cap"":1024,""author"":""B"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""EXPONENTIAL_RACE""},""id"":""ROUTE-M0_GEN_B"",""input"":{""generator_id"":""M0_GEN_B""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""A"",""max_token_glyphs"":64,""model"":""M1"",""primitiv"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:16036	M0_	M0 semantic/golden	"uthor"":""B"",""max_token_glyphs"":64,""model"":""M0"",""primitive"":""EXPONENTIAL_RACE""},""id"":""ROUTE-M0_GEN_B"",""input"":{""generator_id"":""M0_GEN_B""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""A"",""max_token_glyphs"":64,""model"":""M1"",""primitive"":""DIRECT_CDF""},""id"":""ROUTE-M1_GEN_A"",""input"":{"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-g/G1V2_GENERATION_GOLDEN_SUITE_V1.json	143954667073a2c10f1bd59ce98b9c93dd84b50632bb67ea80d0d92449480acb	line:1:byte:16071	M0_	M0 semantic/golden	"odel"":""M0"",""primitive"":""EXPONENTIAL_RACE""},""id"":""ROUTE-M0_GEN_B"",""input"":{""generator_id"":""M0_GEN_B""},""operation"":""route_binding""},{""expected"":{""attempt_cap"":1024,""author"":""A"",""max_token_glyphs"":64,""model"":""M1"",""primitive"":""DIRECT_CDF""},""id"":""ROUTE-M1_GEN_A"",""input"":{""generator_id"":""M1_GEN_A""},""operatio"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
