pattern_type	length	pattern	token_type_count	token_frequency_count	productivity_class
PREFIX	4	chta	11	23	PRODUCTIVE
PREFIX	4	chtc	4	7	RARE
PREFIX	4	chte	8	11	RARE
PREFIX	4	chtl	1	2	RARE
PREFIX	4	chto	10	15	PRODUCTIVE
PREFIX	4	chts	2	2	RARE
PREFIX	4	chty	1	13	RARE
PREFIX	4	chxa	1	1	RARE
PREFIX	4	chyd	3	3	RARE
PREFIX	4	chyk	10	17	PRODUCTIVE
PREFIX	4	chyo	1	1	RARE
PREFIX	4	chyp	3	3	RARE
PREFIX	4	chyt	7	10	RARE
PREFIX	4	chzs	1	1	RARE
PREFIX	4	ckai	1	1	RARE
PREFIX	4	ckal	1	1	RARE
PREFIX	4	ckch	3	3	RARE
PREFIX	4	ckeo	1	1	RARE
PREFIX	4	ckey	1	1	RARE
PREFIX	4	ckha	6	15	RARE
PREFIX	4	ckhc	1	1	RARE
PREFIX	4	ckhd	2	5	RARE
PREFIX	4	ckhe	17	66	PRODUCTIVE
PREFIX	4	ckhh	4	6	RARE
PREFIX	4	ckho	18	52	PRODUCTIVE
PREFIX	4	ckhs	1	1	RARE
PREFIX	4	ckhy	3	38	RARE
PREFIX	4	ckoo	1	1	RARE
PREFIX	4	coai	1	1	RARE
PREFIX	4	cpar	1	1	RARE
PREFIX	4	cpch	1	1	RARE
PREFIX	4	cpee	1	1	RARE
PREFIX	4	cpha	7	16	RARE
PREFIX	4	cphc	1	1	RARE
PREFIX	4	cphd	1	1	RARE
PREFIX	4	cphe	21	48	PRODUCTIVE
PREFIX	4	cphh	1	1	RARE
PREFIX	4	cpho	22	44	PRODUCTIVE
PREFIX	4	cphy	2	13	RARE
PREFIX	4	cpor	1	1	RARE
PREFIX	4	ctch	2	3	RARE
PREFIX	4	ctec	1	1	RARE
PREFIX	4	ctee	1	1	RARE
PREFIX	4	ctes	1	1	RARE
PREFIX	4	ctey	1	1	RARE
PREFIX	4	ctha	11	49	PRODUCTIVE
PREFIX	4	cthd	3	9	RARE
PREFIX	4	cthe	20	119	PRODUCTIVE
PREFIX	4	cthh	4	8	RARE
PREFIX	4	cthi	1	1	RARE
PREFIX	4	cthl	1	1	RARE
PREFIX	4	ctho	37	183	PRODUCTIVE
PREFIX	4	cthr	1	1	RARE
PREFIX	4	cths	1	1	RARE
PREFIX	4	cthy	2	106	RARE
PREFIX	4	ctod	2	2	RARE
PREFIX	4	ctoi	1	1	RARE
PREFIX	4	ctos	1	2	RARE
PREFIX	4	ctse	1	1	RARE
PREFIX	4	daar	2	2	RARE
PREFIX	4	dack	1	1	RARE
PREFIX	4	dada	2	2	RARE
PREFIX	4	dady	1	2	RARE
PREFIX	4	dago	1	1	RARE
PREFIX	4	daic	2	2	RARE
PREFIX	4	daid	2	2	RARE
PREFIX	4	daig	1	2	RARE
PREFIX	4	daii	40	950	PRODUCTIVE
PREFIX	4	daik	2	2	RARE
PREFIX	4	dail	2	3	RARE
PREFIX	4	daim	3	13	RARE
PREFIX	4	dain	8	221	RARE
PREFIX	4	dair	22	145	PRODUCTIVE
PREFIX	4	dais	3	4	RARE
PREFIX	4	dait	1	1	RARE
PREFIX	4	dako	1	1	RARE
PREFIX	4	daky	1	2	RARE
PREFIX	4	dala	9	27	RARE
PREFIX	4	dalc	12	24	PRODUCTIVE
PREFIX	4	dald	8	32	RARE
PREFIX	4	dale	1	1	RARE
PREFIX	4	dalf	1	1	RARE
PREFIX	4	dalg	1	1	RARE
PREFIX	4	dalk	8	12	RARE
PREFIX	4	dalo	10	26	PRODUCTIVE
PREFIX	4	dals	7	20	RARE
PREFIX	4	dalt	2	2	RARE
PREFIX	4	daly	3	33	RARE
PREFIX	4	dama	2	2	RARE
PREFIX	4	damo	1	1	RARE
PREFIX	4	daor	1	1	RARE
PREFIX	4	dara	17	32	PRODUCTIVE
PREFIX	4	darc	9	10	RARE
PREFIX	4	dard	5	6	RARE
PREFIX	4	dare	1	1	RARE
PREFIX	4	dari	2	2	RARE
PREFIX	4	daro	12	19	PRODUCTIVE
PREFIX	4	dars	4	4	RARE
PREFIX	4	dary	1	23	RARE
PREFIX	4	dasa	2	2	RARE
PREFIX	4	dasc	1	1	RARE
PREFIX	4	dase	1	1	RARE
PREFIX	4	dasy	1	2	RARE
PREFIX	4	date	2	2	RARE
PREFIX	4	dayt	1	1	RARE
PREFIX	4	dcar	1	1	RARE
PREFIX	4	dcha	5	13	RARE
PREFIX	4	dchc	4	7	RARE
PREFIX	4	dchd	7	18	RARE
PREFIX	4	dche	47	125	PRODUCTIVE
PREFIX	4	dchg	1	1	RARE
PREFIX	4	dcho	19	82	PRODUCTIVE
PREFIX	4	dchs	5	5	RARE
PREFIX	4	dchy	6	35	RARE
PREFIX	4	dckh	1	1	RARE
PREFIX	4	dcky	1	1	RARE
PREFIX	4	dcth	1	1	RARE
PREFIX	4	ddal	1	1	RARE
PREFIX	4	ddar	2	2	RARE
PREFIX	4	ddla	1	1	RARE
PREFIX	4	ddor	1	2	RARE
PREFIX	4	ddss	1	1	RARE
PREFIX	4	deai	1	1	RARE
PREFIX	4	dect	1	1	RARE
PREFIX	4	dedy	1	2	RARE
PREFIX	4	deea	3	3	RARE
PREFIX	4	deed	2	6	RARE
PREFIX	4	deee	8	9	RARE
PREFIX	4	deeo	6	6	RARE
PREFIX	4	deey	1	6	RARE
PREFIX	4	defo	1	1	RARE
PREFIX	4	deod	1	1	RARE
PREFIX	4	deol	1	1	RARE
PREFIX	4	depc	1	1	RARE
PREFIX	4	dese	1	1	RARE
PREFIX	4	desh	2	2	RARE
PREFIX	4	desy	1	1	RARE
PREFIX	4	diii	1	1	RARE
PREFIX	4	dkai	3	3	RARE
PREFIX	4	dkal	1	1	RARE
PREFIX	4	dkar	1	1	RARE
PREFIX	4	dkch	2	2	RARE
PREFIX	4	dked	3	4	RARE
PREFIX	4	dkee	3	3	RARE
PREFIX	4	dkoc	1	1	RARE
PREFIX	4	dkol	1	1	RARE
PREFIX	4	dksh	3	4	RARE
PREFIX	4	dlai	1	1	RARE
PREFIX	4	dlal	1	1	RARE
PREFIX	4	dlar	1	2	RARE
PREFIX	4	dlch	2	3	RARE
PREFIX	4	dlka	1	1	RARE
PREFIX	4	dlls	1	1	RARE
PREFIX	4	dloc	1	1	RARE
PREFIX	4	dlod	1	1	RARE
PREFIX	4	dlos	1	1	RARE
PREFIX	4	dlsh	1	1	RARE
PREFIX	4	doai	2	3	RARE
PREFIX	4	doal	1	1	RARE
PREFIX	4	doar	1	1	RARE
PREFIX	4	docf	1	1	RARE
PREFIX	4	doch	2	2	RARE
PREFIX	4	dock	1	1	RARE
PREFIX	4	doct	1	1	RARE
PREFIX	4	doda	2	3	RARE
PREFIX	4	dodl	1	1	RARE
PREFIX	4	dody	2	8	RARE
PREFIX	4	doee	3	3	RARE
PREFIX	4	doef	1	1	RARE
PREFIX	4	doeo	1	1	RARE
PREFIX	4	doig	1	1	RARE
PREFIX	4	doii	3	22	RARE
PREFIX	4	doik	1	1	RARE
PREFIX	4	doir	1	1	RARE
PREFIX	4	doit	1	1	RARE
PREFIX	4	doka	2	3	RARE
PREFIX	4	doke	3	3	RARE
PREFIX	4	doko	1	1	RARE
PREFIX	4	doky	1	1	RARE
PREFIX	4	dola	5	5	RARE
PREFIX	4	dolc	8	10	RARE
PREFIX	4	dold	6	9	RARE
PREFIX	4	dole	2	2	RARE
PREFIX	4	dolf	1	1	RARE
PREFIX	4	dolk	5	5	RARE
PREFIX	4	dolo	4	6	RARE
PREFIX	4	dols	8	9	RARE
PREFIX	4	dolt	2	2	RARE
PREFIX	4	doly	1	6	RARE
PREFIX	4	dora	3	3	RARE
PREFIX	4	dorc	3	3	RARE
PREFIX	4	dork	1	1	RARE
PREFIX	4	dorl	1	1	RARE
PREFIX	4	doro	3	4	RARE
PREFIX	4	dors	1	1	RARE
PREFIX	4	dory	1	4	RARE
PREFIX	4	dosa	2	2	RARE
PREFIX	4	dosg	1	1	RARE
PREFIX	4	dote	2	3	RARE
PREFIX	4	doty	1	1	RARE
PREFIX	4	dpch	2	3	RARE
PREFIX	4	dsch	1	1	RARE
PREFIX	4	dsec	1	1	RARE
PREFIX	4	dsha	2	2	RARE
PREFIX	4	dshc	1	1	RARE
PREFIX	4	dshd	1	4	RARE
PREFIX	4	dshe	22	89	PRODUCTIVE
PREFIX	4	dsho	11	35	PRODUCTIVE
PREFIX	4	dshy	1	8	RARE
PREFIX	4	dtal	1	1	RARE
PREFIX	4	dtch	1	1	RARE
PREFIX	4	dted	2	2	RARE
PREFIX	4	dteo	1	1	RARE
PREFIX	4	dtos	1	1	RARE
PREFIX	4	dtsh	1	1	RARE
PREFIX	4	dxar	1	1	RARE
PREFIX	4	dyai	2	2	RARE
PREFIX	4	dych	4	5	RARE
PREFIX	4	dyck	1	1	RARE
PREFIX	4	dydy	3	5	RARE
PREFIX	4	dyee	1	1	RARE
PREFIX	4	dyfc	1	1	RARE
PREFIX	4	dyka	4	6	RARE
PREFIX	4	dykc	2	3	RARE
PREFIX	4	dyke	5	5	RARE
PREFIX	4	dyks	1	1	RARE
PREFIX	4	dyky	1	5	RARE
PREFIX	4	dylc	1	1	RARE
PREFIX	4	dyot	1	1	RARE
PREFIX	4	dypc	1	1	RARE
PREFIX	4	dyta	3	3	RARE
PREFIX	4	dytc	4	5	RARE
PREFIX	4	dyte	3	5	RARE
PREFIX	4	dyto	2	2	RARE
PREFIX	4	dyts	1	1	RARE
PREFIX	4	dyty	1	3	RARE
PREFIX	4	eais	1	1	RARE
PREFIX	4	eche	1	2	RARE
PREFIX	4	echk	1	1	RARE
PREFIX	4	eckh	1	1	RARE
PREFIX	4	eeal	1	1	RARE
PREFIX	4	eech	1	1	RARE
PREFIX	4	eeck	1	2	RARE
PREFIX	4	eect	1	1	RARE
PREFIX	4	eedo	2	2	RARE
PREFIX	4	eedy	1	5	RARE
PREFIX	4	eeea	1	1	RARE
PREFIX	4	eeed	4	10	RARE
PREFIX	4	eeek	1	1	RARE
PREFIX	4	eeeo	3	3	RARE
PREFIX	4	eeer	1	1	RARE
PREFIX	4	eees	3	10	RARE
PREFIX	4	eeet	1	1	RARE
PREFIX	4	eeey	2	5	RARE
PREFIX	4	eeis	1	1	RARE
PREFIX	4	eeka	1	1	RARE
PREFIX	4	eeoc	1	1	RARE
PREFIX	4	eeod	2	3	RARE
PREFIX	4	eeok	2	2	RARE
PREFIX	4	eeol	1	1	RARE
PREFIX	4	eeor	1	1	RARE
PREFIX	4	eeos	2	2	RARE
PREFIX	4	eery	1	1	RARE
PREFIX	4	eeso	1	1	RARE
PREFIX	4	eesy	2	2	RARE
PREFIX	4	eete	1	1	RARE
PREFIX	4	eeyk	1	1	RARE
PREFIX	4	efal	1	1	RARE
PREFIX	4	efch	1	1	RARE
PREFIX	4	ekar	1	1	RARE
PREFIX	4	ekch	1	1	RARE
PREFIX	4	eked	1	1	RARE
PREFIX	4	ekey	1	1	RARE
PREFIX	4	ekok	1	1	RARE
PREFIX	4	eksh	1	1	RARE
PREFIX	4	eoct	1	1	RARE
PREFIX	4	eoda	2	2	RARE
PREFIX	4	eoed	1	1	RARE
PREFIX	4	eoii	1	1	RARE
PREFIX	4	eoik	1	1	RARE
PREFIX	4	eoke	1	1	RARE
PREFIX	4	eold	1	1	RARE
PREFIX	4	eosa	1	1	RARE
PREFIX	4	epai	2	2	RARE
PREFIX	4	epal	1	1	RARE
PREFIX	4	epch	1	1	RARE
PREFIX	4	epho	1	1	RARE
PREFIX	4	esed	1	1	RARE
PREFIX	4	eses	1	1	RARE
PREFIX	4	esha	1	1	RARE
PREFIX	4	etai	1	2	RARE
PREFIX	4	etar	1	1	RARE
PREFIX	4	etch	3	3	RARE
PREFIX	4	eted	1	1	RARE
PREFIX	4	etee	2	2	RARE
PREFIX	4	ethe	1	1	RARE
PREFIX	4	etyd	1	1	RARE
PREFIX	4	eyke	1	1	RARE
PREFIX	4	fach	1	1	RARE
PREFIX	4	faii	2	2	RARE
PREFIX	4	faim	1	1	RARE
PREFIX	4	fair	1	1	RARE
PREFIX	4	fama	1	1	RARE
PREFIX	4	fara	1	1	RARE
PREFIX	4	fard	1	1	RARE
PREFIX	4	fary	1	1	RARE
PREFIX	4	fcha	2	2	RARE
PREFIX	4	fchc	1	1	RARE
PREFIX	4	fchd	4	6	RARE
PREFIX	4	fche	17	31	PRODUCTIVE
PREFIX	4	fcho	16	22	PRODUCTIVE
PREFIX	4	fdee	1	1	RARE
PREFIX	4	fdyk	1	1	RARE
PREFIX	4	foar	1	2	RARE
PREFIX	4	foch	1	1	RARE
PREFIX	4	foda	2	2	RARE
PREFIX	4	foee	1	1	RARE
PREFIX	4	foid	1	1	RARE
PREFIX	4	fola	1	1	RARE
PREFIX	4	folc	3	3	RARE
PREFIX	4	fold	2	2	RARE
PREFIX	4	folo	2	2	RARE
PREFIX	4	folr	1	1	RARE
PREFIX	4	fols	1	1	RARE
PREFIX	4	fsch	1	1	RARE
PREFIX	4	fshe	2	3	RARE
PREFIX	4	fsho	4	4	RARE
PREFIX	4	fshy	1	1	RARE
PREFIX	4	fych	1	1	RARE
PREFIX	4	fydy	1	1	RARE
PREFIX	4	fysh	1	1	RARE
PREFIX	4	giin	1	1	RARE
PREFIX	4	haii	1	1	RARE
PREFIX	4	hain	1	1	RARE
PREFIX	4	hdai	1	1	RARE
PREFIX	4	hdee	1	1	RARE
PREFIX	4	hear	1	1	RARE
PREFIX	4	hefc	1	1	RARE
PREFIX	4	heol	1	1	RARE
PREFIX	4	hhda	1	1	RARE
PREFIX	4	hhey	1	1	RARE
PREFIX	4	hhor	1	1	RARE
PREFIX	4	hkhy	1	1	RARE
PREFIX	4	hodo	1	1	RARE
PREFIX	4	hody	1	1	RARE
PREFIX	4	hoep	1	1	RARE
PREFIX	4	holc	1	1	RARE
PREFIX	4	holt	1	1	RARE
PREFIX	4	ihar	1	1	RARE
PREFIX	4	iiin	1	1	RARE
PREFIX	4	iira	1	1	RARE
PREFIX	4	iirc	1	1	RARE
PREFIX	4	ikhe	2	2	RARE
PREFIX	4	indy	1	1	RARE
PREFIX	4	ioke	1	1	RARE
PREFIX	4	itha	2	2	RARE
PREFIX	4	ithe	1	1	RARE
PREFIX	4	itho	1	1	RARE
PREFIX	4	ithy	1	1	RARE
PREFIX	4	jajy	1	1	RARE
PREFIX	4	jeii	1	1	RARE
PREFIX	4	kaic	1	1	RARE
PREFIX	4	kaii	7	89	RARE
PREFIX	4	kain	1	43	RARE
PREFIX	4	kaip	1	1	RARE
PREFIX	4	kair	4	16	RARE
PREFIX	4	kais	3	3	RARE
PREFIX	4	kait	1	1	RARE
PREFIX	4	kalc	2	3	RARE
PREFIX	4	kald	4	7	RARE
PREFIX	4	kalk	1	2	RARE
PREFIX	4	kalo	2	3	RARE
PREFIX	4	kaly	1	2	RARE
PREFIX	4	kamd	1	1	RARE
PREFIX	4	kaol	1	1	RARE
PREFIX	4	kara	5	5	RARE
PREFIX	4	karc	3	3	RARE
PREFIX	4	kard	2	2	RARE
PREFIX	4	karo	1	2	RARE
PREFIX	4	kary	1	5	RARE
PREFIX	4	kaso	1	1	RARE
PREFIX	4	kccs	1	1	RARE
PREFIX	4	kcha	7	11	RARE
PREFIX	4	kchd	6	27	RARE
PREFIX	4	kche	31	93	PRODUCTIVE
PREFIX	4	kchg	1	1	RARE
PREFIX	4	kchk	1	1	RARE
PREFIX	4	kcho	21	78	PRODUCTIVE
PREFIX	4	kchr	1	1	RARE
PREFIX	4	kchs	1	1	RARE
PREFIX	4	kchy	2	37	RARE
PREFIX	4	kdch	1	1	RARE
PREFIX	4	keai	1	1	RARE
PREFIX	4	keam	1	2	RARE
PREFIX	4	kech	7	18	RARE
PREFIX	4	keda	7	10	RARE
PREFIX	4	keds	1	1	RARE
PREFIX	4	kedy	2	49	RARE
PREFIX	4	keea	3	6	RARE
PREFIX	4	keec	2	5	RARE
PREFIX	4	keed	9	74	RARE
PREFIX	4	keee	10	26	PRODUCTIVE
PREFIX	4	keel	1	1	RARE
PREFIX	4	keem	1	1	RARE
PREFIX	4	keeo	17	62	PRODUCTIVE
PREFIX	4	keer	1	1	RARE
PREFIX	4	kees	4	5	RARE
PREFIX	4	keey	3	58	RARE
PREFIX	4	keis	1	1	RARE
PREFIX	4	keoc	1	1	RARE
PREFIX	4	keod	6	29	RARE
PREFIX	4	keok	1	1	RARE
PREFIX	4	keol	4	25	RARE
PREFIX	4	keom	1	1	RARE
PREFIX	4	keor	3	9	RARE
PREFIX	4	keos	1	1	RARE
PREFIX	4	keoy	1	2	RARE
PREFIX	4	kesd	1	1	RARE
PREFIX	4	kese	1	1	RARE
PREFIX	4	kesh	4	4	RARE
PREFIX	4	keso	1	1	RARE
PREFIX	4	khar	1	1	RARE
PREFIX	4	khey	1	1	RARE
PREFIX	4	kiin	1	1	RARE
PREFIX	4	koai	4	4	RARE
PREFIX	4	koar	1	1	RARE
PREFIX	4	koch	3	3	RARE
PREFIX	4	kock	1	1	RARE
PREFIX	4	koda	6	8	RARE
PREFIX	4	kodd	1	1	RARE
PREFIX	4	kode	1	1	RARE
PREFIX	4	kodl	1	1	RARE
PREFIX	4	kods	2	2	RARE
PREFIX	4	kody	1	7	RARE
PREFIX	4	koea	1	1	RARE
PREFIX	4	koee	3	3	RARE
PREFIX	4	koey	1	1	RARE
PREFIX	4	koii	1	5	RARE
PREFIX	4	koka	1	1	RARE
PREFIX	4	koky	1	1	RARE
PREFIX	4	kolc	6	6	RARE
PREFIX	4	kold	4	12	RARE
PREFIX	4	kole	1	1	RARE
PREFIX	4	kolf	1	1	RARE
PREFIX	4	kolk	3	3	RARE
PREFIX	4	kolo	1	1	RARE
PREFIX	4	kolp	1	1	RARE
PREFIX	4	kols	4	4	RARE
PREFIX	4	kolt	1	1	RARE
PREFIX	4	koly	1	2	RARE
PREFIX	4	kooi	1	2	RARE
PREFIX	4	kora	5	5	RARE
PREFIX	4	korc	1	3	RARE
PREFIX	4	koro	3	3	RARE
PREFIX	4	kory	1	1	RARE
PREFIX	4	kosa	1	1	RARE
PREFIX	4	kosh	3	4	RARE
PREFIX	4	kota	1	1	RARE
PREFIX	4	kotc	2	2	RARE
PREFIX	4	koto	1	1	RARE
PREFIX	4	ksam	1	1	RARE
PREFIX	4	ksea	1	1	RARE
PREFIX	4	ksha	4	5	RARE
PREFIX	4	kshd	4	8	RARE
PREFIX	4	kshe	11	32	PRODUCTIVE
PREFIX	4	ksho	8	18	RARE
PREFIX	4	kshy	1	7	RARE
PREFIX	4	ksor	1	1	RARE
PREFIX	4	kyda	2	2	RARE
PREFIX	4	kyty	1	1	RARE
PREFIX	4	laii	2	16	RARE
PREFIX	4	lain	2	5	RARE
PREFIX	4	lair	1	1	RARE
PREFIX	4	lald	1	1	RARE
PREFIX	4	laly	1	1	RARE
PREFIX	4	lara	1	1	RARE
PREFIX	4	laro	1	1	RARE
PREFIX	4	lash	1	1	RARE
PREFIX	4	lcha	5	12	RARE
PREFIX	4	lchc	2	2	RARE
PREFIX	4	lchd	5	24	RARE
PREFIX	4	lche	33	240	PRODUCTIVE
PREFIX	4	lchg	1	2	RARE
PREFIX	4	lchi	1	1	RARE
PREFIX	4	lchl	1	2	RARE
PREFIX	4	lcho	7	19	RARE
PREFIX	4	lchp	1	1	RARE
PREFIX	4	lchr	1	1	RARE
PREFIX	4	lchs	2	3	RARE
PREFIX	4	lchy	1	9	RARE
PREFIX	4	ldai	3	7	RARE
PREFIX	4	ldal	3	3	RARE
PREFIX	4	ldam	1	1	RARE
PREFIX	4	ldar	1	5	RARE
PREFIX	4	ldch	1	1	RARE
PREFIX	4	ldol	1	2	RARE
PREFIX	4	ldyr	1	1	RARE
PREFIX	4	leec	1	1	RARE
PREFIX	4	leed	2	2	RARE
PREFIX	4	leee	1	1	RARE
PREFIX	4	lfar	1	1	RARE
PREFIX	4	lfch	6	8	RARE
PREFIX	4	lfol	1	1	RARE
PREFIX	4	lkai	5	90	RARE
PREFIX	4	lkal	3	7	RARE
PREFIX	4	lkam	2	6	RARE
PREFIX	4	lkan	1	1	RARE
PREFIX	4	lkar	2	32	RARE
PREFIX	4	lkch	13	39	PRODUCTIVE
PREFIX	4	lkea	5	5	RARE
PREFIX	4	lkec	7	9	RARE
PREFIX	4	lked	9	37	RARE
PREFIX	4	lkee	25	119	PRODUCTIVE
PREFIX	4	lkeo	8	17	RARE
PREFIX	4	lkes	2	2	RARE
PREFIX	4	lkey	1	7	RARE
PREFIX	4	lklc	2	2	RARE
PREFIX	4	lkld	2	2	RARE
PREFIX	4	lklo	1	1	RARE
PREFIX	4	lkod	2	2	RARE
PREFIX	4	lkol	1	4	RARE
PREFIX	4	lkor	1	3	RARE
PREFIX	4	lksh	5	9	RARE
PREFIX	4	llai	1	1	RARE
PREFIX	4	llch	2	2	RARE
PREFIX	4	llda	1	1	RARE
PREFIX	4	lldy	1	2	RARE
PREFIX	4	llod	1	1	RARE
PREFIX	4	llor	2	2	RARE
PREFIX	4	llsa	1	1	RARE
PREFIX	4	loai	1	1	RARE
PREFIX	4	loar	2	2	RARE
PREFIX	4	loch	2	2	RARE
PREFIX	4	loda	4	7	RARE
PREFIX	4	lody	1	3	RARE
PREFIX	4	loed	1	1	RARE
PREFIX	4	loee	4	5	RARE
PREFIX	4	loet	1	1	RARE
PREFIX	4	loho	1	1	RARE
PREFIX	4	loii	3	7	RARE
PREFIX	4	loka	4	5	RARE
PREFIX	4	loke	4	6	RARE
PREFIX	4	lola	1	1	RARE
PREFIX	4	lolc	2	2	RARE
PREFIX	4	lold	2	3	RARE
PREFIX	4	lolk	3	3	RARE
PREFIX	4	lolo	3	3	RARE
PREFIX	4	lols	2	2	RARE
PREFIX	4	loly	1	6	RARE
PREFIX	4	looi	1	1	RARE
PREFIX	4	lora	5	5	RARE
PREFIX	4	loro	1	1	RARE
PREFIX	4	lory	1	1	RARE
PREFIX	4	losa	2	2	RARE
PREFIX	4	lota	2	2	RARE
PREFIX	4	lote	1	1	RARE
PREFIX	4	loto	1	1	RARE
PREFIX	4	loty	1	4	RARE
PREFIX	4	lpai	3	3	RARE
PREFIX	4	lpar	1	1	RARE
PREFIX	4	lpch	7	13	RARE
PREFIX	4	lpyc	1	1	RARE
PREFIX	4	lrai	1	1	RARE
PREFIX	4	lral	1	1	RARE
PREFIX	4	lray	1	1	RARE
PREFIX	4	lror	1	1	RARE
PREFIX	4	lsai	2	2	RARE
PREFIX	4	lsan	1	1	RARE
PREFIX	4	lsee	1	1	RARE
PREFIX	4	lsha	3	3	RARE
PREFIX	4	lshc	2	2	RARE
PREFIX	4	lshd	3	5	RARE
PREFIX	4	lshe	22	94	PRODUCTIVE
PREFIX	4	lshl	1	1	RARE
PREFIX	4	lsho	6	8	RARE
PREFIX	4	lshy	1	3	RARE
PREFIX	4	ltai	2	3	RARE
PREFIX	4	ltal	2	4	RARE
PREFIX	4	ltam	1	1	RARE
PREFIX	4	ltar	2	2	RARE
PREFIX	4	ltch	5	5	RARE
PREFIX	4	ltea	1	1	RARE
PREFIX	4	lted	1	5	RARE
PREFIX	4	ltee	3	9	RARE
PREFIX	4	ltsh	1	1	RARE
PREFIX	4	lxor	1	1	RARE
PREFIX	4	oaii	4	31	RARE
PREFIX	4	oain	1	11	RARE
PREFIX	4	oair	2	5	RARE
PREFIX	4	oalc	2	2	RARE
PREFIX	4	oald	2	2	RARE
PREFIX	4	oall	1	1	RARE
PREFIX	4	oaor	1	1	RARE
PREFIX	4	oara	3	4	RARE
PREFIX	4	oaro	2	2	RARE
PREFIX	4	ocfh	4	5	RARE
PREFIX	4	ocha	4	4	RARE
PREFIX	4	ochd	2	2	RARE
PREFIX	4	oche	17	35	PRODUCTIVE
PREFIX	4	ochk	1	1	RARE
PREFIX	4	ocho	14	27	PRODUCTIVE
PREFIX	4	ochs	1	2	RARE
PREFIX	4	ochy	1	5	RARE
PREFIX	4	ocka	1	1	RARE
PREFIX	4	ocke	2	2	RARE
PREFIX	4	ockh	14	42	PRODUCTIVE
PREFIX	4	ocki	1	1	RARE
PREFIX	4	ocko	1	1	RARE
PREFIX	4	ocph	7	9	RARE
PREFIX	4	ocpo	1	1	RARE
PREFIX	4	octh	21	43	PRODUCTIVE
PREFIX	4	octy	1	1	RARE
PREFIX	4	odae	1	1	RARE
PREFIX	4	odai	11	103	PRODUCTIVE
PREFIX	4	odal	5	24	RARE
PREFIX	4	odam	1	7	RARE
PREFIX	4	odan	1	2	RARE
PREFIX	4	odar	3	26	RARE
PREFIX	4	odas	1	2	RARE
PREFIX	4	odch	7	7	RARE
PREFIX	4	odee	10	13	PRODUCTIVE
PREFIX	4	odeo	1	1	RARE
PREFIX	4	odiy	1	1	RARE
PREFIX	4	odol	1	2	RARE
PREFIX	4	odor	2	9	RARE
PREFIX	4	odos	1	1	RARE
PREFIX	4	odsh	3	3	RARE
PREFIX	4	odyd	1	1	RARE
PREFIX	4	odys	1	1	RARE
PREFIX	4	oeai	2	2	RARE
PREFIX	4	oeal	1	1	RARE
PREFIX	4	oear	1	1	RARE
PREFIX	4	oech	2	2	RARE
PREFIX	4	oeck	1	1	RARE
PREFIX	4	oeda	3	3	RARE
PREFIX	4	oedy	1	3	RARE
PREFIX	4	oeea	3	7	RARE
PREFIX	4	oeec	1	1	RARE
PREFIX	4	oeed	4	12	RARE
PREFIX	4	oeee	16	28	PRODUCTIVE
PREFIX	4	oeeo	10	16	PRODUCTIVE
PREFIX	4	oeep	1	1	RARE
PREFIX	4	oees	7	18	RARE
PREFIX	4	oeey	1	7	RARE
PREFIX	4	oeka	4	6	RARE
PREFIX	4	oekc	1	1	RARE
PREFIX	4	oeke	6	9	RARE
PREFIX	4	oeko	1	1	RARE
PREFIX	4	oeks	2	2	RARE
PREFIX	4	oeky	1	1	RARE
PREFIX	4	oeoa	1	1	RARE
PREFIX	4	oeol	3	3	RARE
PREFIX	4	oeor	1	1	RARE
PREFIX	4	oeos	1	1	RARE
PREFIX	4	oepc	3	3	RARE
PREFIX	4	oesa	1	1	RARE
PREFIX	4	oese	1	1	RARE
PREFIX	4	oeta	1	1	RARE
PREFIX	4	oete	3	4	RARE
PREFIX	4	ofad	1	1	RARE
PREFIX	4	ofai	5	8	RARE
PREFIX	4	ofak	1	1	RARE
PREFIX	4	ofal	6	8	RARE
PREFIX	4	ofar	8	15	RARE
PREFIX	4	ofas	1	1	RARE
PREFIX	4	ofch	26	43	PRODUCTIVE
PREFIX	4	ofda	1	1	RARE
PREFIX	4	ofdo	1	1	RARE
PREFIX	4	ofee	1	1	RARE
PREFIX	4	ofod	1	1	RARE
PREFIX	4	ofoi	1	1	RARE
PREFIX	4	ofol	3	3	RARE
PREFIX	4	ofor	3	3	RARE
PREFIX	4	ofsh	3	3	RARE
PREFIX	4	ofyd	1	1	RARE
PREFIX	4	ofys	1	1	RARE
PREFIX	4	ogom	1	1	RARE
PREFIX	4	oheo	1	1	RARE
PREFIX	4	ohep	1	1	RARE
PREFIX	4	ohes	1	1	RARE
PREFIX	4	oida	1	1	RARE
PREFIX	4	oiee	1	1	RARE
PREFIX	4	oifh	1	1	RARE
PREFIX	4	oiii	3	16	RARE
PREFIX	4	oiil	1	1	RARE
PREFIX	4	oiin	5	42	RARE
PREFIX	4	oiir	1	7	RARE
PREFIX	4	oikh	1	3	RARE
PREFIX	4	oino	1	1	RARE
PREFIX	4	oith	1	2	RARE
PREFIX	4	okac	1	1	RARE
PREFIX	4	okad	2	3	RARE
PREFIX	4	okae	1	1	RARE
PREFIX	4	okag	1	1	RARE
PREFIX	4	okai	22	411	PRODUCTIVE
PREFIX	4	okal	32	237	PRODUCTIVE
PREFIX	4	okam	1	33	RARE
PREFIX	4	okan	1	7	RARE
PREFIX	4	okao	2	2	RARE
