context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
okedy otar	chkeey	1	1	1	1	146	0.006849315068	0.9931506849	OBSERVED
okedy oteal	lkedal	1	1	1	1	5	0.2	0.8	OBSERVED
okedy otedal	lkedeed	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okedy otedy	okedal	1	4	0.25	1	149	0.006711409396	0.2432885906	OBSERVED
okedy otedy	okedy	1	4	0.25	5	149	0.03355704698	0.216442953	OBSERVED
okedy otedy	otal	1	4	0.25	2	149	0.01342281879	0.2365771812	OBSERVED
okedy otedy	ram	1	4	0.25	1	149	0.006711409396	0.2432885906	OBSERVED
okedy pchedy	opamdy	1	1	1	1	35	0.02857142857	0.9714285714	OBSERVED
okedy q	145	1	1	1	2	12	0.1666666667	0.8333333333	OBSERVED
okedy qek	y	1	1	1	1	1	1	0	OBSERVED
okedy qo	l	1	1	1	4	53	0.07547169811	0.9245283019	OBSERVED
okedy qokaiin	cheodar	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
okedy qokal	saiin	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
okedy qokchedy	chedy	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
okedy qokedal	shedy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okedy qokedy	dal	1	6	0.1666666667	7	266	0.02631578947	0.1403508772	OBSERVED
okedy qokedy	okedam	1	6	0.1666666667	1	266	0.003759398496	0.1629072682	OBSERVED
okedy qokedy	otedy	1	6	0.1666666667	7	266	0.02631578947	0.1403508772	OBSERVED
okedy qokedy	qokal	1	6	0.1666666667	5	266	0.01879699248	0.1478696742	OBSERVED
okedy qokedy	qokeedy	1	6	0.1666666667	15	266	0.05639097744	0.1102756892	OBSERVED
okedy qokedy	qol	1	6	0.1666666667	3	266	0.01127819549	0.1553884712	OBSERVED
okedy qokeed	qokedy	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okedy qokeedy	okeedy	1	2	0.5	4	303	0.01320132013	0.4867986799	OBSERVED
okedy qokeedy	qokal	1	2	0.5	7	303	0.02310231023	0.4768976898	OBSERVED
okedy qokeey	okey	1	2	0.5	2	296	0.006756756757	0.4932432432	OBSERVED
okedy qokeey	shoky	1	2	0.5	1	296	0.003378378378	0.4966216216	OBSERVED
okedy qokeody	qoain	1	1	1	1	32	0.03125	0.96875	OBSERVED
okedy qoky	chedy	1	3	0.3333333333	6	117	0.05128205128	0.2820512821	OBSERVED
okedy qoky	okchdy	1	3	0.3333333333	1	117	0.008547008547	0.3247863248	OBSERVED
okedy qoky	pchedy	1	3	0.3333333333	1	117	0.008547008547	0.3247863248	OBSERVED
okedy qopchedy	dalkedy	1	2	0.5	1	29	0.03448275862	0.4655172414	OBSERVED
okedy qopchedy	okeolkey	1	2	0.5	1	29	0.03448275862	0.4655172414	OBSERVED
okedy qotal	chdy	1	2	0.5	1	54	0.01851851852	0.4814814815	OBSERVED
okedy qotal	sholkeedy	1	2	0.5	1	54	0.01851851852	0.4814814815	OBSERVED
okedy r	kchdy	1	1	1	1	161	0.006211180124	0.9937888199	OBSERVED
okedy san	ol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okedy sarol	oty	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okedy shckhy	chckhy	1	1	1	1	60	0.01666666667	0.9833333333	OBSERVED
okedy shedy	dy	1	1	1	3	412	0.007281553398	0.9927184466	OBSERVED
okedy sheey	chedaiin	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
okedy sheos	okeeor	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
okedy shky	qotedy	1	1	1	1	10	0.1	0.9	OBSERVED
okedy tedyol	sheedy	1	1	1	1	1	1	0	OBSERVED
okedy yfchedy	tedy	1	1	1	1	1	1	0	OBSERVED
okedy ykaiin	chey	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
okedy ykeeody	choy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
okee s	ar	1	1	1	20	311	0.06430868167	0.9356913183	OBSERVED
okeea r	l	1	1	1	1	161	0.006211180124	0.9937888199	OBSERVED
okeea s	chor	1	1	1	2	311	0.006430868167	0.9935691318	OBSERVED
okeeaiin daiin	ckhey	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
okeeal o	teedy	1	1	1	1	207	0.004830917874	0.9951690821	OBSERVED
okeear aithy	daiin	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeear ar	alekeey	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
okeear oteody	arar	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
okeeas aiin	oteey	1	1	1	4	469	0.008528784648	0.9914712154	OBSERVED
okeechy okol	sheeo	1	1	1	1	68	0.01470588235	0.9852941176	OBSERVED
okeechy qoiiin	oteey	1	1	1	1	4	0.25	0.75	OBSERVED
okeed ail	kchey	1	1	1	1	5	0.2	0.8	OBSERVED
okeedain otain	oolals	1	1	1	1	87	0.01149425287	0.9885057471	OBSERVED
okeedaky qoteiir	shedy	1	1	1	1	1	1	0	OBSERVED
okeedal dar	otal	1	1	1	1	277	0.003610108303	0.9963898917	OBSERVED
okeedal lkain	chol	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
okeedal okeol	lkeey	1	1	1	1	57	0.01754385965	0.9824561404	OBSERVED
okeedal qoked	qokeey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeedaly cheeoekey	ykeedcr	1	1	1	1	1	1	0	OBSERVED
okeedaly cholainy	okedy	1	1	1	1	1	1	0	OBSERVED
okeedar shchy	okol	1	1	1	1	2	0.5	0.5	OBSERVED
okeedar shes	aiin	1	1	1	2	13	0.1538461538	0.8461538462	OBSERVED
okeedchsy qokeedy	chetedar	1	1	1	1	303	0.003300330033	0.99669967	OBSERVED
okeeddl sheokedy	qokedy	1	1	1	1	1	1	0	OBSERVED
okeedey sal	aiin	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
okeedy chal	raiin	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
okeedy chdykchedy	chey	1	1	1	1	1	1	0	OBSERVED
okeedy checkhy	chdy	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
okeedy chedal	okar	1	2	0.5	1	25	0.04	0.46	OBSERVED
okeedy chedal	olkey	1	2	0.5	1	25	0.04	0.46	OBSERVED
okeedy chedy	okedy	1	3	0.3333333333	4	472	0.008474576271	0.3248587571	OBSERVED
okeedy chedy	olkeedy	1	3	0.3333333333	1	472	0.002118644068	0.3312146893	OBSERVED
okeedy chedy	qotain	1	3	0.3333333333	6	472	0.01271186441	0.3206214689	OBSERVED
okeedy cheedar	okedy	1	1	1	1	5	0.2	0.8	OBSERVED
okeedy cheockhy	ar	1	1	1	1	10	0.1	0.9	OBSERVED
okeedy chokor	sheedy	1	1	1	1	4	0.25	0.75	OBSERVED
okeedy chotal	chol	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeedy daiin	chedaiin	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
okeedy dcheeky	daldy	1	1	1	1	1	1	0	OBSERVED
okeedy dchschy	sotchdy	1	1	1	1	1	1	0	OBSERVED
okeedy kaiin	aiin	1	1	1	1	75	0.01333333333	0.9866666667	OBSERVED
okeedy keedar	otear	1	1	1	1	1	1	0	OBSERVED
okeedy ldaiin	checkhey	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy lkal	daiin	1	1	1	1	4	0.25	0.75	OBSERVED
okeedy lkeedar	sheopchy	1	1	1	1	1	1	0	OBSERVED
okeedy lkeedy	aiin	1	2	0.5	1	34	0.02941176471	0.4705882353	OBSERVED
okeedy lkeedy	lkedar	1	2	0.5	1	34	0.02941176471	0.4705882353	OBSERVED
okeedy okchdy	otar	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
okeedy okedyted	otam	1	1	1	1	1	1	0	OBSERVED
okeedy okeedy	chedal	1	1	1	2	99	0.0202020202	0.9797979798	OBSERVED
okeedy okey	shedy	1	1	1	1	60	0.01666666667	0.9833333333	OBSERVED
okeedy ol	shedy	1	1	1	24	521	0.04606525912	0.9539347409	OBSERVED
okeedy olkain	olchey	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
okeedy olkeeody	lkaiin	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeedy olor	okeedy	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
okeedy olshed	opshed	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy or	chesy	1	1	1	1	375	0.002666666667	0.9973333333	OBSERVED
okeedy otedy	okshedy	1	3	0.3333333333	1	149	0.006711409396	0.3266219239	OBSERVED
okeedy otedy	qokedy	1	3	0.3333333333	6	149	0.04026845638	0.293064877	OBSERVED
okeedy otedy	shedy	1	3	0.3333333333	6	149	0.04026845638	0.293064877	OBSERVED
okeedy oteedy	qokeedy	1	1	1	4	98	0.04081632653	0.9591836735	OBSERVED
okeedy oteeey	qokeey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeedy oteeody	qokedy	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
okeedy oteodaiin	ychsy	1	1	1	1	8	0.125	0.875	OBSERVED
okeedy otey	dal	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
okeedy qoaiin	okeody	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
okeedy qochy	as	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy qoeeedy	chckhey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeedy qokain	chl	1	2	0.5	2	269	0.007434944238	0.4925650558	OBSERVED
okeedy qokain	shckhy	1	2	0.5	3	269	0.01115241636	0.4888475836	OBSERVED
okeedy qokal	dym	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
okeedy qokcheey	rchedy	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy qokedy	qokeedy	1	1	1	15	266	0.05639097744	0.9436090226	OBSERVED
okeedy qokeear	al	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy qokeed	qokeey	1	1	1	2	18	0.1111111111	0.8888888889	OBSERVED
okeedy qokeedy	checkhy	1	7	0.1428571429	2	303	0.006600660066	0.1362564828	OBSERVED
okeedy qokeedy	okeeom	1	7	0.1428571429	1	303	0.003300330033	0.1395568128	OBSERVED
okeedy qokeedy	okeey	1	7	0.1428571429	5	303	0.01650165017	0.1263554927	OBSERVED
okeedy qokeedy	olkeedy	1	7	0.1428571429	4	303	0.01320132013	0.1296558227	OBSERVED
okeedy qokeedy	qokeey	1	7	0.1428571429	9	303	0.0297029703	0.1131541726	OBSERVED
okeedy qokeedy	qoky	1	7	0.1428571429	4	303	0.01320132013	0.1296558227	OBSERVED
okeedy qokeedy	ror	1	7	0.1428571429	1	303	0.003300330033	0.1395568128	OBSERVED
okeedy qokees	s	1	1	1	1	8	0.125	0.875	OBSERVED
okeedy qokeey	l	1	2	0.5	3	296	0.01013513514	0.4898648649	OBSERVED
okeedy qokeey	qokain	1	2	0.5	4	296	0.01351351351	0.4864864865	OBSERVED
okeedy qokey	ly	1	2	0.5	1	101	0.009900990099	0.4900990099	OBSERVED
okeedy qokey	qokeedy	1	2	0.5	2	101	0.0198019802	0.4801980198	OBSERVED
okeedy qokshey	otaiin	1	1	1	1	8	0.125	0.875	OBSERVED
okeedy qoky	dar	1	2	0.5	3	117	0.02564102564	0.4743589744	OBSERVED
okeedy qoky	kar	1	2	0.5	1	117	0.008547008547	0.4914529915	OBSERVED
okeedy qolkchey	r	1	1	1	1	1	1	0	OBSERVED
okeedy qotal	chody	1	1	1	1	54	0.01851851852	0.9814814815	OBSERVED
okeedy qotedy	rorarol	1	1	1	1	84	0.0119047619	0.9880952381	OBSERVED
okeedy qoteedy	qeey	1	1	1	1	73	0.01369863014	0.9863013699	OBSERVED
okeedy s	ar	1	1	1	20	311	0.06430868167	0.9356913183	OBSERVED
okeedy saiin	okeedy	1	1	1	1	117	0.008547008547	0.9914529915	OBSERVED
okeedy saly	ar	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy shedy	qokeey	1	2	0.5	13	412	0.03155339806	0.4684466019	OBSERVED
okeedy shedy	qoky	1	2	0.5	8	412	0.01941747573	0.4805825243	OBSERVED
okeedy sheety	qoteedy	1	1	1	1	8	0.125	0.875	OBSERVED
okeedy shekeey	ykey	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeedy sheoltey	cheor	1	1	1	1	2	0.5	0.5	OBSERVED
okeedy shey	qokedy	1	1	1	4	265	0.01509433962	0.9849056604	OBSERVED
okeedykey lkedy	qokedy	1	1	1	1	25	0.04	0.96	OBSERVED
okeedyqol dain	olchey	1	1	1	1	187	0.005347593583	0.9946524064	OBSERVED
okeeedy alair	akcheey	1	1	1	1	2	0.5	0.5	OBSERVED
okeeedy chedol	chdaiin	1	1	1	1	4	0.25	0.75	OBSERVED
okeeedy okain	chedy	1	1	1	5	128	0.0390625	0.9609375	OBSERVED
okeeedy oky	chy	1	1	1	1	74	0.01351351351	0.9864864865	OBSERVED
okeeedy otaiin	cheekey	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
okeeedy qoteedy	chedy	1	1	1	2	73	0.02739726027	0.9726027397	OBSERVED
okeeedy tshedy	qokeedy	1	1	1	1	10	0.1	0.9	OBSERVED
okeeees ykees	al	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeeeey ofchedy	qokaiin	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeeeo or	chl	1	1	1	1	375	0.002666666667	0.9973333333	OBSERVED
okeeeody ls	ar	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeeeol cheas	sheokeey	1	1	1	1	2	0.5	0.5	OBSERVED
okeeeosaiin chl	chedar	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
okeees aiin	okeey	1	1	1	5	469	0.01066098081	0.9893390192	OBSERVED
okeees air	am	1	1	1	4	80	0.05	0.95	OBSERVED
okeeesy chey	shorchey	1	1	1	1	333	0.003003003003	0.996996997	OBSERVED
okeeey as	cheey	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
okeeey chdaiin	otedy	1	1	1	2	17	0.1176470588	0.8823529412	OBSERVED
okeeey cheey	ches	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
okeeey cheo	qotecheor	1	1	1	1	79	0.01265822785	0.9873417722	OBSERVED
okeeey cheodaiin	aldy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
okeeey chkaiin	ol	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeeey dal	aiin	1	1	1	1	193	0.00518134715	0.9948186528	OBSERVED
okeeey keey	keear	1	1	1	1	53	0.01886792453	0.9811320755	OBSERVED
okeeey lchedy	lkeain	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
okeeey lkchey	lcho	1	1	1	1	8	0.125	0.875	OBSERVED
okeeey okeedaly	cholainy	1	1	1	1	2	0.5	0.5	OBSERVED
okeeey oqoeeol	cheol	1	1	1	1	1	1	0	OBSERVED
okeeey otar	am	1	1	1	3	146	0.02054794521	0.9794520548	OBSERVED
okeeey paiin	ar	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeeey qokaiin	checkhy	1	1	1	4	253	0.01581027668	0.9841897233	OBSERVED
okeeey qokeeey	okeey	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
okeeey qokeody	chockhey	1	1	1	1	32	0.03125	0.96875	OBSERVED
okeeey qoodain	okain	1	1	1	1	1	1	0	OBSERVED
okeeey raiin	airal	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
okeeey s	aiin	1	1	1	60	311	0.192926045	0.807073955	OBSERVED
okeeey sheokaiin	cheoky	1	1	1	1	2	0.5	0.5	OBSERVED
okeeey sol	okaly	1	1	1	1	65	0.01538461538	0.9846153846	OBSERVED
okeeeykeey dl	ld	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
okeem cheor	qokain	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
okeeo chr	al	1	1	1	2	7	0.2857142857	0.7142857143	OBSERVED
okeeo dal	cheody	1	2	0.5	2	193	0.0103626943	0.4896373057	OBSERVED
okeeo dal	okar	1	2	0.5	1	193	0.00518134715	0.4948186528	OBSERVED
okeeo kaiin	lkeeey	1	1	1	1	75	0.01333333333	0.9866666667	OBSERVED
okeeo l	cheey	1	6	0.1666666667	2	185	0.01081081081	0.1558558559	OBSERVED
okeeo l	kaiin	1	6	0.1666666667	4	185	0.02162162162	0.145045045	OBSERVED
okeeo l	keeo	1	6	0.1666666667	1	185	0.005405405405	0.1612612613	OBSERVED
okeeo l	lainal	1	6	0.1666666667	1	185	0.005405405405	0.1612612613	OBSERVED
okeeo l	lchey	1	6	0.1666666667	1	185	0.005405405405	0.1612612613	OBSERVED
okeeo l	otain	1	6	0.1666666667	2	185	0.01081081081	0.1558558559	OBSERVED
okeeo lal	kchg	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeeo lkaiin	aiin	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
okeeo lkeey	lkeey	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
okeeo okchor	oteedy	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeeo olchedy	lchedy	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
okeeo otaiin	chedar	1	1	1	2	142	0.01408450704	0.985915493	OBSERVED
okeeo s	cheody	1	1	1	1	311	0.003215434084	0.9967845659	OBSERVED
okeeocthy okar	ar	1	1	1	12	132	0.09090909091	0.9090909091	OBSERVED
okeeod l	o	1	1	1	3	185	0.01621621622	0.9837837838	OBSERVED
okeeodaiin saii	dairal	1	1	1	1	2	0.5	0.5	OBSERVED
okeeodaiin ytol	sor	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okeeodair oteey	lkeey	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeeodar qokain	olol	1	1	1	2	269	0.007434944238	0.9925650558	OBSERVED
okeeody chodaiin	cthy	1	1	1	2	41	0.0487804878	0.9512195122	OBSERVED
okeeody chteody	cheody	1	1	1	1	1	1	0	OBSERVED
okeeody okaiin	otaiin	1	1	1	7	198	0.03535353535	0.9646464646	OBSERVED
okeeody okeey	doiir	1	1	1	1	177	0.005649717514	0.9943502825	OBSERVED
okeeody okeeyteedy	odaiin	1	1	1	1	1	1	0	OBSERVED
okeeody opar	okor	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
okeeody oteey	chekea	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
okeeody oteos	aiin	1	1	1	5	25	0.2	0.8	OBSERVED
okeeody qoaiin	ytaiin	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
okeeody qodam	chdy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeeody qoedy	ol	1	1	1	1	5	0.2	0.8	OBSERVED
okeeody qokoaiin	odain	1	1	1	1	2	0.5	0.5	OBSERVED
okeeody rcheodal	chokeey	1	1	1	1	1	1	0	OBSERVED
okeeody sho	ykeod	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
okeeody sy	olcheey	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeeol cheeor	chocthar	1	1	1	1	16	0.0625	0.9375	OBSERVED
okeeol cheo	o	1	1	1	1	79	0.01265822785	0.9873417722	OBSERVED
okeeol cheols	al	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeeol chey	otey	1	1	1	1	333	0.003003003003	0.996996997	OBSERVED
okeeol chodaiin	okeol	1	1	1	1	41	0.0243902439	0.9756097561	OBSERVED
okeeol chy	okeeo	1	1	1	1	154	0.006493506494	0.9935064935	OBSERVED
okeeol okain	chdy	1	1	1	2	128	0.015625	0.984375	OBSERVED
okeeol okeeodaiin	ytol	1	1	1	1	2	0.5	0.5	OBSERVED
okeeol okeor	okal	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
okeeol oteeol	shod	1	1	1	1	8	0.125	0.875	OBSERVED
okeeol qokeedy	lchey	1	1	1	3	303	0.009900990099	0.9900990099	OBSERVED
okeeol qoor	ol	1	1	1	1	10	0.1	0.9	OBSERVED
okeeol qoteol	oroikhey	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
okeeol sho	shody	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
okeeol ykeeos	shey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeeolkcheey lkar	aiin	1	1	1	2	29	0.06896551724	0.9310344828	OBSERVED
okeeoloky oty	aiin	1	1	1	1	90	0.01111111111	0.9888888889	OBSERVED
okeeols aroly	okees	1	1	1	1	1	1	0	OBSERVED
okeeoly okchdpchy	todai	1	1	1	1	1	1	0	OBSERVED
okeeom cheykeeed	chol	1	1	1	1	1	1	0	OBSERVED
okeeor aiin	otar	1	1	1	9	469	0.01918976546	0.9808102345	OBSERVED
okeeor chedy	shdal	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
okeeor cheedy	okain	1	1	1	1	55	0.01818181818	0.9818181818	OBSERVED
okeeor cheey	daiin	1	3	0.3333333333	9	178	0.05056179775	0.2827715356	OBSERVED
okeeor cheey	okeey	2	3	0.6666666667	3	178	0.01685393258	0.6498127341	OBSERVED
okeeor cheol	os	1	1	1	1	166	0.006024096386	0.9939759036	OBSERVED
okeeor ctody	chkchol	1	1	1	1	1	1	0	OBSERVED
okeeor daiin	qotcholg	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
okeeor okor	olytol	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
okeeor oteor	karainy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
okeeor sheockhey	qokeos	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okeeos cheeos	ysaiin	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeeos o	tey	1	1	1	1	207	0.004830917874	0.9951690821	OBSERVED
okeeos or	chos	1	1	1	1	375	0.002666666667	0.9973333333	OBSERVED
okeeoy kod	chkeeody	1	1	1	1	2	0.5	0.5	OBSERVED
okees al	al	1	2	0.5	3	233	0.01287553648	0.4871244635	OBSERVED
okees al	ar	1	2	0.5	9	233	0.03862660944	0.4613733906	OBSERVED
okees alaiin	okeor	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okees ar	oky	1	1	1	4	379	0.01055408971	0.9894459103	OBSERVED
okees chedy	checkhy	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
okees o	d	1	2	0.5	4	207	0.0193236715	0.4806763285	OBSERVED
okees o	lkedy	1	2	0.5	1	207	0.004830917874	0.4951690821	OBSERVED
okees ochar	otedor	1	1	1	1	1	1	0	OBSERVED
okees odar	cheody	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
okees oiir	odaiin	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okees okeear	ar	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
okees olaiin	qokal	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
okees olar	or	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
okees olchedy	okal	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
okees otar	chey	1	1	1	1	146	0.006849315068	0.9931506849	OBSERVED
okees sor	aiin	1	1	1	5	49	0.1020408163	0.8979591837	OBSERVED
okeeshey chey	lkar	1	1	1	1	333	0.003003003003	0.996996997	OBSERVED
okeeshy qokeey	okain	1	1	1	4	296	0.01351351351	0.9864864865	OBSERVED
okeeshy qol	shedy	1	1	1	10	133	0.07518796992	0.9248120301	OBSERVED
okeesodar tarair	oteey	1	1	1	1	1	1	0	OBSERVED
okeey char	laiin	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
okeey chedy	okeedy	1	1	1	4	472	0.008474576271	0.9915254237	OBSERVED
okeey cheeos	lkaiin	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeey chek	chekeys	1	1	1	1	5	0.2	0.8	OBSERVED
okeey chekchy	chckhy	1	1	1	1	5	0.2	0.8	OBSERVED
okeey chekoy	oteo	1	1	1	1	1	1	0	OBSERVED
okeey cheo	keodal	1	1	1	1	79	0.01265822785	0.9873417722	OBSERVED
okeey cheodain	chey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
okeey cheody	qokaiin	1	2	0.5	1	78	0.01282051282	0.4871794872	OBSERVED
okeey cheody	saiin	1	2	0.5	1	78	0.01282051282	0.4871794872	OBSERVED
okeey cheol	chedy	1	1	1	2	166	0.01204819277	0.9879518072	OBSERVED
okeey cheor	chol	1	2	0.5	2	88	0.02272727273	0.4772727273	OBSERVED
okeey cheor	sheedy	1	2	0.5	2	88	0.02272727273	0.4772727273	OBSERVED
okeey chey	dy	1	2	0.5	1	333	0.003003003003	0.496996997	OBSERVED
okeey chey	qokey	1	2	0.5	3	333	0.009009009009	0.490990991	OBSERVED
okeey cho	ol	1	1	1	1	83	0.01204819277	0.9879518072	OBSERVED
okeey chody	cheor	1	2	0.5	3	82	0.03658536585	0.4634146341	OBSERVED
okeey chody	dy	1	2	0.5	1	82	0.01219512195	0.487804878	OBSERVED
okeey choekcheey	okchy	1	1	1	1	1	1	0	OBSERVED
okeey chol	dar	1	1	1	2	392	0.005102040816	0.9948979592	OBSERVED
okeey choldy	dar	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeey ckheo	l	1	1	1	1	2	0.5	0.5	OBSERVED
okeey ctheey	yteeoldy	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
okeey d	aiin	2	2	1	8	52	0.1538461538	0.8461538462	OBSERVED
okeey daiin	okeol	1	4	0.25	2	719	0.002781641168	0.2472183588	OBSERVED
okeey daiin	olor	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
okeey daiin	sheekol	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
okeey daiin	shey	1	4	0.25	10	719	0.01390820584	0.2360917942	OBSERVED
okeey dal	cheeody	1	2	0.5	1	193	0.00518134715	0.4948186528	OBSERVED
okeey dal	qol	1	2	0.5	2	193	0.0103626943	0.4896373057	OBSERVED
okeey dar	cheory	1	2	0.5	1	277	0.003610108303	0.4963898917	OBSERVED
okeey dar	olchedy	1	2	0.5	2	277	0.007220216606	0.4927797834	OBSERVED
okeey daram	qokar	1	1	1	1	4	0.25	0.75	OBSERVED
okeey darchd	ol	1	1	1	1	1	1	0	OBSERVED
okeey dasy	otarsheod	1	1	1	1	1	1	0	OBSERVED
okeey doiir	c	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
okeey kaiin	okaiin	1	1	1	1	75	0.01333333333	0.9866666667	OBSERVED
okeey kain	checkhy	1	1	1	1	40	0.025	0.975	OBSERVED
okeey kechedy	chcthedy	1	1	1	1	2	0.5	0.5	OBSERVED
okeey keeody	daiin	1	1	1	2	11	0.1818181818	0.8181818182	OBSERVED
okeey keeokechy	cthey	1	1	1	1	1	1	0	OBSERVED
okeey keey	caeky	1	2	0.5	1	53	0.01886792453	0.4811320755	OBSERVED
okeey keey	lchedy	1	2	0.5	1	53	0.01886792453	0.4811320755	OBSERVED
okeey keo	cthedy	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
okeey keoy	salal	1	1	1	1	2	0.5	0.5	OBSERVED
okeey ky	daiin	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
okeey l	chedy	1	5	0.2	11	185	0.05945945946	0.1405405405	OBSERVED
okeey l	chey	1	5	0.2	2	185	0.01081081081	0.1891891892	OBSERVED
