n	context	continuation	sequence	count	context_count	conditional_probability	observed_status	corpus_rule
3	ms	h	msh	1	1	1	OBSERVED	OBSERVED
3	ms	i	msi	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	j	msj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	k	msk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	l	msl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	m	msm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	n	msn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	o	mso	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	p	msp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	q	msq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	r	msr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	s	mss	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	t	mst	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	u	msu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	v	msv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	x	msx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	y	msy	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ms	z	msz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	na	0	na0	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	1	na1	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	2	na2	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	3	na3	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	4	na4	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	5	na5	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	6	na6	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	7	na7	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	8	na8	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	9	na9	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	I	naI	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	a	naa	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	b	nab	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	c	nac	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	d	nad	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	e	nae	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	f	naf	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	g	nag	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	h	nah	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	i	nai	2	19	0.1052631579	OBSERVED	OBSERVED
3	na	j	naj	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	k	nak	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	l	nal	9	19	0.4736842105	OBSERVED	OBSERVED
3	na	m	nam	5	19	0.2631578947	OBSERVED	OBSERVED
3	na	n	nan	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	o	nao	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	p	nap	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	q	naq	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	r	nar	3	19	0.1578947368	OBSERVED	OBSERVED
3	na	s	nas	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	t	nat	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	u	nau	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	v	nav	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	x	nax	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	y	nay	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	na	z	naz	0	19	0	UNOBSERVED	NEVER_OBSERVED
3	nc	0	nc0	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	1	nc1	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	2	nc2	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	3	nc3	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	4	nc4	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	5	nc5	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	6	nc6	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	7	nc7	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	8	nc8	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	9	nc9	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	I	ncI	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	a	nca	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	b	ncb	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	c	ncc	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	d	ncd	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	e	nce	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	f	ncf	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	g	ncg	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	h	nch	3	3	1	OBSERVED	OBSERVED
3	nc	i	nci	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	j	ncj	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	k	nck	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	l	ncl	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	m	ncm	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	n	ncn	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	o	nco	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	p	ncp	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	q	ncq	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	r	ncr	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	s	ncs	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	t	nct	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	u	ncu	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	v	ncv	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	x	ncx	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	y	ncy	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nc	z	ncz	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	nd	0	nd0	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	1	nd1	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	2	nd2	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	3	nd3	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	4	nd4	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	5	nd5	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	6	nd6	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	7	nd7	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	8	nd8	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	9	nd9	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	I	ndI	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	a	nda	1	9	0.1111111111	OBSERVED	OBSERVED
3	nd	b	ndb	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	c	ndc	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	d	ndd	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	e	nde	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	f	ndf	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	g	ndg	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	h	ndh	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	i	ndi	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	j	ndj	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	k	ndk	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	l	ndl	1	9	0.1111111111	OBSERVED	OBSERVED
3	nd	m	ndm	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	n	ndn	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	o	ndo	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	p	ndp	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	q	ndq	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	r	ndr	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	s	nds	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	t	ndt	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	u	ndu	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	v	ndv	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	x	ndx	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nd	y	ndy	7	9	0.7777777778	OBSERVED	OBSERVED
3	nd	z	ndz	0	9	0	UNOBSERVED	NEVER_OBSERVED
3	nk	0	nk0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	1	nk1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	2	nk2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	3	nk3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	4	nk4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	5	nk5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	6	nk6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	7	nk7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	8	nk8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	9	nk9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	I	nkI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	a	nka	1	1	1	OBSERVED	OBSERVED
3	nk	b	nkb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	c	nkc	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	d	nkd	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	e	nke	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	f	nkf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	g	nkg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	h	nkh	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	i	nki	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	j	nkj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	k	nkk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	l	nkl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	m	nkm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	n	nkn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	o	nko	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	p	nkp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	q	nkq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	r	nkr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	s	nks	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	t	nkt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	u	nku	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	v	nkv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	x	nkx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	y	nky	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nk	z	nkz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	0	nl0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	1	nl1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	2	nl2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	3	nl3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	4	nl4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	5	nl5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	6	nl6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	7	nl7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	8	nl8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	9	nl9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	I	nlI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	a	nla	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	b	nlb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	c	nlc	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	d	nld	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	e	nle	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	f	nlf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	g	nlg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	h	nlh	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	i	nli	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	j	nlj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	k	nlk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	l	nll	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	m	nlm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	n	nln	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	o	nlo	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	p	nlp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	q	nlq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	r	nlr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	s	nls	1	1	1	OBSERVED	OBSERVED
3	nl	t	nlt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	u	nlu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	v	nlv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	x	nlx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	y	nly	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nl	z	nlz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	no	0	no0	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	1	no1	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	2	no2	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	3	no3	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	4	no4	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	5	no5	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	6	no6	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	7	no7	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	8	no8	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	9	no9	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	I	noI	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	a	noa	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	b	nob	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	c	noc	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	d	nod	5	22	0.2272727273	OBSERVED	OBSERVED
3	no	e	noe	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	f	nof	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	g	nog	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	h	noh	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	i	noi	1	22	0.04545454545	OBSERVED	OBSERVED
3	no	j	noj	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	k	nok	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	l	nol	9	22	0.4090909091	OBSERVED	OBSERVED
3	no	m	nom	1	22	0.04545454545	OBSERVED	OBSERVED
3	no	n	non	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	o	noo	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	p	nop	1	22	0.04545454545	OBSERVED	OBSERVED
3	no	q	noq	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	r	nor	2	22	0.09090909091	OBSERVED	OBSERVED
3	no	s	nos	2	22	0.09090909091	OBSERVED	OBSERVED
3	no	t	not	1	22	0.04545454545	OBSERVED	OBSERVED
3	no	u	nou	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	v	nov	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	x	nox	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	y	noy	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	no	z	noz	0	22	0	UNOBSERVED	NEVER_OBSERVED
3	np	0	np0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	1	np1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	2	np2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	3	np3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	4	np4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	5	np5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	6	np6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	7	np7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	8	np8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	9	np9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	I	npI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	a	npa	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	b	npb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	c	npc	1	1	1	OBSERVED	OBSERVED
3	np	d	npd	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	e	npe	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	f	npf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	g	npg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	h	nph	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	i	npi	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	j	npj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	k	npk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	l	npl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	m	npm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	n	npn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	o	npo	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	p	npp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	q	npq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	r	npr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	s	nps	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	t	npt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	u	npu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	v	npv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	x	npx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	y	npy	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	np	z	npz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ns	0	ns0	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	1	ns1	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	2	ns2	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	3	ns3	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	4	ns4	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	5	ns5	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	6	ns6	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	7	ns7	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	8	ns8	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	9	ns9	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	I	nsI	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	a	nsa	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	b	nsb	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	c	nsc	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	d	nsd	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	e	nse	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	f	nsf	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	g	nsg	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	h	nsh	2	2	1	OBSERVED	OBSERVED
3	ns	i	nsi	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	j	nsj	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	k	nsk	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	l	nsl	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	m	nsm	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	n	nsn	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	o	nso	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	p	nsp	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	q	nsq	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	r	nsr	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	s	nss	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	t	nst	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	u	nsu	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	v	nsv	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	x	nsx	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	y	nsy	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	ns	z	nsz	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	nt	0	nt0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	1	nt1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	2	nt2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	3	nt3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	4	nt4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	5	nt5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	6	nt6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	7	nt7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	8	nt8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	9	nt9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	I	ntI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	a	nta	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	b	ntb	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	c	ntc	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	d	ntd	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	e	nte	1	1	1	OBSERVED	OBSERVED
3	nt	f	ntf	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	g	ntg	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	h	nth	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	i	nti	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	j	ntj	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	k	ntk	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	l	ntl	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	m	ntm	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	n	ntn	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	o	nto	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	p	ntp	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	q	ntq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	r	ntr	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	s	nts	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	t	ntt	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	u	ntu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	v	ntv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	x	ntx	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	y	nty	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	nt	z	ntz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	oa	0	oa0	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	1	oa1	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	2	oa2	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	3	oa3	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	4	oa4	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	5	oa5	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	6	oa6	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	7	oa7	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	8	oa8	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	9	oa9	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	I	oaI	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	a	oaa	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	b	oab	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	c	oac	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	d	oad	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	e	oae	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	f	oaf	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	g	oag	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	h	oah	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	i	oai	144	271	0.5313653137	OBSERVED	OBSERVED
3	oa	j	oaj	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	k	oak	1	271	0.0036900369	OBSERVED	OBSERVED
3	oa	l	oal	40	271	0.147601476	OBSERVED	OBSERVED
3	oa	m	oam	4	271	0.0147601476	OBSERVED	OBSERVED
3	oa	n	oan	1	271	0.0036900369	OBSERVED	OBSERVED
3	oa	o	oao	1	271	0.0036900369	OBSERVED	OBSERVED
3	oa	p	oap	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	q	oaq	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	r	oar	79	271	0.2915129151	OBSERVED	OBSERVED
3	oa	s	oas	1	271	0.0036900369	OBSERVED	OBSERVED
3	oa	t	oat	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	u	oau	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	v	oav	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	x	oax	0	271	0	UNOBSERVED	NEVER_OBSERVED
3	oa	y	oay	0	271	0	UNOBSERVED	NEVER_OBSERVED
