physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
4214	10	45	ddor	dor	d	r	0	8	4|7|7|5|2|5|7|1|4|3	1|1|1|1|1|1|336|1|1|1	f102r1|f102r1.16|P|P
4215	6	30	ydar	oly	y	y	0	5	4|5|7|4|7|3	1|1|1|1|1|1	f102r1|f102r1.17|P|P
4216	1	7	kodaiig	kodaiig	k	g	0	0	7	1	f102r2|f102r2.1|L|P
4217	8	32	lsais	y	l	y	0	7	5|3|5|5|3|4|6|1	1|1|1|1|1|1|1|1	f102r2|f102r2.2|P|P
4218	6	33	ycheor	oldam	y	m	1	5	6|6|5|5|6|5	1|1|1|1|1|1	f102r2|f102r2.3|P|P
4219	7	36	daiin	airam	d	m	0	6	5|7|5|4|7|3|5	1|1|1|1|1|1|1	f102r2|f102r2.4|P|P
4220	8	31	tor	choky	t	y	0	7	3|4|2|4|4|5|4|5	1|1|1|1|1|1|1|1	f102r2|f102r2.5|P|P
4221	9	41	daiin	orsy	d	y	0	8	5|5|7|5|3|6|5|1|4	1|1|1|1|1|1|1|1|1	f102r2|f102r2.6|P|P
4222	2	7	ok	rolda	o	a	0	0	2|5	1|926	f102r2|f102r2.7|L|P
4223	9	44	kolor	shey	k	y	1	7	5|6|4|4|7|5|4|5|4	1|1|1|1|663|1|1|1|1	f102r2|f102r2.8|P|P
4224	9	49	dor	skeekyd	d	d	0	7	3|4|6|6|5|7|6|5|7	1|1|1|1|1|1|1|1|1022	f102r2|f102r2.9|P|P
4225	9	46	shockhy	cthey	s	y	0	8	7|7|3|4|3|5|6|6|5	1|1|1|1|1|1|1|1|1	f102r2|f102r2.10|P|P
4226	12	51	kockhas	cthhhy	k	y	0	10	7|4|5|5|6|3|2|6|4|2|1|6	439|1|1|1|1|1|1|1|1|1|1|1	f102r2|f102r2.11|P|P
4227	10	42	ytchy	okeady	y	y	1	9	5|1|1|5|5|6|5|3|5|6	1|1|1|1|1|1|1|1|1|1	f102r2|f102r2.12|P|P
4228	1	9	loeekadag	loeekadag	l	g	0	0	9	474	f102r2|f102r2.13|L|P
4229	2	6	oshea	l	o	l	0	1	5|1	1|1	f102r2|f102r2.14|L|P
4230	2	5	so	dch	s	h	0	1	2|3	1|1	f102r2|f102r2.15|L|P
4231	12	56	c	soefchocphy	c	y	0	9	1|3|3|2|3|4|5|6|6|6|6|11	1|2|1|1|2|1|1|1|1|1|1|1027	f102r2|f102r2.16|P|P
4232	10	53	ykeockhey	choky	y	y	0	8	9|4|6|5|5|5|6|3|5|5	35|1|1|1|1|1|1|1|1|1	f102r2|f102r2.17|P|P
4233	11	46	otol	oky	o	y	3	10	4|4|7|3|4|3|5|5|5|3|3	1|1|1|1|1|1|1|1|1|1|1	f102r2|f102r2.18|P|P
4234	12	51	qokeod	chody	q	y	0	11	6|5|4|1|1|4|5|6|5|3|6|5	1|1|1|1|1|1|1|1|1|1|1|1	f102r2|f102r2.19|P|P
4235	9	39	ykeey	lchey	y	y	0	8	5|5|5|6|6|5|1|1|5	1|1|1|1|1|1|1|1|1	f102r2|f102r2.20|P|P
4236	1	8	koldarod	koldarod	k	d	0	0	8	444	f102r2|f102r2.21|L|P
4237	1	9	odalydary	odalydary	o	y	0	0	9	499	f102r2|f102r2.22|L|P
4238	1	8	porshols	porshols	p	s	0	0	8	820	f102v2|f102v2.1|L|P
4239	1	6	soaimy	soaimy	s	y	0	0	6	1023	f102v2|f102v2.2|L|P
4240	1	4	oror	oror	o	r	0	0	4	1	f102v2|f102v2.3|L|P
4241	1	4	chor	chor	c	r	0	0	4	1	f102v2|f102v2.4|L|P
4242	1	5	sachy	sachy	s	y	0	0	5	1	f102v2|f102v2.5|L|P
4243	1	5	okeos	okeos	o	s	0	0	5	1	f102v2|f102v2.6|L|P
4244	1	4	okol	okol	o	l	0	0	4	1	f102v2|f102v2.7|L|P
4245	1	5	otory	otory	o	y	0	0	5	1	f102v2|f102v2.8|L|P
4246	1	2	ok	ok	o	k	0	0	2	1	f102v2|f102v2.9|L|P
4247	1	5	okody	okody	o	y	0	0	5	1	f102v2|f102v2.10|L|P
4248	1	5	cheor	cheor	c	r	0	0	5	1	f102v2|f102v2.11|L|P
4249	1	8	okoroeey	okoroeey	o	y	0	0	8	593	f102v2|f102v2.12|L|P
4250	1	5	opchy	opchy	o	y	0	0	5	1	f102v2|f102v2.13|L|P
4251	1	5	sarol	sarol	s	l	0	0	5	1	f102v2|f102v2.14|L|P
4252	1	7	olrodar	olrodar	o	r	0	0	7	625	f102v2|f102v2.15|L|P
4253	1	3	tod	tod	t	d	0	0	3	1	f102v2|f102v2.16|L|P
4254	8	45	podeesho	chekeod	p	d	0	6	8|6|5|6|2|5|6|7	801|1|1|1|1|1|1|1	f102v2|f102v2.17|P|P
4255	6	28	ocheos	y	o	y	1	5	6|8|5|5|3|1	1|1|1|1|1|1	f102v2|f102v2.18|P|P
4256	13	38	deeeo	ain	d	n	4	12	5|6|1|6|5|1|1|1|1|1|1|6|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.19|P|P
4257	12	61	qokeor	cheoc	q	c	0	11	6|3|5|6|7|8|6|3|2|6|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.20|P|P
4258	14	56	ycheey	oteo	y	o	0	13	6|1|2|3|6|5|2|4|5|5|4|4|5|4	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.21|P|P
4259	15	55	dain	cho	d	o	0	14	4|2|4|5|1|4|4|5|6|2|3|1|6|5|3	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.22|P|P
4260	7	26	okey	eey	o	y	2	6	4|4|4|4|5|2|3	1|1|1|1|1|1|1	f102v2|f102v2.23|P|P
4261	1	6	okolky	okolky	o	y	0	0	6	1	f102v2|f102v2.24|L|P
4262	1	5	osain	osain	o	n	0	0	5	1	f102v2|f102v2.25|L|P
4263	1	4	aiky	aiky	a	y	0	0	4	1	f102v2|f102v2.26|L|P
4264	1	10	okeeoraiin	okeeoraiin	o	n	0	0	10	1	f102v2|f102v2.27|L|P
4265	1	7	okockhy	okockhy	o	y	0	0	7	1	f102v2|f102v2.28|L|P
4266	1	2	os	os	o	s	0	0	2	1	f102v2|f102v2.29|L|P
4267	9	51	pydchy	deear	p	r	0	7	6|4|7|7|5|6|5|6|5	39|1|1|1|1|1|1|1|1	f102v2|f102v2.30|P|P
4268	9	50	oldeey	ykory	o	y	0	8	6|4|7|4|6|5|6|7|5	1|1|1|1|1|1|1|1|1	f102v2|f102v2.31|P|P
4269	12	43	dar	sy	d	y	0	11	3|5|5|5|4|1|2|3|6|2|5|2	1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.32|P|P
4270	12	44	qokeor	okaraiin	q	n	1	11	6|3|6|5|1|1|2|4|5|1|2|8	1|1|1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.33|P|P
4271	8	47	sorshey	sal	s	l	0	7	7|6|9|6|6|6|4|3	1|1|1|1|1|1|1|1	f102v2|f102v2.34|P|P
4272	10	50	ychor	daiin	y	n	0	9	5|5|3|6|7|4|4|5|6|5	1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.35|P|P
4273	9	42	okeeor	qokeor	o	r	2	8	6|5|5|3|4|4|4|5|6	1|1|1|1|1|1|1|1|1	f102v2|f102v2.36|P|P
4274	10	44	tchor	sar	t	r	0	8	5|2|4|3|2|5|6|6|8|3	1|1|1|1|1|1|1|1|573|1	f102v2|f102v2.37|P|P
4275	10	45	dar	rain	d	n	0	9	3|5|6|6|4|4|3|5|5|4	1|1|1|1|1|1|1|1|1|1	f102v2|f102v2.38|P|P
4276	4	24	yotaiin	orain	y	n	0	3	7|5|7|5	1|1|1|1	f102v2|f102v2.39|P|P
4277	1	9	keoraiiin	keoraiiin	k	n	0	0	9	436	f102v1|f102v1.1|L|P
4278	1	6	okeody	okeody	o	y	0	0	6	1	f102v1|f102v1.2|L|P
4279	1	6	okeody	okeody	o	y	0	0	6	1	f102v1|f102v1.3|L|P
4280	1	8	daiisaly	daiisaly	d	y	0	0	8	271	f102v1|f102v1.4|L|P
4281	1	5	ypary	ypary	y	y	0	0	5	1	f102v1|f102v1.5|L|P
4282	1	8	opchytcy	opchytcy	o	y	0	0	8	652	f102v1|f102v1.6|L|P
4283	8	49	poaiin	qokeody	p	y	0	7	6|6|5|5|4|8|8|7	1|1|1|1|1|1|1|1	f102v1|f102v1.7|P|P
4284	10	44	dairn	choky	d	y	0	9	5|2|4|6|6|2|4|5|5|5	1|1|1|1|1|1|1|1|1|1	f102v1|f102v1.8|P|P
4285	10	50	teody	dar	t	r	0	9	5|6|6|5|8|2|4|5|6|3	1|1|1|1|1|1|1|1|1|1	f102v1|f102v1.9|P|P
4286	10	46	kochor	dy	k	y	0	9	6|2|6|8|5|5|3|4|5|2	1|1|1|1|1|1|1|1|1|1	f102v1|f102v1.10|P|P
4287	10	48	sol	dy	s	y	0	9	3|4|6|5|5|4|8|5|6|2	1|1|1|1|1|1|1|1|1|1	f102v1|f102v1.11|P|P
4288	11	49	y	pchodaiin	y	n	1	8	1|5|5|5|9|1|2|5|3|4|9	1|1|1|1|972|1|1|1|2|1|1	f102v1|f102v1.12|P|P
4289	10	46	toiin	saiim	t	m	1	9	5|2|5|4|5|5|5|5|5|5	1|1|1|1|1|1|1|1|1|1	f102v1|f102v1.13|P|P
4290	5	26	chor	aikheky	c	y	0	4	4|5|5|5|7	1|1|1|1|1	f102v1|f102v1.14|P|P
4291	2	5	d	indy	d	y	0	0	1|4	1|399	f102v1|f102v1.15|L|P
4292	1	8	ypcholdy	ypcholdy	y	y	0	0	8	1	f102v1|f102v1.16|L|P
4293	1	8	loralody	loralody	l	y	0	0	8	1	f102v1|f102v1.17|L|P
4294	1	8	opchdard	opchdard	o	d	0	0	8	1	f102v1|f102v1.18|L|P
4295	8	44	foidaiin	olkey	f	y	0	6	8|4|2|5|6|6|8|5	1|1|1|1|1|1|681|1	f102v1|f102v1.19|P|P
4296	9	49	soiin	dam	s	m	0	8	5|4|6|6|7|6|7|5|3	1|1|1|1|1|1|1|1|1	f102v1|f102v1.20|P|P
4297	8	46	qoeeody	ram	q	m	0	7	7|5|6|5|5|9|6|3	1|1|1|1|1|1|1|1	f102v1|f102v1.21|P|P
4298	8	46	ykeeody	okchy	y	y	0	7	7|8|6|5|4|5|6|5	1|1|1|1|1|1|1|1	f102v1|f102v1.22|P|P
4299	8	47	ksheody	okchody	k	y	0	7	7|3|5|6|7|7|5|7	1|1|1|1|1|1|1|1	f102v1|f102v1.23|P|P
4300	4	20	ysaiin	cheol	y	l	0	3	6|5|4|5	1|1|1|1	f102v1|f102v1.24|P|P
4301	12	65	pchedal	daldy	p	y	0	10	7|4|10|4|5|6|5|5|6|4|4|5	1|1|1172|1|1|1|1|1|1|1|1|1	f103r|f103r.1|P|S
4302	15	67	dain	chedy	d	y	0	14	4|4|8|6|7|6|4|2|5|3|5|3|3|2|5	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.2|P|S
4303	14	64	yshdain	chal	y	l	0	12	7|5|6|6|5|6|2|4|6|4|2|3|4|4	1|1|1|27|1|1|1|1|1|1|1|1|1|1	f103r|f103r.3|P|S
4304	9	47	ychedy	chedaraly	y	y	0	7	6|6|5|6|4|5|2|4|9	1|1|1|1|1|1|1|1|127	f103r|f103r.4|P|S
4305	13	63	pocharal	okdy	p	y	1	11	8|6|5|5|5|4|6|6|5|2|4|3|4	798|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.5|P|S
4306	13	61	ocheey	am	o	m	0	12	6|4|4|6|4|5|8|6|6|4|3|3|2	1|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.6|P|S
4307	9	44	saiin	shedy	s	y	0	8	5|4|3|7|6|7|5|2|5	1|1|1|1|1|1|1|1|1	f103r|f103r.7|P|S
4308	14	65	daroal	lo	d	o	1	12	6|4|5|4|4|6|6|5|6|5|2|2|8|2	1|1|1|1|1|1|42|1|1|1|1|1|1|1	f103r|f103r.8|P|S
4309	14	64	oteeos	okeedaram	o	m	1	12	6|2|5|5|4|6|4|5|6|5|4|1|2|9	1|1|1|1|1|1|1|1|1|1|1|1|1|34	f103r|f103r.9|P|S
4310	14	64	daiin	ain	d	n	1	13	5|2|4|5|4|4|5|5|6|5|7|6|3|3	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.10|P|S
4311	12	61	dar	daikhyky	d	y	0	10	3|5|5|8|5|4|6|4|4|6|3|8	1|1|1|1|1|1|1|1|1|1|1|273	f103r|f103r.11|P|S
4312	9	43	oain	otedy	o	y	0	8	4|4|6|5|6|5|4|4|5	1|1|1|1|1|1|1|1|1	f103r|f103r.12|P|S
4313	12	62	podar	kasol	p	l	0	11	5|5|6|5|5|7|6|5|5|5|3|5	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.13|P|S
4314	13	61	okain	qoky	o	y	1	12	5|7|5|8|4|4|3|1|4|4|6|6|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.14|P|S
4315	5	28	qotedy	shkaiin	q	n	0	4	6|6|4|5|7	1|1|1|1|1	f103r|f103r.15|P|S
4316	11	62	dshol	shky	d	y	0	10	5|7|7|5|3|5|8|7|6|5|4	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.16|P|S
4317	10	43	sar	aiin	s	n	0	9	3|4|5|5|6|6|5|3|2|4	1|1|1|1|1|1|1|1|1|1	f103r|f103r.17|P|S
4318	9	63	polchedy	oteys	p	s	1	7	8|6|5|7|11|5|6|10|5	1|1|1|1|730|1|1|1|1	f103r|f103r.18|P|S
4319	12	57	okaiin	lr	o	r	0	11	6|4|3|4|7|5|6|5|4|6|5|2	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.19|P|S
4320	7	39	ychain	olor	y	r	1	6	6|6|7|4|7|5|4	1|1|1|1|1|1|1	f103r|f103r.20|P|S
4321	12	62	pcheam	lor	p	r	0	11	6|6|6|4|5|5|5|4|6|5|7|3	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.21|P|S
4322	12	62	dalshy	opchy	d	y	0	11	6|5|8|5|7|5|5|6|4|2|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.22|P|S
4323	5	28	daiin	shol	d	l	0	4	5|7|6|6|4	1|1|1|1|1	f103r|f103r.23|P|S
4324	12	59	tchoky	oky	t	y	0	11	6|5|5|5|3|7|6|6|4|4|5|3	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.24|P|S
4325	12	59	dar	ol	d	l	0	11	3|4|6|7|4|4|6|6|7|5|5|2	1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.25|P|S
4326	7	39	oteedy	lotor	o	r	1	6	6|5|6|4|9|4|5	1|1|1|1|1|1|1	f103r|f103r.26|P|S
4327	11	63	qokechy	qokaly	q	y	3	10	7|5|6|7|5|6|5|5|6|5|6	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.27|P|S
4328	11	59	deshedy	lkeedy	d	y	0	10	7|7|7|6|5|6|5|3|2|5|6	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.28|P|S
4329	6	37	qokeeechy	chedy	q	y	0	5	9|7|6|6|4|5	1|1|1|1|1|1	f103r|f103r.29|P|S
4330	9	61	pcholkchdy	chdaly	p	y	0	6	10|7|5|6|5|6|7|9|6	40|1|1|1|1|1|1|729|1	f103r|f103r.30|P|S
4331	11	56	soiin	chty	s	y	1	10	5|4|5|4|6|6|5|5|6|6|4	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.31|P|S
4332	8	43	okeey	oraiin	o	n	0	7	5|5|6|5|5|5|6|6	1|1|1|1|1|1|1|1	f103r|f103r.32|P|S
4333	11	57	qokeey	shedy	q	y	1	10	6|6|5|6|6|5|1|5|6|6|5	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.33|P|S
4334	3	21	sheod	cheedalaiin	s	n	0	1	5|5|11	1|1|133	f103r|f103r.34|P|S
4335	10	55	qokecar	lcheg	q	g	0	9	7|5|5|4|4|5|7|7|6|5	1|1|1|1|1|1|1|1|1|1	f103r|f103r.35|P|S
4336	8	43	okool	qokeey	o	y	1	7	5|5|6|7|6|4|4|6	1|1|1|1|1|1|1|1	f103r|f103r.36|P|S
4337	10	56	pchedy	shalky	p	y	0	9	6|6|9|6|7|7|5|2|2|6	1|1|1|1|1|1|1|1|1|1	f103r|f103r.37|P|S
4338	9	56	otechedy	okeey	o	y	0	8	8|6|6|6|7|7|6|5|5	1|1|1|1|1|1|1|1|1	f103r|f103r.38|P|S
4339	6	33	ykeedy	oteey	y	y	0	5	6|6|6|5|5|5	1|1|1|1|1|1	f103r|f103r.39|P|S
4340	10	54	qokeey	otam	q	m	0	9	6|6|6|5|7|4|5|6|5|4	1|1|1|1|1|1|1|1|1|1	f103r|f103r.40|P|S
4341	13	59	cheol	dal	c	l	0	12	5|6|5|6|6|4|3|4|1|4|7|5|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.41|P|S
4342	4	24	tshey	chalal	t	l	0	2	5|5|8|6	1|1|158|1	f103r|f103r.42|P|S
4343	11	57	tar	qokaiin	t	n	0	10	3|5|2|5|5|5|5|6|8|6|7	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.43|P|S
4344	5	28	odeeey	otshedy	o	y	0	4	6|6|4|5|7	1|1|1|1|1	f103r|f103r.44|P|S
4345	10	53	qokeedy	y	q	y	1	9	7|7|4|6|5|7|6|6|4|1	1|1|1|1|1|1|1|1|1|1	f103r|f103r.45|P|S
4346	11	55	chol	chedan	c	n	2	10	4|4|6|5|6|5|6|6|2|5|6	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.46|P|S
4347	7	38	ssheey	oloraiin	s	n	0	6	6|5|1|5|6|7|8	1|1|1|1|1|1|1	f103r|f103r.47|P|S
4348	9	56	polarar	sam	p	m	1	6	7|6|9|6|6|6|9|4|3	807|1|1|1|1|1|646|1|1	f103r|f103r.48|P|S
4349	13	55	okeey	am	o	m	0	11	5|2|3|1|2|5|6|5|7|5|4|8|2	1|1|1|1|1|1|1|1|1|1|1|464|1	f103r|f103r.49|P|S
4350	11	51	ssheey	qotain	s	n	1	10	6|1|4|3|5|4|6|5|6|5|6	1|1|1|1|1|1|1|1|1|1|1	f103r|f103r.50|P|S
4351	4	25	saiin	cheosaiin	s	n	0	3	5|7|4|9	1|1|1|1	f103r|f103r.51|P|S
4352	10	56	pchedal	otalsy	p	y	0	9	7|5|3|5|6|4|7|7|6|6	1|1|1|1|1|1|1|1|1|1	f103r|f103r.52|P|S
4353	10	55	sshey	loty	s	y	2	9	5|6|7|4|6|5|6|6|6|4	1|1|1|1|1|1|1|1|1|1	f103r|f103r.53|P|S
4354	5	30	dsheey	qoty	d	y	0	4	6|7|8|5|4	1|1|1|1|1	f103r|f103r.54|P|S
4355	12	59	pol	dal	p	l	1	11	3|3|7|4|2|6|6|5|8|7|5|3	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.1|P|S
4356	11	57	daiin	chalr	d	r	1	10	5|4|5|5|7|6|4|4|6|6|5	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.2|P|S
4357	12	54	qok	qokain	q	n	0	11	3|2|5|5|3|6|4|4|4|6|6|6	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.3|P|S
4358	8	37	y	ykeedy	y	y	0	7	1|5|6|5|5|2|7|6	1|1|1|1|1|1|1|1	f103v|f103v.4|P|S
4359	10	61	pcheor	oly	p	y	1	9	6|6|5|7|7|7|7|6|7|3	1|1|1|1|1|1|1|1|1|1	f103v|f103v.5|P|S
4360	11	57	dain	qokam	d	m	0	10	4|4|7|5|6|5|4|5|7|5|5	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.6|P|S
4361	12	60	daiin	chedydy	d	y	1	11	5|4|4|4|5|6|6|5|5|7|2|7	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.7|P|S
4362	6	31	sain	okeey	s	y	0	5	4|4|7|4|7|5	1|1|1|1|1|1	f103v|f103v.8|P|S
4363	11	58	pchal	lkar	p	r	0	10	5|4|8|5|6|5|6|8|5|2|4	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.9|P|S
4364	12	58	or	olldy	o	y	0	11	2|5|8|5|5|5|5|3|4|5|6|5	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.10|P|S
4365	5	28	qokeedy	shed	q	d	0	4	7|8|4|5|4	1|1|1|1|1	f103v|f103v.11|P|S
4366	13	59	sal	opalam	s	m	1	12	3|5|5|6|6|1|2|5|5|6|3|6|6	1|1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.12|P|S
4367	12	52	dain	olshey	d	y	0	11	4|2|3|5|4|7|7|5|2|3|4|6	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.13|P|S
4368	12	60	teeol	otam	t	m	0	11	5|5|3|7|5|5|6|6|6|4|4|4	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.14|P|S
4369	13	57	tchedal	y	t	y	1	12	7|4|6|5|2|2|6|7|4|5|5|3|1	1|1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.15|P|S
4370	8	39	daiin	kedy	d	y	0	7	5|8|7|3|5|5|2|4	1|1|1|1|1|1|1|1	f103v|f103v.16|P|S
4371	11	56	qokeedy	opchedy	q	y	0	10	7|5|6|6|5|5|5|2|4|4|7	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.17|P|S
4372	10	59	yshear	larorol	y	l	0	8	6|2|6|7|6|5|6|6|8|7	1|1|1|1|1|1|1|1|1|455	f103v|f103v.18|P|S
4373	7	38	daiin	chealainor	d	r	0	5	5|4|5|7|6|1|10	1|1|1|1|1|1|120	f103v|f103v.19|P|S
4374	11	56	pol	lolain	p	n	0	10	3|4|4|6|7|5|5|5|5|6|6	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.20|P|S
4375	10	50	tokain	oll	t	l	0	9	6|4|6|6|6|8|3|4|4|3	1|1|1|1|1|1|1|1|1|1	f103v|f103v.21|P|S
4376	8	51	olshey	qokey	o	y	0	6	6|6|10|6|7|6|5|5	1|1|896|1|1|1|1|1	f103v|f103v.22|P|S
4377	13	48	ycheody	qoty	y	y	2	12	7|1|2|5|2|5|5|4|5|2|2|4|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.23|P|S
4378	12	48	ykeey	kain	y	n	1	11	5|5|6|3|4|4|4|5|5|2|1|4	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.24|P|S
4379	10	49	sain	oteeam	s	m	0	9	4|7|5|6|6|4|3|4|4|6	1|1|1|1|1|1|1|1|1|1	f103v|f103v.25|P|S
4380	6	35	yteey	oteaiin	y	n	0	5	5|6|6|5|6|7	1|1|1|1|1|1	f103v|f103v.26|P|S
4381	10	53	fcheody	otaryly	f	y	1	8	7|4|5|5|6|5|4|5|5|7	1|1|1|1|1|1|1|1|1|707	f103v|f103v.27|P|S
4382	11	55	daiin	y	d	y	0	9	5|7|5|6|9|5|4|6|3|4|1	1|1|1|1|716|1|1|1|1|1|1	f103v|f103v.28|P|S
4383	8	42	olcheeey	qokeey	o	y	0	7	8|4|6|3|6|3|6|6	1|1|1|1|1|1|1|1	f103v|f103v.29|P|S
4384	10	54	pchear	rar	p	r	0	9	6|5|7|5|6|5|4|6|7|3	1|1|1|1|1|1|1|1|1|1	f103v|f103v.30|P|S
4385	12	54	okeey	olainy	o	y	1	11	5|1|4|6|1|6|5|6|5|6|3|6	1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.31|P|S
4386	7	38	qokeeey	olkam	q	m	0	6	7|4|5|8|4|5|5	1|1|1|1|1|1|1	f103v|f103v.32|P|S
4387	10	52	yshey	oly	y	y	0	9	5|5|6|4|6|6|4|7|6|3	1|1|1|1|1|1|1|1|1|1	f103v|f103v.33|P|S
4388	11	52	daiin	lchdy	d	y	0	10	5|5|2|4|3|4|7|7|5|5|5	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.34|P|S
4389	10	48	qol	otaly	q	y	0	9	3|4|5|5|5|7|6|3|5|5	1|1|1|1|1|1|1|1|1|1	f103v|f103v.35|P|S
4390	5	27	saiin	olshedy	s	y	0	4	5|4|6|5|7	1|1|1|1|1	f103v|f103v.36|P|S
4391	9	49	olshey	chetydar	o	r	0	8	6|6|2|4|7|6|4|6|8	1|1|1|1|1|1|1|1|1	f103v|f103v.37|P|S
4392	8	31	oteey	keechy	o	y	1	7	5|1|5|2|4|4|4|6	1|1|1|1|1|1|1|1	f103v|f103v.38|P|S
4393	10	54	polshor	lchdy	p	y	0	7	7|9|4|7|4|7|4|4|3|5	1|430|1|457|1|1|1|1|1|1	f103v|f103v.39|P|S
4394	10	48	yteey	rain	y	n	0	9	5|5|4|5|2|4|7|6|6|4	1|1|1|1|1|1|1|1|1|1	f103v|f103v.40|P|S
4395	13	50	daiin	rar	d	r	1	12	5|4|1|4|5|4|4|2|4|5|4|5|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.41|P|S
4396	6	30	yshey	chsaly	y	y	0	5	5|8|4|3|4|6	1|1|1|1|1|1	f103v|f103v.42|P|S
4397	9	51	orain	lchedy	o	y	0	8	5|7|7|6|5|5|6|4|6	1|1|1|1|1|1|1|1|1	f103v|f103v.43|P|S
4398	11	46	qkain	ro	q	o	1	10	5|4|2|2|3|4|6|5|7|6|2	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.44|P|S
4399	11	47	okey	oly	o	y	0	10	4|2|5|6|5|6|7|2|3|4|3	1|1|1|1|1|1|1|1|1|1|1	f103v|f103v.45|P|S
4400	9	44	tain	chary	t	y	0	8	4|4|6|6|5|4|4|6|5	1|1|1|1|1|1|1|1|1	f103v|f103v.46|P|S
4401	10	67	pchdar	sain	p	n	2	9	6|5|4|8|7|8|8|9|8|4	1|1|1|1|1|1|1|1|1|1	f104r|f104r.1|P|S
4402	14	65	o	teedaram	o	m	2	12	1|2|4|7|9|7|1|4|4|4|2|4|8|8	1|1|1|1|1|1|1|1|1|1|1|1|1|1072	f104r|f104r.2|P|S
4403	13	63	daiir	daram	d	m	0	12	5|1|6|5|4|5|5|7|7|6|3|4|5	1|1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.3|P|S
4404	8	39	o	chry	o	y	1	7	1|1|6|7|6|7|7|4	1|1|1|1|1|1|1|1	f104r|f104r.4|P|S
4405	12	57	kchdal	qod	k	d	1	10	6|7|7|2|3|2|9|2|3|7|6|3	1|1|1|1|1|1|18|1|1|1|1|1	f104r|f104r.5|P|S
4406	12	62	y	chedam	y	m	0	11	1|7|4|4|5|4|7|7|6|6|5|6	1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.6|P|S
4407	11	59	dchodees	okaim	d	m	1	9	8|5|6|7|6|5|5|6|4|2|5	24|1|1|1|1|1|1|1|1|1|1	f104r|f104r.7|P|S
4408	12	58	o	odr	o	r	0	11	1|7|6|6|7|6|5|4|5|4|4|3	1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.8|P|S
4409	5	27	ycheeoy	dam	y	m	0	4	7|7|5|5|3	1|1|1|1|1	f104r|f104r.9|P|S
4410	12	57	tol	otalr	t	r	0	11	3|6|8|4|2|1|3|4|6|8|7|5	1|1|1|1|1|1|1|1|1|1|1|1	f104r|f104r.10|P|S
