token	frequency	length_symbols	glyph_composition	initial_glyph	final_glyph	physical_line_coverage	folio_coverage	section_coverage	mean_normalized_line_position	median_normalized_line_position	edit_family_id
oeeesaiin	1	9	o|e|e|e|s|a|i|i|n	o	n	1	1	1	0.5	0.5	1
oeeesary	1	8	o|e|e|e|s|a|r|y	o	y	1	1	1	0.5	0.5	505
oeeesoy	1	7	o|e|e|e|s|o|y	o	y	1	1	1	0	0	506
oeeey	4	5	o|e|e|e|y	o	y	4	4	3	0.2550505051	0.05555555556	1
oeeo	2	4	o|e|e|o	o	o	2	2	2	0.3461538462	0.3461538462	1
oeeodaiin	2	9	o|e|e|o|d|a|i|i|n	o	n	2	2	1	0.5	0.5	1
oeeodain	1	8	o|e|e|o|d|a|i|n	o	n	1	1	1	0.4	0.4	1
oeeodc	1	6	o|e|e|o|d|c	o	c	1	1	1	0.3333333333	0.3333333333	1
oeeody	2	6	o|e|e|o|d|y	o	y	2	2	2	0.75	0.75	1
oeeolchy	1	8	o|e|e|o|l|c|h|y	o	y	1	1	1	0	0	507
oeeoly	1	6	o|e|e|o|l|y	o	y	1	1	1	0.5	0.5	1
oeeor	3	5	o|e|e|o|r	o	r	3	3	1	0.8527777778	0.9333333333	1
oeeos	2	5	o|e|e|o|s	o	s	2	2	2	0.175	0.175	1
oeeoty	1	6	o|e|e|o|t|y	o	y	1	1	1	0.5	0.5	1
oeepoaly	1	8	o|e|e|p|o|a|l|y	o	y	1	1	1	1	1	508
oees	12	4	o|e|e|s	o	s	12	10	5	0.244047619	0.125	1
oeesaiin	1	8	o|e|e|s|a|i|i|n	o	n	1	1	1	0.5	0.5	1
oeeseary	1	8	o|e|e|s|e|a|r|y	o	y	1	1	1	0.4	0.4	509
oeesody	1	7	o|e|e|s|o|d|y	o	y	1	1	1	0.25	0.25	1
oeesordy	1	8	o|e|e|s|o|r|d|y	o	y	1	1	1	1	1	1
oeesy	1	5	o|e|e|s|y	o	y	1	1	1	0.5	0.5	1
oeesysarx	1	9	o|e|e|s|y|s|a|r|x	o	x	1	1	1	0.375	0.375	510
oeey	7	4	o|e|e|y	o	y	7	7	4	0.5442949907	0.5714285714	1
oekaiin	3	7	o|e|k|a|i|i|n	o	n	3	3	2	0.2957690109	0.1509433962	1
oekain	1	6	o|e|k|a|i|n	o	n	1	1	1	0.6666666667	0.6666666667	1
oekairy	1	7	o|e|k|a|i|r|y	o	y	1	1	1	0.5	0.5	1
oekar	1	5	o|e|k|a|r	o	r	1	1	1	0	0	1
oekchdy	1	7	o|e|k|c|h|d|y	o	y	1	1	1	1	1	1
oekeedy	1	7	o|e|k|e|e|d|y	o	y	1	1	1	0.3333333333	0.3333333333	1
oekeeey	1	7	o|e|k|e|e|e|y	o	y	1	1	1	0.3783783784	0.3783783784	1
oekeeo	1	6	o|e|k|e|e|o	o	o	1	1	1	0.8947368421	0.8947368421	1
oekeey	2	6	o|e|k|e|e|y	o	y	2	2	2	0.4047619048	0.4047619048	1
oekeody	2	7	o|e|k|e|o|d|y	o	y	2	2	1	0.5584415584	0.5584415584	1
oekey	2	5	o|e|k|e|y	o	y	2	2	2	0.3214285714	0.3214285714	1
oekor	1	5	o|e|k|o|r	o	r	1	1	1	0	0	1
oeksa	1	5	o|e|k|s|a	o	a	1	1	1	1	1	511
oekshy	1	6	o|e|k|s|h|y	o	y	1	1	1	0.5	0.5	1
oeky	1	4	o|e|k|y	o	y	1	1	1	0.3076923077	0.3076923077	1
oeoar	1	5	o|e|o|a|r	o	r	1	1	1	0	0	1
oeol	1	4	o|e|o|l	o	l	1	1	1	0	0	1
oeolales	1	8	o|e|o|l|a|l|e|s	o	s	1	1	1	0	0	512
oeoldan	1	7	o|e|o|l|d|a|n	o	n	1	1	1	1	1	513
oeor	1	4	o|e|o|r	o	r	1	1	1	0	0	1
oeos	1	4	o|e|o|s	o	s	1	1	1	0	0	1
oepchksheey	1	11	o|e|p|c|h|k|s|h|e|e|y	o	y	1	1	1	0.5714285714	0.5714285714	514
oepchod	1	7	o|e|p|c|h|o|d	o	d	1	1	1	0.5	0.5	1
oepchol	1	7	o|e|p|c|h|o|l	o	l	1	1	1	0.5454545455	0.5454545455	1
oes	1	3	o|e|s	o	s	1	1	1	0.1212121212	0.1212121212	1
oesal	1	5	o|e|s|a|l	o	l	1	1	1	1	1	1
oesearies	1	9	o|e|s|e|a|r|i|e|s	o	s	1	1	1	0.5	0.5	515
oetalchg	1	8	o|e|t|a|l|c|h|g	o	g	1	1	1	1	1	516
oetear	1	6	o|e|t|e|a|r	o	r	1	1	1	1	1	1
oeted	1	5	o|e|t|e|d	o	d	1	1	1	0.5555555556	0.5555555556	1
oeteody	2	7	o|e|t|e|o|d|y	o	y	2	2	1	0.4166666667	0.4166666667	1
of	1	2	o|f	o	f	1	1	1	0	0	1
ofadain	1	7	o|f|a|d|a|i|n	o	n	1	1	1	0.5	0.5	517
ofaifom	1	7	o|f|a|i|f|o|m	o	m	1	1	1	0.5	0.5	518
ofaiin	3	6	o|f|a|i|i|n	o	n	3	3	2	0.475	0.375	1
ofaiino	1	7	o|f|a|i|i|n|o	o	o	1	1	1	1	1	1
ofain	1	5	o|f|a|i|n	o	n	1	1	1	0	0	1
ofair	2	5	o|f|a|i|r	o	r	2	2	2	0.4746376812	0.4746376812	1
ofakal	1	6	o|f|a|k|a|l	o	l	1	1	1	0.5	0.5	1
ofal	3	4	o|f|a|l	o	l	3	3	3	0.9	1	1
ofalals	1	7	o|f|a|l|a|l|s	o	s	1	1	1	0.5	0.5	519
ofalar	1	6	o|f|a|l|a|r	o	r	1	1	1	0.3333333333	0.3333333333	1
ofaldo	1	6	o|f|a|l|d|o	o	o	1	1	1	0.5	0.5	520
ofals	1	5	o|f|a|l|s	o	s	1	1	1	0.5	0.5	1
ofalsheky	1	9	o|f|a|l|s|h|e|k|y	o	y	1	1	1	1	1	521
ofar	7	4	o|f|a|r	o	r	7	6	5	0.6111111111	0.7777777778	1
ofaraiin	1	8	o|f|a|r|a|i|i|n	o	n	1	1	1	0.5	0.5	1
ofaral	2	6	o|f|a|r|a|l	o	l	2	2	2	0.119047619	0.119047619	1
ofaralar	1	8	o|f|a|r|a|l|a|r	o	r	1	1	1	0.5	0.5	522
ofaram	1	6	o|f|a|r|a|m	o	m	1	1	1	1	1	1
ofaramoty	1	9	o|f|a|r|a|m|o|t|y	o	y	1	1	1	1	1	523
ofardy	1	6	o|f|a|r|d|y	o	y	1	1	1	0.5	0.5	1
ofary	1	5	o|f|a|r|y	o	y	1	1	1	0.5	0.5	1
ofas	1	4	o|f|a|s	o	s	1	1	1	0.1111111111	0.1111111111	1
ofchar	2	6	o|f|c|h|a|r	o	r	2	2	1	0.5625	0.5625	1
ofchdamy	1	8	o|f|c|h|d|a|m|y	o	y	1	1	1	0.5	0.5	524
ofchdar	1	7	o|f|c|h|d|a|r	o	r	1	1	1	0.5	0.5	1
ofchdor	1	7	o|f|c|h|d|o|r	o	r	1	1	1	0.8709677419	0.8709677419	1
ofchdy	5	6	o|f|c|h|d|y	o	y	5	5	3	0.4201098901	0.3076923077	1
ofchdysd	1	8	o|f|c|h|d|y|s|d	o	d	1	1	1	0.5	0.5	525
ofcheay	1	7	o|f|c|h|e|a|y	o	y	1	1	1	0.5	0.5	1
ofched	1	6	o|f|c|h|e|d	o	d	1	1	1	0.5	0.5	1
ofchedaiin	2	10	o|f|c|h|e|d|a|i|i|n	o	n	2	2	2	0.5681818182	0.5681818182	1
ofchedaiir	1	10	o|f|c|h|e|d|a|i|i|r	o	r	1	1	1	0.8888888889	0.8888888889	1
ofchedal	1	8	o|f|c|h|e|d|a|l	o	l	1	1	1	0.6363636364	0.6363636364	1
ofcheds	1	7	o|f|c|h|e|d|s	o	s	1	1	1	1	1	1
ofchedy	6	7	o|f|c|h|e|d|y	o	y	6	6	3	0.6714285714	0.6888888889	1
ofcheefar	1	9	o|f|c|h|e|e|f|a|r	o	r	1	1	1	1	1	526
ofcheesy	1	8	o|f|c|h|e|e|s|y	o	y	1	1	1	0.5	0.5	527
ofcheody	1	8	o|f|c|h|e|o|d|y	o	y	1	1	1	0.5	0.5	1
ofcheol	1	7	o|f|c|h|e|o|l	o	l	1	1	1	0.375	0.375	1
ofcheor	1	7	o|f|c|h|e|o|r	o	r	1	1	1	0.5	0.5	1
ofchey	4	6	o|f|c|h|e|y	o	y	4	4	3	0.3470238095	0.375	1
ofchol	1	6	o|f|c|h|o|l	o	l	1	1	1	0.5555555556	0.5555555556	1
ofchon	1	6	o|f|c|h|o|n	o	n	1	1	1	0.3823529412	0.3823529412	1
ofchor	1	6	o|f|c|h|o|r	o	r	1	1	1	0.375	0.375	1
ofchoshy	1	8	o|f|c|h|o|s|h|y	o	y	1	1	1	0.9	0.9	14
ofchr	1	5	o|f|c|h|r	o	r	1	1	1	1	1	1
ofchtar	1	7	o|f|c|h|t|a|r	o	r	1	1	1	0.3	0.3	1
ofchy	4	5	o|f|c|h|y	o	y	4	3	1	0.6120580808	0.6616161616	1
ofdaj	1	5	o|f|d|a|j	o	j	1	1	1	0.5	0.5	528
ofdoram	1	7	o|f|d|o|r|a|m	o	m	1	1	1	0.5	0.5	1
ofeeo	1	5	o|f|e|e|o	o	o	1	1	1	0.6923076923	0.6923076923	1
ofodady	1	7	o|f|o|d|a|d|y	o	y	1	1	1	0.5	0.5	529
ofoiir	1	6	o|f|o|i|i|r	o	r	1	1	1	0.3	0.3	1
ofol	1	4	o|f|o|l	o	l	1	1	1	0.358490566	0.358490566	1
ofolain	1	7	o|f|o|l|a|i|n	o	n	1	1	1	0.75	0.75	530
ofoly	1	5	o|f|o|l|y	o	y	1	1	1	0.9166666667	0.9166666667	1
ofor	1	4	o|f|o|r	o	r	1	1	1	0.9487179487	0.9487179487	1
oforam	1	6	o|f|o|r|a|m	o	m	1	1	1	1	1	1
ofory	1	5	o|f|o|r|y	o	y	1	1	1	1	1	1
ofshdy	1	6	o|f|s|h|d|y	o	y	1	1	1	0.8333333333	0.8333333333	1
ofshod	1	6	o|f|s|h|o|d	o	d	1	1	1	0.375	0.375	531
ofsholdy	1	8	o|f|s|h|o|l|d|y	o	y	1	1	1	0.5	0.5	532
ofy	2	3	o|f|y	o	y	2	2	2	0.6477272727	0.6477272727	1
ofydy	1	5	o|f|y|d|y	o	y	1	1	1	0	0	1
ofyskydal	1	9	o|f|y|s|k|y|d|a|l	o	l	1	1	1	0.5	0.5	533
og	2	2	o|g	o	g	2	2	2	1	1	1
ogom	1	4	o|g|o|m	o	m	1	1	1	1	1	1
oheol	1	5	o|h|e|o|l	o	l	1	1	1	0.9565217391	0.9565217391	1
ohepaiin	1	8	o|h|e|p|a|i|i|n	o	n	1	1	1	0.625	0.625	1
ohes	1	4	o|h|e|s	o	s	1	1	1	0.3333333333	0.3333333333	1
oi	2	2	o|i	o	i	2	2	1	0.5555555556	0.5555555556	1
oia	1	3	o|i|a	o	a	1	1	1	0.5	0.5	1
oidal	1	5	o|i|d|a|l	o	l	1	1	1	0.1	0.1	1
oiees	1	5	o|i|e|e|s	o	s	1	1	1	0.6666666667	0.6666666667	1
oifhedy	1	7	o|i|f|h|e|d|y	o	y	1	1	1	0.4166666667	0.4166666667	534
oiiiin	1	6	o|i|i|i|i|n	o	n	1	1	1	0.75	0.75	1
oiiin	14	5	o|i|i|i|n	o	n	14	14	5	0.3669554999	0.3431372549	1
oiiiny	1	6	o|i|i|i|n|y	o	y	1	1	1	1	1	1
oiil	1	4	o|i|i|l	o	l	1	1	1	1	1	1
oiin	38	4	o|i|i|n	o	n	37	28	8	0.4202024139	0.4142857143	1
oiinal	1	6	o|i|i|n|a|l	o	l	1	1	1	1	1	1
oiinar	1	6	o|i|i|n|a|r	o	r	1	1	1	0.5	0.5	1
oiinol	1	6	o|i|i|n|o|l	o	l	1	1	1	0.4	0.4	1
oiiny	1	5	o|i|i|n|y	o	y	1	1	1	0.5	0.5	1
oiir	7	4	o|i|i|r	o	r	7	7	4	0.2909297052	0.3571428571	1
oikhy	3	5	o|i|k|h|y	o	y	3	3	2	0.5462454212	0.5714285714	1
oin	9	3	o|i|n	o	n	9	9	4	0.5128507295	0.4444444444	1
oinoly	1	6	o|i|n|o|l|y	o	y	1	1	1	1	1	535
oir	2	3	o|i|r	o	r	2	2	2	0.5163043478	0.5163043478	1
ois	1	3	o|i|s	o	s	1	1	1	0.6	0.6	1
oithy	2	5	o|i|t|h|y	o	y	2	2	2	0.4415584416	0.4415584416	1
ok	13	2	o|k	o	k	13	12	7	0.423964924	0.5	1
oka	3	3	o|k|a	o	a	3	3	2	0.7571428571	0.7	1
okachey	1	7	o|k|a|c|h|e|y	o	y	1	1	1	0.5	0.5	1
okadaiin	1	8	o|k|a|d|a|i|i|n	o	n	1	1	1	0	0	1
okady	2	5	o|k|a|d|y	o	y	2	2	2	0.55	0.55	1
okaesy	1	6	o|k|a|e|s|y	o	y	1	1	1	0.5714285714	0.5714285714	1
okag	1	4	o|k|a|g	o	g	1	1	1	1	1	1
okai	3	4	o|k|a|i	o	i	3	3	3	0.4848484848	0.4545454545	1
okaifhhy	1	8	o|k|a|i|f|h|h|y	o	y	1	1	1	0.5555555556	0.5555555556	31
okaifhy	1	7	o|k|a|i|f|h|y	o	y	1	1	1	1	1	31
okaii	1	5	o|k|a|i|i	o	i	1	1	1	0.3	0.3	1
okaiiin	7	7	o|k|a|i|i|i|n	o	n	7	7	4	0.5976190476	0.625	1
okaiikhal	1	9	o|k|a|i|i|k|h|a|l	o	l	1	1	1	0.75	0.75	536
okaiin	216	6	o|k|a|i|i|n	o	n	199	97	7	0.4854421722	0.5	1
okaiir	7	6	o|k|a|i|i|r	o	r	7	7	5	0.2762348762	0.2222222222	1
okaikaly	1	8	o|k|a|i|k|a|l|y	o	y	1	1	1	1	1	537
okail	1	5	o|k|a|i|l	o	l	1	1	1	0.6666666667	0.6666666667	1
okaildy	1	7	o|k|a|i|l|d|y	o	y	1	1	1	0.5555555556	0.5555555556	1
okaim	1	5	o|k|a|i|m	o	m	1	1	1	1	1	1
okain	141	5	o|k|a|i|n	o	n	136	53	7	0.5108234555	0.5	1
okainy	1	6	o|k|a|i|n|y	o	y	1	1	1	1	1	1
okaio	1	5	o|k|a|i|o	o	o	1	1	1	0.1428571429	0.1428571429	1
okaipchy	1	8	o|k|a|i|p|c|h|y	o	y	1	1	1	0.3703703704	0.3703703704	538
okair	20	5	o|k|a|i|r	o	r	19	17	4	0.4061822899	0.4222222222	1
okairady	1	8	o|k|a|i|r|a|d|y	o	y	1	1	1	0.5	0.5	15
okaircham	1	9	o|k|a|i|r|c|h|a|m	o	m	1	1	1	0.5	0.5	32
okairo	1	6	o|k|a|i|r|o	o	o	1	1	1	0.4	0.4	1
okairody	1	8	o|k|a|i|r|o|d|y	o	y	1	1	1	0.8333333333	0.8333333333	15
okairy	2	6	o|k|a|i|r|y	o	y	2	2	2	0.4038461538	0.4038461538	1
okal	156	4	o|k|a|l	o	l	149	84	8	0.5687342336	0.5714285714	1
okala	1	5	o|k|a|l|a	o	a	1	1	1	0.5	0.5	1
okalaiin	2	8	o|k|a|l|a|i|i|n	o	n	2	2	2	0.5875	0.5875	1
okalain	1	7	o|k|a|l|a|i|n	o	n	1	1	1	0.5454545455	0.5454545455	1
okalair	1	7	o|k|a|l|a|i|r	o	r	1	1	1	0.5	0.5	1
okalal	6	6	o|k|a|l|a|l	o	l	6	5	2	0.5903846154	0.6333333333	1
okalam	2	6	o|k|a|l|a|m	o	m	2	2	2	0.75	0.75	1
okalar	4	6	o|k|a|l|a|r	o	r	4	4	2	0.5344827586	0.5	1
okalchal	1	8	o|k|a|l|c|h|a|l	o	l	1	1	1	0.325	0.325	3
okalchdy	1	8	o|k|a|l|c|h|d|y	o	y	1	1	1	0.8333333333	0.8333333333	1
okalchedy	2	9	o|k|a|l|c|h|e|d|y	o	y	2	2	2	0.5892857143	0.5892857143	1
okalcheg	1	8	o|k|a|l|c|h|e|g	o	g	1	1	1	1	1	1
okalchey	1	8	o|k|a|l|c|h|e|y	o	y	1	1	1	0.9	0.9	1
okalchol	1	8	o|k|a|l|c|h|o|l	o	l	1	1	1	0.1666666667	0.1666666667	3
okalchy	3	7	o|k|a|l|c|h|y	o	y	3	3	2	0.6851851852	0.5555555556	1
okald	1	5	o|k|a|l|d	o	d	1	1	1	1	1	1
okaldain	1	8	o|k|a|l|d|a|i|n	o	n	1	1	1	0.3636363636	0.3636363636	1
okaldal	1	7	o|k|a|l|d|a|l	o	l	1	1	1	0.5	0.5	1
okaldaly	1	8	o|k|a|l|d|a|l|y	o	y	1	1	1	1	1	1
okaldam	1	7	o|k|a|l|d|a|m	o	m	1	1	1	1	1	1
okaldg	1	6	o|k|a|l|d|g	o	g	1	1	1	1	1	1
okaldy	10	6	o|k|a|l|d|y	o	y	10	9	5	0.5700252525	0.5	1
okalm	1	5	o|k|a|l|m	o	m	1	1	1	0.9428571429	0.9428571429	1
okalo	2	5	o|k|a|l|o	o	o	2	2	2	0.6136363636	0.6136363636	1
okalody	3	7	o|k|a|l|o|d|y	o	y	3	3	3	0.7361111111	1	1
okalol	3	6	o|k|a|l|o|l	o	l	3	2	2	0.53125	0.5714285714	1
okalor	2	6	o|k|a|l|o|r	o	r	2	2	2	0.7916666667	0.7916666667	1
okalshdy	1	8	o|k|a|l|s|h|d|y	o	y	1	1	1	0.3333333333	0.3333333333	1
okalshey	1	8	o|k|a|l|s|h|e|y	o	y	1	1	1	0.5238095238	0.5238095238	1
okaly	23	5	o|k|a|l|y	o	y	23	16	4	0.6530557607	0.5238095238	1
okalyd	1	6	o|k|a|l|y|d	o	d	1	1	1	0.5	0.5	1
okalys	1	6	o|k|a|l|y|s	o	s	1	1	1	0.75	0.75	1
okam	33	4	o|k|a|m	o	m	33	30	5	0.8174324833	1	1
okan	7	4	o|k|a|n	o	n	7	6	4	0.6784168213	0.5714285714	1
okaoky	1	6	o|k|a|o|k|y	o	y	1	1	1	0.5	0.5	1
okaos	1	5	o|k|a|o|s	o	s	1	1	1	0.5714285714	0.5714285714	1
okar	140	4	o|k|a|r	o	r	130	67	8	0.529248744	0.5555555556	1
okaradag	1	8	o|k|a|r|a|d|a|g	o	g	1	1	1	0.5	0.5	539
okaraiin	3	8	o|k|a|r|a|i|i|n	o	n	3	3	3	0.7962962963	0.8888888889	1
okaral	4	6	o|k|a|r|a|l	o	l	4	4	2	0.5656565657	0.5	1
okaram	3	6	o|k|a|r|a|m	o	m	3	3	2	0.5555555556	0.5	1
okaramal	1	8	o|k|a|r|a|m|a|l	o	l	1	1	1	0.5	0.5	540
okaramy	1	7	o|k|a|r|a|m|y	o	y	1	1	1	0.5	0.5	1
okarar	2	6	o|k|a|r|a|r	o	r	2	2	2	0.5301932367	0.5301932367	1
okarcham	1	8	o|k|a|r|c|h|a|m	o	m	1	1	1	0.5	0.5	32
okarchedy	1	9	o|k|a|r|c|h|e|d|y	o	y	1	1	1	1	1	1
okarchy	1	7	o|k|a|r|c|h|y	o	y	1	1	1	0.5	0.5	1
okardy	1	6	o|k|a|r|d|y	o	y	1	1	1	0.4	0.4	1
okarol	2	6	o|k|a|r|o|l	o	l	2	2	1	1	1	1
okary	12	5	o|k|a|r|y	o	y	12	11	7	0.7005952381	0.65	1
okas	4	4	o|k|a|s	o	s	4	4	3	0.5420454545	0.675	1
okasal	1	6	o|k|a|s|a|l	o	l	1	1	1	0.2222222222	0.2222222222	1
okasd	1	5	o|k|a|s|d	o	d	1	1	1	0.5	0.5	1
okasor	1	6	o|k|a|s|o|r	o	r	1	1	1	0.8888888889	0.8888888889	1
okch	2	4	o|k|c|h	o	h	2	2	2	0.4888888889	0.4888888889	1
okchaiin	2	8	o|k|c|h|a|i|i|n	o	n	2	2	2	0.4791666667	0.4791666667	1
okchain	1	7	o|k|c|h|a|i|n	o	n	1	1	1	0	0	1
okchal	4	6	o|k|c|h|a|l	o	l	4	4	1	0.6369047619	0.630952381	1
okchaldy	1	8	o|k|c|h|a|l|d|y	o	y	1	1	1	0.2857142857	0.2857142857	1
okchan	1	6	o|k|c|h|a|n	o	n	1	1	1	1	1	1
okchar	4	6	o|k|c|h|a|r	o	r	4	4	2	0.4053571429	0.3392857143	1
okcharain	1	9	o|k|c|h|a|r|a|i|n	o	n	1	1	1	1	1	541
okchd	6	5	o|k|c|h|d	o	d	6	6	3	0.4087962963	0.4625	1
okchdaim	1	8	o|k|c|h|d|a|i|m	o	m	1	1	1	1	1	1
okchdal	1	7	o|k|c|h|d|a|l	o	l	1	1	1	0.2222222222	0.2222222222	1
okchdam	1	7	o|k|c|h|d|a|m	o	m	1	1	1	1	1	1
okchdar	2	7	o|k|c|h|d|a|r	o	r	2	2	1	0.6506410256	0.6506410256	1
okchdarar	1	9	o|k|c|h|d|a|r|a|r	o	r	1	1	1	0.5	0.5	542
okchdldlo	1	9	o|k|c|h|d|l|d|l|o	o	o	1	1	1	0.5	0.5	543
okchdpchy	1	9	o|k|c|h|d|p|c|h|y	o	y	1	1	1	0.2727272727	0.2727272727	544
okchdy	28	6	o|k|c|h|d|y	o	y	27	20	6	0.5871368662	0.5521390374	1
okche	1	5	o|k|c|h|e	o	e	1	1	1	0.5	0.5	1
okchecf	1	7	o|k|c|h|e|c|f	o	f	1	1	1	0.5	0.5	545
okchechy	1	8	o|k|c|h|e|c|h|y	o	y	1	1	1	0	0	6
okchedaiin	1	10	o|k|c|h|e|d|a|i|i|n	o	n	1	1	1	0.8571428571	0.8571428571	1
okchedaly	1	9	o|k|c|h|e|d|a|l|y	o	y	1	1	1	0.5853658537	0.5853658537	546
okchedam	2	8	o|k|c|h|e|d|a|m	o	m	2	2	1	0.6111111111	0.6111111111	1
okchedy	24	7	o|k|c|h|e|d|y	o	y	24	18	5	0.5396032165	0.547008547	1
okcheeg	1	7	o|k|c|h|e|e|g	o	g	1	1	1	1	1	1
okcheeo	1	7	o|k|c|h|e|e|o	o	o	1	1	1	0.09090909091	0.09090909091	1
okcheey	5	7	o|k|c|h|e|e|y	o	y	5	5	2	0.2466666667	0.1666666667	1
okcheo	1	6	o|k|c|h|e|o	o	o	1	1	1	0	0	1
okcheochy	1	9	o|k|c|h|e|o|c|h|y	o	y	1	1	1	0	0	6
okcheod	1	7	o|k|c|h|e|o|d	o	d	1	1	1	0.6666666667	0.6666666667	1
okcheody	2	8	o|k|c|h|e|o|d|y	o	y	2	2	2	0.1666666667	0.1666666667	1
okcheol	1	7	o|k|c|h|e|o|l	o	l	1	1	1	0	0	1
okcheor	2	7	o|k|c|h|e|o|r	o	r	2	2	2	0.5833333333	0.5833333333	1
okchesal	1	8	o|k|c|h|e|s|a|l	o	l	1	1	1	0.1463414634	0.1463414634	547
okchey	32	6	o|k|c|h|e|y	o	y	32	29	6	0.4167256077	0.3875	1
okcheys	1	7	o|k|c|h|e|y|s	o	s	1	1	1	0.5	0.5	1
okchhy	1	6	o|k|c|h|h|y	o	y	1	1	1	0.6666666667	0.6666666667	1
okcho	8	5	o|k|c|h|o	o	o	8	8	3	0.5012085137	0.45	1
okchoal	1	7	o|k|c|h|o|a|l	o	l	1	1	1	1	1	1
okchod	1	6	o|k|c|h|o|d	o	d	1	1	1	0.8333333333	0.8333333333	1
okchodshy	1	9	o|k|c|h|o|d|s|h|y	o	y	1	1	1	0.2	0.2	33
okchody	6	7	o|k|c|h|o|d|y	o	y	6	5	4	0.5391785502	0.4375	1
okchoiiin	1	9	o|k|c|h|o|i|i|i|n	o	n	1	1	1	0.1428571429	0.1428571429	548
okchokol	1	8	o|k|c|h|o|k|o|l	o	l	1	1	1	1	1	549
okchokshy	1	9	o|k|c|h|o|k|s|h|y	o	y	1	1	1	1	1	33
okchol	14	6	o|k|c|h|o|l	o	l	13	12	4	0.5081555349	0.4191919192	1
okcholksh	1	9	o|k|c|h|o|l|k|s|h	o	h	1	1	1	0	0	550
okchom	2	6	o|k|c|h|o|m	o	m	2	2	1	0.9444444444	0.9444444444	1
okchop	1	6	o|k|c|h|o|p	o	p	1	1	1	0	0	1
okchor	18	6	o|k|c|h|o|r	o	r	18	16	5	0.4047859548	0.3666666667	1
okchos	1	6	o|k|c|h|o|s	o	s	1	1	1	0	0	1
okchoteees	1	10	o|k|c|h|o|t|e|e|e|s	o	s	1	1	1	0.7567567568	0.7567567568	551
okchoy	1	6	o|k|c|h|o|y	o	y	1	1	1	0.2222222222	0.2222222222	1
okchr	1	5	o|k|c|h|r	o	r	1	1	1	0.3870967742	0.3870967742	1
okchshy	1	7	o|k|c|h|s|h|y	o	y	1	1	1	0.5	0.5	1
okchy	31	5	o|k|c|h|y	o	y	31	27	7	0.4735837864	0.5	1
okchyd	1	6	o|k|c|h|y|d	o	d	1	1	1	1	1	1
okchydy	1	7	o|k|c|h|y|d|y	o	y	1	1	1	1	1	1
okdy	1	4	o|k|d|y	o	y	1	1	1	1	1	1
oke	1	3	o|k|e	o	e	1	1	1	0.3	0.3	1
okea	1	4	o|k|e|a	o	a	1	1	1	1	1	1
okeadaiin	1	9	o|k|e|a|d|a|i|i|n	o	n	1	1	1	0	0	1
okeady	1	6	o|k|e|a|d|y	o	y	1	1	1	1	1	1
okeaiin	2	7	o|k|e|a|i|i|n	o	n	2	2	2	0.4384615385	0.4384615385	1
okeal	14	5	o|k|e|a|l	o	l	14	12	5	0.3871650175	0.3875	1
okealar	2	7	o|k|e|a|l|a|r	o	r	2	2	1	0.75	0.75	1
okealy	1	6	o|k|e|a|l|y	o	y	1	1	1	0.9090909091	0.9090909091	1
okeam	3	5	o|k|e|a|m	o	m	3	3	2	0.725	0.875	1
okear	9	5	o|k|e|a|r	o	r	9	9	5	0.6025638692	0.6923076923	1
okearcheol	1	10	o|k|e|a|r|c|h|e|o|l	o	l	1	1	1	0.75	0.75	552
okeary	1	6	o|k|e|a|r|y	o	y	1	1	1	0.5	0.5	1
okechdar	1	8	o|k|e|c|h|d|a|r	o	r	1	1	1	0.2	0.2	1
okechdaral	1	10	o|k|e|c|h|d|a|r|a|l	o	l	1	1	1	0.5	0.5	553
okechdy	4	7	o|k|e|c|h|d|y	o	y	4	4	3	0.4493055556	0.5	1
okechedy	5	8	o|k|e|c|h|e|d|y	o	y	5	4	2	0.6661111111	0.6666666667	1
okecheey	1	8	o|k|e|c|h|e|e|y	o	y	1	1	1	0.1538461538	0.1538461538	1
okechey	2	7	o|k|e|c|h|e|y	o	y	2	2	2	0	0	1
okechod	1	7	o|k|e|c|h|o|d	o	d	1	1	1	0.625	0.625	1
okechoked	1	9	o|k|e|c|h|o|k|e|d	o	d	1	1	1	0.8	0.8	554
okechol	1	7	o|k|e|c|h|o|l	o	l	1	1	1	0.3333333333	0.3333333333	1
okecholy	1	8	o|k|e|c|h|o|l|y	o	y	1	1	1	0.6666666667	0.6666666667	1
okechoy	1	7	o|k|e|c|h|o|y	o	y	1	1	1	0.2647058824	0.2647058824	1
okechs	1	6	o|k|e|c|h|s	o	s	1	1	1	0.6666666667	0.6666666667	1
okechy	5	6	o|k|e|c|h|y	o	y	5	5	3	0.3769230769	0.3846153846	1
oked	3	4	o|k|e|d	o	d	3	3	2	0.4312169312	0.4523809524	1
okedaiin	4	8	o|k|e|d|a|i|i|n	o	n	4	4	2	0.4181998557	0.2987012987	1
okedain	3	7	o|k|e|d|a|i|n	o	n	3	2	1	0.4333333333	0.3	1
okedal	10	6	o|k|e|d|a|l	o	l	10	8	5	0.5606023837	0.5	1
okedalor	1	8	o|k|e|d|a|l|o|r	o	r	1	1	1	1	1	555
okedals	1	7	o|k|e|d|a|l|s	o	s	1	1	1	1	1	1
okedam	3	6	o|k|e|d|a|m	o	m	3	3	3	0.962962963	1	1
okedar	7	6	o|k|e|d|a|r	o	r	7	6	4	0.5475231118	0.7142857143	1
