Corpus	Position	TokenA	TokenB	Operation	PositionClass	SourceGlyph	TargetGlyph
Voynich	17950	shr	r	DELETION	BEGIN	S	
Voynich	17952	ol	ols	INSERTION	END		s
Voynich	17991	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	18029	chey	lchey	INSERTION	BEGIN		l
Voynich	18054	cheol	chol	DELETION	MIDDLE	e	
Voynich	18092	qokal	qokam	SUBSTITUTION	END	l	m
Voynich	18131	cheey	chey	SUBSTITUTION	MIDDLE	E	e
Voynich	18224	qolkeey	qolkeedy	INSERTION	END		d
Voynich	18255	oty	oky	SUBSTITUTION	MIDDLE	t	k
Voynich	18262	yteey	chyteey	INSERTION	BEGIN		H
Voynich	18283	ykeey	okeey	SUBSTITUTION	BEGIN	y	o
Voynich	18296	ch	y	SUBSTITUTION	MIDDLE	H	y
Voynich	18302	oteeedy	oteedy	DELETION	MIDDLE	e	
Voynich	18427	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	18462	opchedy	pchedy	DELETION	BEGIN	o	
Voynich	18476	qoltedy	qotedy	DELETION	MIDDLE	l	
Voynich	18485	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	18515	chol	ol	DELETION	BEGIN	H	
Voynich	18526	teey	oteey	INSERTION	BEGIN		o
Voynich	18563	r	ch	SUBSTITUTION	MIDDLE	r	H
Voynich	18564	ch	ain	SUBSTITUTION	MIDDLE	H	A
Voynich	18576	o	oiin	INSERTION	END		N
Voynich	18625	oteey	oty	DELETION	END	E	
Voynich	18630	okey	qokey	INSERTION	BEGIN		q
Voynich	18645	ol	or	SUBSTITUTION	END	l	r
Voynich	18649	ol	o	DELETION	END	l	
Voynich	18655	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	18657	yteey	teey	DELETION	BEGIN	y	
Voynich	18678	chl	ol	SUBSTITUTION	BEGIN	H	o
Voynich	18691	pol	ol	DELETION	BEGIN	p	
Voynich	18695	okeey	lkeey	SUBSTITUTION	BEGIN	o	l
Voynich	18721	ol	oiin	SUBSTITUTION	END	l	N
Voynich	18742	ain	y	SUBSTITUTION	MIDDLE	A	y
Voynich	18770	qokain	qotain	SUBSTITUTION	END	k	t
Voynich	18778	l	r	SUBSTITUTION	MIDDLE	l	r
Voynich	18786	qokaiin	qokar	SUBSTITUTION	END	N	r
Voynich	18803	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	18825	sheckhy	sheky	SUBSTITUTION	END	K	k
Voynich	18856	qokain	okain	DELETION	BEGIN	q	
Voynich	18876	teol	sheol	SUBSTITUTION	BEGIN	t	S
Voynich	18912	oty	qoty	INSERTION	BEGIN		q
Voynich	18956	qotey	qoty	DELETION	END	e	
Voynich	18993	qokain	okain	DELETION	BEGIN	q	
Voynich	19261	qol	tol	SUBSTITUTION	BEGIN	q	t
Voynich	19262	tol	tal	SUBSTITUTION	MIDDLE	o	a
Voynich	19380	shedy	lshedy	INSERTION	BEGIN		l
Voynich	19392	qokeey	qokey	SUBSTITUTION	END	E	e
Voynich	19452	qol	ol	DELETION	BEGIN	q	
Voynich	19453	ol	oiin	SUBSTITUTION	END	l	N
Voynich	19474	qokey	qokeey	SUBSTITUTION	END	e	E
Voynich	19479	sheyr	shey	DELETION	END	r	
Voynich	19552	pol	ol	DELETION	BEGIN	p	
Voynich	19576	opchedy	olpchedy	INSERTION	BEGIN		l
Voynich	19609	ol	or	SUBSTITUTION	END	l	r
Voynich	19707	qol	ol	DELETION	BEGIN	q	
Voynich	19712	ol	oly	INSERTION	END		y
Voynich	19718	chey	lchey	INSERTION	BEGIN		l
Voynich	19780	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	19787	dal	dar	SUBSTITUTION	END	l	r
Voynich	19802	al	ol	SUBSTITUTION	BEGIN	a	o
Voynich	19803	ol	rol	INSERTION	BEGIN		r
Voynich	19806	saiin	daiin	SUBSTITUTION	BEGIN	s	d
Voynich	19821	dain	dy	SUBSTITUTION	END	A	y
Voynich	19840	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	19856	shedy	sheedy	SUBSTITUTION	MIDDLE	e	E
Voynich	19880	qokeey	okeey	DELETION	BEGIN	q	
Voynich	19881	okeey	oky	DELETION	END	E	
Voynich	19884	qoky	oky	DELETION	BEGIN	q	
Voynich	19885	oky	lky	SUBSTITUTION	BEGIN	o	l
Voynich	19890	qol	ol	DELETION	BEGIN	q	
Voynich	19933	chdy	pchdy	INSERTION	BEGIN		p
Voynich	19962	qokar	qokal	SUBSTITUTION	END	r	l
Voynich	19988	lchedy	chedy	DELETION	BEGIN	l	
Voynich	20092	qokeey	qoky	DELETION	END	E	
Voynich	20148	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	20154	chdy	dy	DELETION	BEGIN	H	
Voynich	20160	r	or	INSERTION	BEGIN		o
Voynich	20161	or	ol	SUBSTITUTION	END	r	l
Voynich	20184	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	20265	qoteedy	qokeedy	SUBSTITUTION	MIDDLE	t	k
Voynich	20281	lchedy	rchedy	SUBSTITUTION	BEGIN	l	r
Voynich	20308	lchey	lcheckhy	INSERTION	END		K
Voynich	20356	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	20371	qokey	qokedy	INSERTION	END		d
Voynich	20381	sheckhy	shey	DELETION	END	K	
Voynich	20427	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	20436	rchedy	pchedy	SUBSTITUTION	BEGIN	r	p
Voynich	20477	chdy	dy	DELETION	BEGIN	H	
Voynich	20484	qokedy	qolkedy	INSERTION	MIDDLE		l
Voynich	20495	okain	olkain	INSERTION	MIDDLE		l
Voynich	20523	y	l	SUBSTITUTION	MIDDLE	y	l
Voynich	20538	chol	qol	SUBSTITUTION	BEGIN	H	q
Voynich	20577	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	20584	i	h	SUBSTITUTION	MIDDLE	i	h
Voynich	20767	okedy	qokedy	INSERTION	BEGIN		q
Voynich	20830	shedy	shey	DELETION	END	d	
Voynich	20848	qokchedy	qokedy	DELETION	MIDDLE	H	
Voynich	20855	chedain	chedy	SUBSTITUTION	END	A	y
Voynich	20871	checthy	chety	SUBSTITUTION	END	C	t
Voynich	20883	qokeey	qoky	DELETION	END	E	
Voynich	20906	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	20919	sy	s	DELETION	END	y	
Voynich	20936	shy	shey	INSERTION	MIDDLE		e
Voynich	20941	lkedy	lchedy	SUBSTITUTION	BEGIN	k	H
Voynich	20953	solchedy	olchedy	DELETION	BEGIN	s	
Voynich	20960	sol	ol	DELETION	BEGIN	s	
Voynich	21074	qokaiin	okaiin	DELETION	BEGIN	q	
Voynich	21117	qolchedy	qolchdy	DELETION	END	e	
Voynich	21151	qokal	qoka	DELETION	END	l	
Voynich	21161	qokeedy	qolkeedy	INSERTION	MIDDLE		l
Voynich	21229	qol	shol	SUBSTITUTION	BEGIN	q	S
Voynich	21285	olshed	opshed	SUBSTITUTION	BEGIN	l	p
Voynich	21300	or	ol	SUBSTITUTION	END	r	l
Voynich	21309	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	21310	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	21320	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	21321	l	ol	INSERTION	BEGIN		o
Voynich	21329	cphol	sol	SUBSTITUTION	BEGIN	P	s
Voynich	21334	qokeedy	qokeey	DELETION	END	d	
Voynich	21346	shckhy	chckhy	SUBSTITUTION	BEGIN	S	H
Voynich	21391	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	21411	ol	or	SUBSTITUTION	END	l	r
Voynich	21434	okedy	otedy	SUBSTITUTION	BEGIN	k	t
Voynich	21456	ofoly	oroly	SUBSTITUTION	BEGIN	f	r
Voynich	21464	qor	or	DELETION	BEGIN	q	
Voynich	21508	ytedy	tedy	DELETION	BEGIN	y	
Voynich	21520	tchdy	tedy	SUBSTITUTION	MIDDLE	H	e
Voynich	21620	dar	ar	DELETION	BEGIN	d	
Voynich	21647	otedy	qotedy	INSERTION	BEGIN		q
Voynich	21651	oteey	qoteey	INSERTION	BEGIN		q
Voynich	21672	kedy	okedy	INSERTION	BEGIN		o
Voynich	21677	qokedy	okedy	DELETION	BEGIN	q	
Voynich	21679	qokeedy	okeedy	DELETION	BEGIN	q	
Voynich	21688	okeedy	chkeedy	SUBSTITUTION	BEGIN	o	H
Voynich	21693	qokeedy	qoeedy	DELETION	MIDDLE	k	
Voynich	21704	dain	dy	SUBSTITUTION	END	A	y
Voynich	21728	dol	ol	DELETION	BEGIN	d	
Voynich	21730	otedy	okedy	SUBSTITUTION	BEGIN	t	k
Voynich	21732	okedy	qokedy	INSERTION	BEGIN		q
Voynich	21734	dal	dar	SUBSTITUTION	END	l	r
Voynich	21746	kedy	chedy	SUBSTITUTION	BEGIN	k	H
Voynich	21756	qokedy	qokey	DELETION	END	d	
Voynich	21809	y	r	SUBSTITUTION	MIDDLE	y	r
Voynich	21820	okedy	okey	DELETION	END	d	
Voynich	21839	qokain	okain	DELETION	BEGIN	q	
Voynich	21872	qokedy	qokey	DELETION	END	d	
Voynich	21890	qokey	qokedy	INSERTION	END		d
Voynich	21894	okey	okeshy	INSERTION	END		S
Voynich	21923	shey	shes	SUBSTITUTION	END	y	s
Voynich	21950	olchey	lchey	DELETION	BEGIN	o	
Voynich	21996	ar	aiin	SUBSTITUTION	END	r	N
Voynich	22024	tchedy	kchedy	SUBSTITUTION	BEGIN	t	k
Voynich	22031	kedy	tedy	SUBSTITUTION	BEGIN	k	t
Voynich	22058	daiin	dal	SUBSTITUTION	END	N	l
Voynich	22083	dal	chdal	INSERTION	BEGIN		H
Voynich	22119	ar	aiin	SUBSTITUTION	END	r	N
Voynich	22128	okaiin	okal	SUBSTITUTION	END	N	l
Voynich	22130	al	dl	SUBSTITUTION	BEGIN	a	d
Voynich	22139	qokar	okar	DELETION	BEGIN	q	
Voynich	22163	okchy	okchdy	INSERTION	END		d
Voynich	22166	dam	lam	SUBSTITUTION	BEGIN	d	l
Voynich	22248	otor	odor	SUBSTITUTION	MIDDLE	t	d
Voynich	22264	okar	otar	SUBSTITUTION	MIDDLE	k	t
Voynich	22305	otar	ytar	SUBSTITUTION	BEGIN	o	y
Voynich	22310	otar	olar	SUBSTITUTION	MIDDLE	t	l
Voynich	22334	otchdy	otody	SUBSTITUTION	MIDDLE	H	o
Voynich	22338	otodar	otodaiin	SUBSTITUTION	END	r	N
Voynich	22340	opaiin	otaiin	SUBSTITUTION	MIDDLE	p	t
Voynich	22415	shedy	tedy	SUBSTITUTION	BEGIN	S	t
Voynich	22470	chol	ol	DELETION	BEGIN	H	
Voynich	22480	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	22493	dal	al	DELETION	BEGIN	d	
Voynich	22499	ol	om	SUBSTITUTION	END	l	m
Voynich	22512	oteed	oteedy	INSERTION	END		y
Voynich	22544	r	ar	INSERTION	BEGIN		a
Voynich	22545	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	22554	ol	al	SUBSTITUTION	BEGIN	o	a
Voynich	22555	al	ol	SUBSTITUTION	BEGIN	a	o
Voynich	22556	ol	al	SUBSTITUTION	BEGIN	o	a
Voynich	22560	okod	oked	SUBSTITUTION	END	o	e
Voynich	22561	oked	okeo	SUBSTITUTION	END	d	o
Voynich	22673	osar	otar	SUBSTITUTION	MIDDLE	s	t
Voynich	22680	otedy	qotedy	INSERTION	BEGIN		q
Voynich	22720	d	dy	INSERTION	END		y
Voynich	22724	os	om	SUBSTITUTION	END	s	m
Voynich	22742	s	y	SUBSTITUTION	MIDDLE	s	y
Voynich	22743	y	o	SUBSTITUTION	MIDDLE	y	o
Voynich	22744	o	d	SUBSTITUTION	MIDDLE	o	d
Voynich	22747	x	k	SUBSTITUTION	MIDDLE	x	k
Voynich	22748	k	r	SUBSTITUTION	MIDDLE	k	r
Voynich	22759	oir	or	DELETION	MIDDLE	i	
Voynich	22781	otedain	otedy	SUBSTITUTION	END	A	y
Voynich	22822	okedy	okchedy	INSERTION	MIDDLE		H
Voynich	22839	otodar	otedar	SUBSTITUTION	MIDDLE	o	e
Voynich	22863	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	22864	r	a	SUBSTITUTION	MIDDLE	r	a
Voynich	22865	a	r	SUBSTITUTION	MIDDLE	a	r
Voynich	23003	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	23099	chetdy	chedy	DELETION	MIDDLE	t	
Voynich	23129	shd	shy	SUBSTITUTION	END	d	y
Voynich	23130	shy	y	DELETION	BEGIN	S	
Voynich	23135	oiin	or	SUBSTITUTION	END	N	r
Voynich	23136	or	oiin	SUBSTITUTION	END	r	N
Voynich	23174	ol	dol	INSERTION	BEGIN		d
Voynich	23182	qokeol	qoeol	DELETION	MIDDLE	k	
Voynich	23198	al	ol	SUBSTITUTION	BEGIN	a	o
Voynich	23203	sh	s	SUBSTITUTION	MIDDLE	S	s
Voynich	23279	lol	chol	SUBSTITUTION	BEGIN	l	H
Voynich	23307	ol	or	SUBSTITUTION	END	l	r
Voynich	23345	olaiin	olkaiin	INSERTION	MIDDLE		k
Voynich	23403	okaiin	qokaiin	INSERTION	BEGIN		q
Voynich	23461	tar	ar	DELETION	BEGIN	t	
Voynich	23462	ar	am	SUBSTITUTION	END	r	m
Voynich	23534	qokaiin	qokar	SUBSTITUTION	END	N	r
Voynich	23535	qokar	okar	DELETION	BEGIN	q	
Voynich	23542	d	y	SUBSTITUTION	MIDDLE	d	y
Voynich	23552	ytaiin	ykaiin	SUBSTITUTION	MIDDLE	t	k
Voynich	23596	ld	lo	SUBSTITUTION	END	d	o
Voynich	23597	lo	l	DELETION	END	o	
Voynich	23611	or	oro	INSERTION	END		o
Voynich	23619	qotaiin	qokaiin	SUBSTITUTION	MIDDLE	t	k
Voynich	23633	lkaiin	olkaiin	INSERTION	BEGIN		o
Voynich	23661	qokain	qoky	SUBSTITUTION	END	A	y
Voynich	23707	okaiin	okan	SUBSTITUTION	END	N	n
Voynich	23785	ytar	ytaiin	SUBSTITUTION	END	r	N
Voynich	23828	chor	or	DELETION	BEGIN	H	
Voynich	23831	otam	ytam	SUBSTITUTION	BEGIN	o	y
Voynich	23845	al	ar	SUBSTITUTION	END	l	r
Voynich	23869	ar	aiin	SUBSTITUTION	END	r	N
Voynich	23922	oty	otain	SUBSTITUTION	END	y	A
Voynich	23926	ar	aiin	SUBSTITUTION	END	r	N
Voynich	23935	oar	ar	DELETION	BEGIN	o	
Voynich	23936	ar	aiin	SUBSTITUTION	END	r	N
Voynich	23984	pshody	shody	DELETION	BEGIN	p	
Voynich	23992	pchor	ypchor	INSERTION	BEGIN		y
Voynich	24006	kar	ar	DELETION	BEGIN	k	
Voynich	24007	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	24024	tal	tar	SUBSTITUTION	END	l	r
Voynich	24079	ytair	ytaim	SUBSTITUTION	END	r	m
Voynich	24132	taiin	ytaiin	INSERTION	BEGIN		y
Voynich	24136	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	24145	ar	aiin	SUBSTITUTION	END	r	N
Voynich	24146	aiin	ar	SUBSTITUTION	END	N	r
Voynich	24147	ar	am	SUBSTITUTION	END	r	m
Voynich	24155	ytain	otain	SUBSTITUTION	BEGIN	y	o
Voynich	24164	ar	aiin	SUBSTITUTION	END	r	N
Voynich	24181	opchedy	okchedy	SUBSTITUTION	BEGIN	p	k
Voynich	24226	osheey	orsheey	INSERTION	BEGIN		r
Voynich	24237	ar	aiin	SUBSTITUTION	END	r	N
Voynich	24318	otar	otaiin	SUBSTITUTION	END	r	N
Voynich	24337	otaiin	ytaiin	SUBSTITUTION	BEGIN	o	y
Voynich	24353	oteey	olteey	INSERTION	BEGIN		l
Voynich	24498	cheol	cheos	SUBSTITUTION	END	l	s
Voynich	24522	s	cth	SUBSTITUTION	MIDDLE	s	C
Voynich	24547	qokeod	qokeog	SUBSTITUTION	END	d	g
Voynich	24627	oain	or	SUBSTITUTION	END	A	r
Voynich	24628	or	om	SUBSTITUTION	END	r	m
Voynich	24635	or	om	SUBSTITUTION	END	r	m
Voynich	24641	cheos	cheol	SUBSTITUTION	END	s	l
Voynich	24720	cheol	chol	DELETION	MIDDLE	e	
Voynich	24722	chey	ckhey	SUBSTITUTION	BEGIN	H	K
Voynich	24747	chol	dol	SUBSTITUTION	BEGIN	H	d
Voynich	24765	dshor	shor	DELETION	BEGIN	d	
Voynich	24785	y	s	SUBSTITUTION	MIDDLE	y	s
Voynich	24862	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	24942	cheoky	cheody	SUBSTITUTION	END	k	d
Voynich	24981	daiin	dam	SUBSTITUTION	END	N	m
Voynich	24984	al	dal	INSERTION	BEGIN		d
Voynich	25031	cheody	cheodain	SUBSTITUTION	END	y	A
Voynich	25067	chody	cheedy	SUBSTITUTION	MIDDLE	o	E
Voynich	25086	cheody	cheoky	SUBSTITUTION	END	d	k
Voynich	25098	sheor	shor	DELETION	MIDDLE	e	
Voynich	25120	chol	cheol	INSERTION	MIDDLE		e
Voynich	25135	okey	okeey	SUBSTITUTION	END	e	E
Voynich	25136	okeey	keey	DELETION	BEGIN	o	
Voynich	25165	opcheor	opcheol	SUBSTITUTION	END	r	l
Voynich	25167	shody	sholdy	INSERTION	MIDDLE		l
Voynich	25178	daiin	dal	SUBSTITUTION	END	N	l
Voynich	25205	daiin	dal	SUBSTITUTION	END	N	l
Voynich	25214	chol	cheol	INSERTION	MIDDLE		e
Voynich	25217	qo	qol	INSERTION	END		l
Voynich	25227	cheey	keey	SUBSTITUTION	BEGIN	H	k
Voynich	25253	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	25254	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	25316	chor	chos	SUBSTITUTION	END	r	s
Voynich	25317	chos	cheos	INSERTION	MIDDLE		e
Voynich	25359	s	siin	INSERTION	END		N
Voynich	25368	y	ch	SUBSTITUTION	MIDDLE	y	H
Voynich	25429	daiin	odaiin	INSERTION	BEGIN		o
Voynich	25442	chty	chy	DELETION	MIDDLE	t	
Voynich	25445	dair	air	DELETION	BEGIN	d	
Voynich	25520	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	25527	daiin	dar	SUBSTITUTION	END	N	r
Voynich	25697	qokeod	qokeo	DELETION	END	d	
Voynich	25699	chol	ol	DELETION	BEGIN	H	
Voynich	25756	chy	shy	SUBSTITUTION	BEGIN	H	S
Voynich	25823	chol	ol	DELETION	BEGIN	H	
Voynich	25836	sy	s	DELETION	END	y	
Voynich	25842	keey	keeey	INSERTION	END		e
Voynich	25881	asiin	aiin	DELETION	MIDDLE	s	
Voynich	25937	cfhol	dol	SUBSTITUTION	BEGIN	F	d
Voynich	25949	shor	shol	SUBSTITUTION	END	r	l
Voynich	25965	keol	cheol	SUBSTITUTION	BEGIN	k	H
Voynich	25968	okeol	oteol	SUBSTITUTION	BEGIN	k	t
Voynich	25973	al	sal	INSERTION	BEGIN		s
Voynich	26007	dol	shol	SUBSTITUTION	BEGIN	d	S
Voynich	26044	ol	chol	INSERTION	BEGIN		H
Voynich	26045	chol	cthol	SUBSTITUTION	BEGIN	H	C
Voynich	26066	daiin	dar	SUBSTITUTION	END	N	r
Voynich	26079	sol	shol	SUBSTITUTION	BEGIN	s	S
Voynich	26118	teol	sheol	SUBSTITUTION	BEGIN	t	S
Voynich	26134	sar	dar	SUBSTITUTION	BEGIN	s	d
Voynich	26277	otchy	qotchy	INSERTION	BEGIN		q
Voynich	26279	par	ar	DELETION	BEGIN	p	
Voynich	26282	okedy	okeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	26313	chcthy	chdy	SUBSTITUTION	MIDDLE	C	d
Voynich	26314	chdy	chckhy	SUBSTITUTION	MIDDLE	d	K
Voynich	26387	lchedy	chedy	DELETION	BEGIN	l	
Voynich	26433	otain	oty	SUBSTITUTION	END	A	y
Voynich	26450	tor	or	DELETION	BEGIN	t	
Voynich	26465	ol	shol	INSERTION	BEGIN		S
Voynich	26470	qokar	okar	DELETION	BEGIN	q	
Voynich	26471	okar	qokar	INSERTION	BEGIN		q
Voynich	26574	qoksh	qokain	SUBSTITUTION	END	S	A
Voynich	26623	tar	otar	INSERTION	BEGIN		o
Voynich	26625	chdy	kchdy	INSERTION	BEGIN		k
Voynich	26635	okedy	okchedy	INSERTION	MIDDLE		H
Voynich	26657	shedy	kshedy	INSERTION	BEGIN		k
Voynich	26685	cpheol	cpheor	SUBSTITUTION	END	l	r
Voynich	26692	qokeody	qokeeody	SUBSTITUTION	MIDDLE	e	E
Voynich	26698	ckheody	keody	SUBSTITUTION	BEGIN	K	k
Voynich	26702	or	chor	INSERTION	BEGIN		H
Voynich	26725	or	ckhor	INSERTION	BEGIN		K
Voynich	26759	dy	d	DELETION	END	y	
Voynich	26772	ytear	yteor	SUBSTITUTION	END	a	o
Voynich	26906	okoly	okoldy	INSERTION	END		d
Voynich	26962	chey	ckhey	SUBSTITUTION	BEGIN	H	K
Voynich	26973	keey	ctheey	SUBSTITUTION	BEGIN	k	C
Voynich	26975	ykeol	okeol	SUBSTITUTION	BEGIN	y	o
Voynich	26995	okeey	qokeey	INSERTION	BEGIN		q
Voynich	27038	qokchol	qokeol	SUBSTITUTION	MIDDLE	H	e
Voynich	27044	qokeo	qokeol	INSERTION	END		l
Voynich	27082	okeol	qokeol	INSERTION	BEGIN		q
Voynich	27123	okal	okaiin	SUBSTITUTION	END	l	N
Voynich	27159	qokeol	okeol	DELETION	BEGIN	q	
Voynich	27199	sar	char	SUBSTITUTION	BEGIN	s	H
Voynich	27221	o	s	SUBSTITUTION	MIDDLE	o	s
Voynich	27244	chor	chol	SUBSTITUTION	END	r	l
Voynich	27264	chol	cphol	SUBSTITUTION	BEGIN	H	P
Voynich	27265	cphol	shol	SUBSTITUTION	BEGIN	P	S
Voynich	27269	chor	chol	SUBSTITUTION	END	r	l
Voynich	27305	chol	cheol	INSERTION	MIDDLE		e
Voynich	27356	okeor	okeol	SUBSTITUTION	END	r	l
Voynich	27437	r	or	INSERTION	BEGIN		o
Voynich	27438	or	ol	SUBSTITUTION	END	r	l
Voynich	27471	or	ol	SUBSTITUTION	END	r	l
Voynich	27506	ctheol	cheol	SUBSTITUTION	BEGIN	C	H
Voynich	27514	okol	okeol	INSERTION	MIDDLE		e
Voynich	27534	sho	shol	INSERTION	END		l
Voynich	27561	sheoor	sheor	DELETION	END	o	
Voynich	27586	or	ory	INSERTION	END		y
Voynich	27623	odor	dor	DELETION	BEGIN	o	
Voynich	27627	chol	dol	SUBSTITUTION	BEGIN	H	d
Voynich	27672	chor	or	DELETION	BEGIN	H	
Voynich	27681	or	o	DELETION	END	r	
Voynich	27682	o	or	INSERTION	END		r
Voynich	27724	or	ol	SUBSTITUTION	END	r	l
Voynich	27730	olcheol	opcheol	SUBSTITUTION	BEGIN	l	p
Voynich	27792	chey	kchey	INSERTION	BEGIN		k
Voynich	27831	chol	choly	INSERTION	END		y
Voynich	27851	teol	cheol	SUBSTITUTION	BEGIN	t	H
Voynich	27897	oteol	qoteol	INSERTION	BEGIN		q
Voynich	28038	ykeey	okeey	SUBSTITUTION	BEGIN	y	o
Voynich	28039	okeey	qokeey	INSERTION	BEGIN		q
Voynich	28041	dol	ol	DELETION	BEGIN	d	
Voynich	28049	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	28099	l	y	SUBSTITUTION	MIDDLE	l	y
Voynich	28114	d	o	SUBSTITUTION	MIDDLE	d	o
Voynich	28147	shy	y	DELETION	BEGIN	S	
Voynich	28154	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	28155	l	o	SUBSTITUTION	MIDDLE	l	o
Voynich	28156	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	28157	r	o	SUBSTITUTION	MIDDLE	r	o
Voynich	28158	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	28169	dol	ol	DELETION	BEGIN	d	
Voynich	28180	os	oiin	SUBSTITUTION	END	s	N
Voynich	28250	o	s	SUBSTITUTION	MIDDLE	o	s
Voynich	28282	okey	okeey	SUBSTITUTION	END	e	E
Voynich	28288	kor	or	DELETION	BEGIN	k	
Voynich	28296	cheey	ckheey	SUBSTITUTION	BEGIN	H	K
Voynich	28353	sol	chol	SUBSTITUTION	BEGIN	s	H
Voynich	28384	chor	cheor	INSERTION	MIDDLE		e
Voynich	28481	qokedy	okedy	DELETION	BEGIN	q	
Voynich	28553	ol	oain	SUBSTITUTION	END	l	A
Voynich	28579	shey	shckhy	SUBSTITUTION	MIDDLE	e	K
Voynich	28643	okain	qokain	INSERTION	BEGIN		q
Voynich	28710	chckhey	chey	DELETION	MIDDLE	K	
Voynich	28727	okeey	qokeey	INSERTION	BEGIN		q
Voynich	28734	qokeey	okeey	DELETION	BEGIN	q	
Voynich	28808	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	28809	qokeedy	qokeey	DELETION	END	d	
Voynich	28818	qokeedy	qokchdy	SUBSTITUTION	MIDDLE	E	H
Voynich	28887	qoteedy	oteedy	DELETION	BEGIN	q	
Voynich	28921	ain	l	SUBSTITUTION	MIDDLE	A	l
Voynich	28922	l	ol	INSERTION	BEGIN		o
Voynich	28936	cheey	chey	SUBSTITUTION	MIDDLE	E	e
Voynich	28938	qokeey	okeey	DELETION	BEGIN	q	
Voynich	29009	qokeey	okeey	DELETION	BEGIN	q	
Voynich	29087	l	ol	INSERTION	BEGIN		o
Voynich	29121	lcheey	lchdy	SUBSTITUTION	END	E	d
Voynich	29129	otain	ota	SUBSTITUTION	END	A	a
Voynich	29155	lchedy	chedy	DELETION	BEGIN	l	
Voynich	29206	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	29215	olan	otan	SUBSTITUTION	MIDDLE	l	t
Voynich	29319	ykeey	okeey	SUBSTITUTION	BEGIN	y	o
Voynich	29372	shey	lshey	INSERTION	BEGIN		l
Voynich	29410	cheey	lcheey	INSERTION	BEGIN		l
Voynich	29413	shckhy	sheckhy	INSERTION	MIDDLE		e
Voynich	29439	ar	aiin	SUBSTITUTION	END	r	N
Voynich	29457	otedy	otody	SUBSTITUTION	MIDDLE	e	o
Voynich	29465	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	29476	ol	chl	SUBSTITUTION	BEGIN	o	H
Voynich	29477	chl	ol	SUBSTITUTION	BEGIN	H	o
Voynich	29502	shedy	chedy	SUBSTITUTION	BEGIN	S	H
Voynich	29509	lsheedy	lkeedy	SUBSTITUTION	BEGIN	S	k
Voynich	29517	okar	otar	SUBSTITUTION	MIDDLE	k	t
Voynich	29690	qokaiin	qotaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	29695	cphaiin	daiin	SUBSTITUTION	BEGIN	P	d
Voynich	29709	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	29782	chol	cheol	INSERTION	MIDDLE		e
Voynich	29811	ar	aiin	SUBSTITUTION	END	r	N
Voynich	29868	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	29909	ol	dl	SUBSTITUTION	BEGIN	o	d
Voynich	29929	shol	sheol	INSERTION	MIDDLE		e
Voynich	29934	chedy	shedy	SUBSTITUTION	BEGIN	H	S
Voynich	29947	ain	o	SUBSTITUTION	MIDDLE	A	o
Voynich	29949	chedy	cheedy	SUBSTITUTION	MIDDLE	e	E
Voynich	29950	cheedy	chedy	SUBSTITUTION	MIDDLE	E	e
Voynich	29994	qotol	qokol	SUBSTITUTION	MIDDLE	t	k
Voynich	30002	oteeey	oteedy	SUBSTITUTION	END	e	d
Voynich	30043	as	aiin	SUBSTITUTION	END	s	N
