mechanism_id	scaling_policy_id	corpus_scale	metric_id	n	range	stability
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.038424	PARTIALLY_STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_ambiguous	CUE_RESET_LOCAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.018251	PARTIALLY_STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.031160	PARTIALLY_STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cue_based	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.000737	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.054255	PARTIALLY_STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.032595	PARTIALLY_STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.001910	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.065656	PARTIALLY_STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.055381	PARTIALLY_STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.033792	PARTIALLY_STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.000000	STABLE
synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	EF1_GIANT_COMPONENT_SHARE	3	0.003906	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	LP4_PREFIX_ATTACHMENT_NMI	3	0.006356	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	LP4_SUFFIX_ATTACHMENT_NMI	3	0.007427	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	LARGE	cs7/edit-distance-x-structural-distance	3	0.023921	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	EF1_GIANT_COMPONENT_SHARE	3	0.007812	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	EF1_ISOLATE_SHARE	3	0.015625	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	LP4_PREFIX_ATTACHMENT_NMI	3	0.024507	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	LP4_SUFFIX_ATTACHMENT_NMI	3	0.015413	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	MEDIUM	cs7/edit-distance-x-structural-distance	3	0.038903	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	EF1_GIANT_COMPONENT_SHARE	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	EF1_ISOLATE_SHARE	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	EF2_GLOBAL_CLUSTERING	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	EF3_DEGREE_FREQUENCY_SPEARMAN	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	LP1_RULE_SUPPORT_GINI	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	LP4_PREFIX_ATTACHMENT_NMI	3	0.041394	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	LP4_SUFFIX_ATTACHMENT_NMI	3	0.028045	PARTIALLY_STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	cs6/family-diversity-x-line-length	3	0.000000	STABLE
synthetic_literal_storage	LITERAL_RESET_V1	SMALL	cs7/edit-distance-x-structural-distance	3	0.033718	PARTIALLY_STABLE
