job_id	stage	model_class	candidate_id	corpus	transcription	partition	status	failure_class
job-001744	CALIBRATION	M4	M4-025	MFC1	P05	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001745	CALIBRATION	M4	M4-026	MFC1	P05	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001746	CALIBRATION	M4	M4-027	MFC1	P05	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001747	CALIBRATION	M5	M5-001	MFC1	P05	CALIBRATION	OK	
job-001748	CALIBRATION	M5	M5-002	MFC1	P05	CALIBRATION	OK	
job-001749	CALIBRATION	M5	M5-003	MFC1	P05	CALIBRATION	OK	
job-001750	CALIBRATION	M5	M5-004	MFC1	P05	CALIBRATION	OK	
job-001751	CALIBRATION	M5	M5-005	MFC1	P05	CALIBRATION	OK	
job-001752	CALIBRATION	M5	M5-006	MFC1	P05	CALIBRATION	OK	
job-001753	CALIBRATION	M5	M5-007	MFC1	P05	CALIBRATION	OK	
job-001754	CALIBRATION	M5	M5-008	MFC1	P05	CALIBRATION	OK	
job-001755	CALIBRATION	M5	M5-009	MFC1	P05	CALIBRATION	OK	
job-001756	CALIBRATION	M5	M5-010	MFC1	P05	CALIBRATION	OK	
job-001757	CALIBRATION	M5	M5-011	MFC1	P05	CALIBRATION	OK	
job-001758	CALIBRATION	M5	M5-012	MFC1	P05	CALIBRATION	OK	
job-001759	CALIBRATION	M5	M5-013	MFC1	P05	CALIBRATION	OK	
job-001760	CALIBRATION	M5	M5-014	MFC1	P05	CALIBRATION	OK	
job-001761	CALIBRATION	M5	M5-015	MFC1	P05	CALIBRATION	OK	
job-001762	CALIBRATION	M5	M5-016	MFC1	P05	CALIBRATION	OK	
job-001763	CALIBRATION	M5	M5-017	MFC1	P05	CALIBRATION	OK	
job-001764	CALIBRATION	M5	M5-018	MFC1	P05	CALIBRATION	OK	
job-001765	CALIBRATION	M0	M0-001	MFC1	P06	CALIBRATION	OK	
job-001766	CALIBRATION	M0	M0-002	MFC1	P06	CALIBRATION	OK	
job-001767	CALIBRATION	M0	M0-003	MFC1	P06	CALIBRATION	OK	
job-001768	CALIBRATION	M1	M1-001	MFC1	P06	CALIBRATION	OK	
job-001769	CALIBRATION	M1	M1-002	MFC1	P06	CALIBRATION	OK	
job-001770	CALIBRATION	M1	M1-003	MFC1	P06	CALIBRATION	OK	
job-001771	CALIBRATION	M1	M1-004	MFC1	P06	CALIBRATION	OK	
job-001772	CALIBRATION	M1	M1-005	MFC1	P06	CALIBRATION	OK	
job-001773	CALIBRATION	M1	M1-006	MFC1	P06	CALIBRATION	OK	
job-001774	CALIBRATION	M1	M1-007	MFC1	P06	CALIBRATION	OK	
job-001775	CALIBRATION	M1	M1-008	MFC1	P06	CALIBRATION	OK	
job-001776	CALIBRATION	M1	M1-009	MFC1	P06	CALIBRATION	OK	
job-001777	CALIBRATION	M1	M1-010	MFC1	P06	CALIBRATION	OK	
job-001778	CALIBRATION	M1	M1-011	MFC1	P06	CALIBRATION	OK	
job-001779	CALIBRATION	M1	M1-012	MFC1	P06	CALIBRATION	OK	
job-001780	CALIBRATION	M1	M1-013	MFC1	P06	CALIBRATION	OK	
job-001781	CALIBRATION	M1	M1-014	MFC1	P06	CALIBRATION	OK	
job-001782	CALIBRATION	M1	M1-015	MFC1	P06	CALIBRATION	OK	
job-001783	CALIBRATION	M1	M1-016	MFC1	P06	CALIBRATION	OK	
job-001784	CALIBRATION	M1	M1-017	MFC1	P06	CALIBRATION	OK	
job-001785	CALIBRATION	M1	M1-018	MFC1	P06	CALIBRATION	OK	
job-001786	CALIBRATION	M2	M2-001	MFC1	P06	CALIBRATION	OK	
job-001787	CALIBRATION	M2	M2-002	MFC1	P06	CALIBRATION	OK	
job-001788	CALIBRATION	M2	M2-003	MFC1	P06	CALIBRATION	OK	
job-001789	CALIBRATION	M2	M2-004	MFC1	P06	CALIBRATION	OK	
job-001790	CALIBRATION	M2	M2-005	MFC1	P06	CALIBRATION	OK	
job-001791	CALIBRATION	M2	M2-006	MFC1	P06	CALIBRATION	OK	
job-001792	CALIBRATION	M2	M2-007	MFC1	P06	CALIBRATION	OK	
job-001793	CALIBRATION	M2	M2-008	MFC1	P06	CALIBRATION	OK	
job-001794	CALIBRATION	M2	M2-009	MFC1	P06	CALIBRATION	OK	
job-001795	CALIBRATION	M3	M3-001	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001796	CALIBRATION	M3	M3-002	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001797	CALIBRATION	M3	M3-003	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001798	CALIBRATION	M3	M3-004	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001799	CALIBRATION	M3	M3-005	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001800	CALIBRATION	M3	M3-006	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001801	CALIBRATION	M3	M3-007	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001802	CALIBRATION	M3	M3-008	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001803	CALIBRATION	M3	M3-009	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001804	CALIBRATION	M4	M4-001	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001805	CALIBRATION	M4	M4-002	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001806	CALIBRATION	M4	M4-003	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001807	CALIBRATION	M4	M4-004	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001808	CALIBRATION	M4	M4-005	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001809	CALIBRATION	M4	M4-006	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001810	CALIBRATION	M4	M4-007	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001811	CALIBRATION	M4	M4-008	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001812	CALIBRATION	M4	M4-009	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001813	CALIBRATION	M4	M4-010	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001814	CALIBRATION	M4	M4-011	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001815	CALIBRATION	M4	M4-012	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001816	CALIBRATION	M4	M4-013	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001817	CALIBRATION	M4	M4-014	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001818	CALIBRATION	M4	M4-015	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001819	CALIBRATION	M4	M4-016	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001820	CALIBRATION	M4	M4-017	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001821	CALIBRATION	M4	M4-018	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001822	CALIBRATION	M4	M4-019	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001823	CALIBRATION	M4	M4-020	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001824	CALIBRATION	M4	M4-021	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001825	CALIBRATION	M4	M4-022	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001826	CALIBRATION	M4	M4-023	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001827	CALIBRATION	M4	M4-024	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001828	CALIBRATION	M4	M4-025	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001829	CALIBRATION	M4	M4-026	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001830	CALIBRATION	M4	M4-027	MFC1	P06	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001831	CALIBRATION	M5	M5-001	MFC1	P06	CALIBRATION	OK	
job-001832	CALIBRATION	M5	M5-002	MFC1	P06	CALIBRATION	OK	
job-001833	CALIBRATION	M5	M5-003	MFC1	P06	CALIBRATION	OK	
job-001834	CALIBRATION	M5	M5-004	MFC1	P06	CALIBRATION	OK	
job-001835	CALIBRATION	M5	M5-005	MFC1	P06	CALIBRATION	OK	
job-001836	CALIBRATION	M5	M5-006	MFC1	P06	CALIBRATION	OK	
job-001837	CALIBRATION	M5	M5-007	MFC1	P06	CALIBRATION	OK	
job-001838	CALIBRATION	M5	M5-008	MFC1	P06	CALIBRATION	OK	
job-001839	CALIBRATION	M5	M5-009	MFC1	P06	CALIBRATION	OK	
job-001840	CALIBRATION	M5	M5-010	MFC1	P06	CALIBRATION	OK	
job-001841	CALIBRATION	M5	M5-011	MFC1	P06	CALIBRATION	OK	
job-001842	CALIBRATION	M5	M5-012	MFC1	P06	CALIBRATION	OK	
job-001843	CALIBRATION	M5	M5-013	MFC1	P06	CALIBRATION	OK	
job-001844	CALIBRATION	M5	M5-014	MFC1	P06	CALIBRATION	OK	
job-001845	CALIBRATION	M5	M5-015	MFC1	P06	CALIBRATION	OK	
job-001846	CALIBRATION	M5	M5-016	MFC1	P06	CALIBRATION	OK	
job-001847	CALIBRATION	M5	M5-017	MFC1	P06	CALIBRATION	OK	
job-001848	CALIBRATION	M5	M5-018	MFC1	P06	CALIBRATION	OK	
job-001849	CALIBRATION	M0	M0-001	MFC1	P07	CALIBRATION	OK	
job-001850	CALIBRATION	M0	M0-002	MFC1	P07	CALIBRATION	OK	
job-001851	CALIBRATION	M0	M0-003	MFC1	P07	CALIBRATION	OK	
job-001852	CALIBRATION	M1	M1-001	MFC1	P07	CALIBRATION	OK	
job-001853	CALIBRATION	M1	M1-002	MFC1	P07	CALIBRATION	OK	
job-001854	CALIBRATION	M1	M1-003	MFC1	P07	CALIBRATION	OK	
job-001855	CALIBRATION	M1	M1-004	MFC1	P07	CALIBRATION	OK	
job-001856	CALIBRATION	M1	M1-005	MFC1	P07	CALIBRATION	OK	
job-001857	CALIBRATION	M1	M1-006	MFC1	P07	CALIBRATION	OK	
job-001858	CALIBRATION	M1	M1-007	MFC1	P07	CALIBRATION	OK	
job-001859	CALIBRATION	M1	M1-008	MFC1	P07	CALIBRATION	OK	
job-001860	CALIBRATION	M1	M1-009	MFC1	P07	CALIBRATION	OK	
job-001861	CALIBRATION	M1	M1-010	MFC1	P07	CALIBRATION	OK	
job-001862	CALIBRATION	M1	M1-011	MFC1	P07	CALIBRATION	OK	
job-001863	CALIBRATION	M1	M1-012	MFC1	P07	CALIBRATION	OK	
job-001864	CALIBRATION	M1	M1-013	MFC1	P07	CALIBRATION	OK	
job-001865	CALIBRATION	M1	M1-014	MFC1	P07	CALIBRATION	OK	
job-001866	CALIBRATION	M1	M1-015	MFC1	P07	CALIBRATION	OK	
job-001867	CALIBRATION	M1	M1-016	MFC1	P07	CALIBRATION	OK	
job-001868	CALIBRATION	M1	M1-017	MFC1	P07	CALIBRATION	OK	
job-001869	CALIBRATION	M1	M1-018	MFC1	P07	CALIBRATION	OK	
job-001870	CALIBRATION	M2	M2-001	MFC1	P07	CALIBRATION	OK	
job-001871	CALIBRATION	M2	M2-002	MFC1	P07	CALIBRATION	OK	
job-001872	CALIBRATION	M2	M2-003	MFC1	P07	CALIBRATION	OK	
job-001873	CALIBRATION	M2	M2-004	MFC1	P07	CALIBRATION	OK	
job-001874	CALIBRATION	M2	M2-005	MFC1	P07	CALIBRATION	OK	
job-001875	CALIBRATION	M2	M2-006	MFC1	P07	CALIBRATION	OK	
job-001876	CALIBRATION	M2	M2-007	MFC1	P07	CALIBRATION	OK	
job-001877	CALIBRATION	M2	M2-008	MFC1	P07	CALIBRATION	OK	
job-001878	CALIBRATION	M2	M2-009	MFC1	P07	CALIBRATION	OK	
job-001879	CALIBRATION	M3	M3-001	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001880	CALIBRATION	M3	M3-002	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001881	CALIBRATION	M3	M3-003	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001882	CALIBRATION	M3	M3-004	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001883	CALIBRATION	M3	M3-005	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001884	CALIBRATION	M3	M3-006	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001885	CALIBRATION	M3	M3-007	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001886	CALIBRATION	M3	M3-008	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001887	CALIBRATION	M3	M3-009	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001888	CALIBRATION	M4	M4-001	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001889	CALIBRATION	M4	M4-002	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001890	CALIBRATION	M4	M4-003	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001891	CALIBRATION	M4	M4-004	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001892	CALIBRATION	M4	M4-005	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001893	CALIBRATION	M4	M4-006	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001894	CALIBRATION	M4	M4-007	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001895	CALIBRATION	M4	M4-008	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001896	CALIBRATION	M4	M4-009	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001897	CALIBRATION	M4	M4-010	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001898	CALIBRATION	M4	M4-011	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001899	CALIBRATION	M4	M4-012	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001900	CALIBRATION	M4	M4-013	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001901	CALIBRATION	M4	M4-014	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001902	CALIBRATION	M4	M4-015	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001903	CALIBRATION	M4	M4-016	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001904	CALIBRATION	M4	M4-017	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001905	CALIBRATION	M4	M4-018	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001906	CALIBRATION	M4	M4-019	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001907	CALIBRATION	M4	M4-020	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001908	CALIBRATION	M4	M4-021	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001909	CALIBRATION	M4	M4-022	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001910	CALIBRATION	M4	M4-023	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001911	CALIBRATION	M4	M4-024	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001912	CALIBRATION	M4	M4-025	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001913	CALIBRATION	M4	M4-026	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001914	CALIBRATION	M4	M4-027	MFC1	P07	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001915	CALIBRATION	M5	M5-001	MFC1	P07	CALIBRATION	OK	
job-001916	CALIBRATION	M5	M5-002	MFC1	P07	CALIBRATION	OK	
job-001917	CALIBRATION	M5	M5-003	MFC1	P07	CALIBRATION	OK	
job-001918	CALIBRATION	M5	M5-004	MFC1	P07	CALIBRATION	OK	
job-001919	CALIBRATION	M5	M5-005	MFC1	P07	CALIBRATION	OK	
job-001920	CALIBRATION	M5	M5-006	MFC1	P07	CALIBRATION	OK	
job-001921	CALIBRATION	M5	M5-007	MFC1	P07	CALIBRATION	OK	
job-001922	CALIBRATION	M5	M5-008	MFC1	P07	CALIBRATION	OK	
job-001923	CALIBRATION	M5	M5-009	MFC1	P07	CALIBRATION	OK	
job-001924	CALIBRATION	M5	M5-010	MFC1	P07	CALIBRATION	OK	
job-001925	CALIBRATION	M5	M5-011	MFC1	P07	CALIBRATION	OK	
job-001926	CALIBRATION	M5	M5-012	MFC1	P07	CALIBRATION	OK	
job-001927	CALIBRATION	M5	M5-013	MFC1	P07	CALIBRATION	OK	
job-001928	CALIBRATION	M5	M5-014	MFC1	P07	CALIBRATION	OK	
job-001929	CALIBRATION	M5	M5-015	MFC1	P07	CALIBRATION	OK	
job-001930	CALIBRATION	M5	M5-016	MFC1	P07	CALIBRATION	OK	
job-001931	CALIBRATION	M5	M5-017	MFC1	P07	CALIBRATION	OK	
job-001932	CALIBRATION	M5	M5-018	MFC1	P07	CALIBRATION	OK	
job-001933	CALIBRATION	M0	M0-001	MFC1	P08	CALIBRATION	OK	
job-001934	CALIBRATION	M0	M0-002	MFC1	P08	CALIBRATION	OK	
job-001935	CALIBRATION	M0	M0-003	MFC1	P08	CALIBRATION	OK	
job-001936	CALIBRATION	M1	M1-001	MFC1	P08	CALIBRATION	OK	
job-001937	CALIBRATION	M1	M1-002	MFC1	P08	CALIBRATION	OK	
job-001938	CALIBRATION	M1	M1-003	MFC1	P08	CALIBRATION	OK	
job-001939	CALIBRATION	M1	M1-004	MFC1	P08	CALIBRATION	OK	
job-001940	CALIBRATION	M1	M1-005	MFC1	P08	CALIBRATION	OK	
job-001941	CALIBRATION	M1	M1-006	MFC1	P08	CALIBRATION	OK	
job-001942	CALIBRATION	M1	M1-007	MFC1	P08	CALIBRATION	OK	
job-001943	CALIBRATION	M1	M1-008	MFC1	P08	CALIBRATION	OK	
job-001944	CALIBRATION	M1	M1-009	MFC1	P08	CALIBRATION	OK	
job-001945	CALIBRATION	M1	M1-010	MFC1	P08	CALIBRATION	OK	
job-001946	CALIBRATION	M1	M1-011	MFC1	P08	CALIBRATION	OK	
job-001947	CALIBRATION	M1	M1-012	MFC1	P08	CALIBRATION	OK	
job-001948	CALIBRATION	M1	M1-013	MFC1	P08	CALIBRATION	OK	
job-001949	CALIBRATION	M1	M1-014	MFC1	P08	CALIBRATION	OK	
job-001950	CALIBRATION	M1	M1-015	MFC1	P08	CALIBRATION	OK	
job-001951	CALIBRATION	M1	M1-016	MFC1	P08	CALIBRATION	OK	
job-001952	CALIBRATION	M1	M1-017	MFC1	P08	CALIBRATION	OK	
job-001953	CALIBRATION	M1	M1-018	MFC1	P08	CALIBRATION	OK	
job-001954	CALIBRATION	M2	M2-001	MFC1	P08	CALIBRATION	OK	
job-001955	CALIBRATION	M2	M2-002	MFC1	P08	CALIBRATION	OK	
job-001956	CALIBRATION	M2	M2-003	MFC1	P08	CALIBRATION	OK	
job-001957	CALIBRATION	M2	M2-004	MFC1	P08	CALIBRATION	OK	
job-001958	CALIBRATION	M2	M2-005	MFC1	P08	CALIBRATION	OK	
job-001959	CALIBRATION	M2	M2-006	MFC1	P08	CALIBRATION	OK	
job-001960	CALIBRATION	M2	M2-007	MFC1	P08	CALIBRATION	OK	
job-001961	CALIBRATION	M2	M2-008	MFC1	P08	CALIBRATION	OK	
job-001962	CALIBRATION	M2	M2-009	MFC1	P08	CALIBRATION	OK	
job-001963	CALIBRATION	M3	M3-001	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001964	CALIBRATION	M3	M3-002	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001965	CALIBRATION	M3	M3-003	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001966	CALIBRATION	M3	M3-004	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001967	CALIBRATION	M3	M3-005	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001968	CALIBRATION	M3	M3-006	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001969	CALIBRATION	M3	M3-007	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001970	CALIBRATION	M3	M3-008	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001971	CALIBRATION	M3	M3-009	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001972	CALIBRATION	M4	M4-001	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001973	CALIBRATION	M4	M4-002	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001974	CALIBRATION	M4	M4-003	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001975	CALIBRATION	M4	M4-004	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001976	CALIBRATION	M4	M4-005	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001977	CALIBRATION	M4	M4-006	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001978	CALIBRATION	M4	M4-007	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001979	CALIBRATION	M4	M4-008	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001980	CALIBRATION	M4	M4-009	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001981	CALIBRATION	M4	M4-010	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001982	CALIBRATION	M4	M4-011	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001983	CALIBRATION	M4	M4-012	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001984	CALIBRATION	M4	M4-013	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001985	CALIBRATION	M4	M4-014	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001986	CALIBRATION	M4	M4-015	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001987	CALIBRATION	M4	M4-016	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001988	CALIBRATION	M4	M4-017	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001989	CALIBRATION	M4	M4-018	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001990	CALIBRATION	M4	M4-019	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001991	CALIBRATION	M4	M4-020	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001992	CALIBRATION	M4	M4-021	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001993	CALIBRATION	M4	M4-022	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001994	CALIBRATION	M4	M4-023	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001995	CALIBRATION	M4	M4-024	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001996	CALIBRATION	M4	M4-025	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001997	CALIBRATION	M4	M4-026	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001998	CALIBRATION	M4	M4-027	MFC1	P08	CALIBRATION	FAILED	TRAINING_FAILED: induction operation cap exceeded
job-001999	CALIBRATION	M5	M5-001	MFC1	P08	CALIBRATION	OK	
job-002000	CALIBRATION	M5	M5-002	MFC1	P08	CALIBRATION	OK	
job-002001	CALIBRATION	M5	M5-003	MFC1	P08	CALIBRATION	OK	
job-002002	CALIBRATION	M5	M5-004	MFC1	P08	CALIBRATION	OK	
job-002003	CALIBRATION	M5	M5-005	MFC1	P08	CALIBRATION	OK	
job-002004	CALIBRATION	M5	M5-006	MFC1	P08	CALIBRATION	OK	
job-002005	CALIBRATION	M5	M5-007	MFC1	P08	CALIBRATION	OK	
job-002006	CALIBRATION	M5	M5-008	MFC1	P08	CALIBRATION	OK	
job-002007	CALIBRATION	M5	M5-009	MFC1	P08	CALIBRATION	OK	
job-002008	CALIBRATION	M5	M5-010	MFC1	P08	CALIBRATION	OK	
job-002009	CALIBRATION	M5	M5-011	MFC1	P08	CALIBRATION	OK	
job-002010	CALIBRATION	M5	M5-012	MFC1	P08	CALIBRATION	OK	
job-002011	CALIBRATION	M5	M5-013	MFC1	P08	CALIBRATION	OK	
job-002012	CALIBRATION	M5	M5-014	MFC1	P08	CALIBRATION	OK	
job-002013	CALIBRATION	M5	M5-015	MFC1	P08	CALIBRATION	OK	
job-002014	CALIBRATION	M5	M5-016	MFC1	P08	CALIBRATION	OK	
job-002015	CALIBRATION	M5	M5-017	MFC1	P08	CALIBRATION	OK	
job-002016	CALIBRATION	M5	M5-018	MFC1	P08	CALIBRATION	OK	
job-002017	CALIBRATION	M0	M0-001	MFC1	P09	CALIBRATION	OK	
job-002018	CALIBRATION	M0	M0-002	MFC1	P09	CALIBRATION	OK	
job-002019	CALIBRATION	M0	M0-003	MFC1	P09	CALIBRATION	OK	
job-002020	CALIBRATION	M1	M1-001	MFC1	P09	CALIBRATION	OK	
job-002021	CALIBRATION	M1	M1-002	MFC1	P09	CALIBRATION	OK	
