Position	Page	Line	Score	Significance	Discovery	Replication	MetadataBoundary
14340	f72r3	2188	0.212132034	NOT_SIGNIFICANT	YES	NO	NONE
14360	f72r3	2196	0.567890835	NOT_SIGNIFICANT	YES	NO	NONE
14380	f72r3	2196	0.387298335	NOT_SIGNIFICANT	YES	NO	NONE
14400	f72r3	2201	0.367423461	NOT_SIGNIFICANT	YES	NO	NONE
14420	f72r3	2208	0.972111105	P95	YES	NO	NONE
14440	f72r3	2209	1.013656747	P95	YES	NO	PAGE
14460	f72v3	2217	0.433012702	NOT_SIGNIFICANT	YES	NO	PAGE
14480	f72v3	2217	0.234520788	NOT_SIGNIFICANT	YES	NO	NONE
14500	f72v3	2220	0.304138127	NOT_SIGNIFICANT	YES	NO	NONE
14520	f72v3	2236	0.234520788	NOT_SIGNIFICANT	YES	NO	NONE
14540	f72v3	2236	0.507444578	NOT_SIGNIFICANT	YES	NO	NONE
14560	f72v3	2245	0.642261629	NOT_SIGNIFICANT	YES	NO	PAGE
14580	f72v2	2250	0.947364766	P95	YES	NO	PAGE
14600	f72v2	2250	0.784219357	NOT_SIGNIFICANT	YES	NO	NONE
14620	f72v2	2254	1.230853363	P99	YES	NO	NONE
14640	f72v2	2269	1.066536450	P95	YES	NO	NONE
14660	f72v2	2269	0.406201920	NOT_SIGNIFICANT	YES	NO	NONE
14680	f72v2	2282	0.364005494	NOT_SIGNIFICANT	YES	NO	PAGE
14700	f72v1	2283	0.514781507	NOT_SIGNIFICANT	YES	NO	PAGE
14720	f72v1	2283	0.756637298	NOT_SIGNIFICANT	YES	NO	NONE
14740	f72v1	2294	0.327871926	NOT_SIGNIFICANT	YES	NO	NONE
14760	f72v1	2304	0.387298335	NOT_SIGNIFICANT	YES	NO	NONE
14780	f72v1	2311	0.384057287	NOT_SIGNIFICANT	YES	NO	PAGE
14800	f73r	2320	0.360555128	NOT_SIGNIFICANT	YES	NO	PAGE
14820	f73r	2320	0.187082869	NOT_SIGNIFICANT	YES	NO	NONE
14840	f73r	2328	0.733143915	NOT_SIGNIFICANT	YES	NO	NONE
14860	f73r	2337	0.254950976	NOT_SIGNIFICANT	YES	NO	NONE
14880	f73r	2344	0.659545298	NOT_SIGNIFICANT	YES	NO	PAGE
14900	f73v	2353	0.724568837	NOT_SIGNIFICANT	YES	NO	PAGE
14920	f73v	2353	0.626498204	NOT_SIGNIFICANT	YES	NO	NONE
14940	f73v	2363	0.122474487	NOT_SIGNIFICANT	YES	NO	NONE
14960	f73v	2370	0.876070773	NOT_SIGNIFICANT	YES	NO	NONE
14980	f73v	2381	0.269258240	NOT_SIGNIFICANT	YES	NO	PAGE
15000	f75r	2383	0.122474487	NOT_SIGNIFICANT	YES	NO	PAGE
15020	f75r	2385	0.584399168	NOT_SIGNIFICANT	YES	NO	NONE
15040	f75r	2387	0.830014842	NOT_SIGNIFICANT	YES	NO	NONE
15060	f75r	2390	0.324037035	NOT_SIGNIFICANT	YES	NO	NONE
15080	f75r	2392	0.612372436	NOT_SIGNIFICANT	YES	NO	NONE
15100	f75r	2394	0.929597864	P95	YES	NO	NONE
15120	f75r	2396	1.128025445	P95	YES	NO	NONE
15140	f75r	2398	0.985683145	P95	YES	NO	NONE
15160	f75r	2400	0.326302793	NOT_SIGNIFICANT	YES	NO	NONE
15180	f75r	2403	0.916515139	NOT_SIGNIFICANT	YES	NO	NONE
15200	f75r	2405	0.772316977	NOT_SIGNIFICANT	YES	NO	NONE
15220	f75r	2408	0.833138727	NOT_SIGNIFICANT	YES	NO	NONE
15240	f75r	2409	0.318625780	NOT_SIGNIFICANT	YES	NO	NONE
15260	f75r	2411	0.193649167	NOT_SIGNIFICANT	YES	NO	NONE
15280	f75r	2413	0.452769257	NOT_SIGNIFICANT	YES	NO	NONE
15300	f75r	2415	0.316227766	NOT_SIGNIFICANT	YES	NO	NONE
15320	f75r	2417	1.727488897	P99	YES	NO	NONE
15340	f75r	2421	1.353322043	P99	YES	NO	NONE
15360	f75r	2424	0.415331193	NOT_SIGNIFICANT	YES	NO	NONE
15380	f75r	2426	0.353553391	NOT_SIGNIFICANT	YES	NO	NONE
15400	f75r	2429	0.335410197	NOT_SIGNIFICANT	YES	NO	PAGE
15420	f75v	2437	0.651920241	NOT_SIGNIFICANT	YES	NO	PAGE
15440	f75v	2439	0.353553391	NOT_SIGNIFICANT	YES	NO	NONE
15460	f75v	2444	0.259807621	NOT_SIGNIFICANT	YES	NO	NONE
15480	f75v	2446	0.659545298	NOT_SIGNIFICANT	YES	NO	NONE
15500	f75v	2448	0.173205081	NOT_SIGNIFICANT	YES	NO	NONE
15520	f75v	2450	0.424264069	NOT_SIGNIFICANT	YES	NO	NONE
15540	f75v	2458	0.494974747	NOT_SIGNIFICANT	YES	NO	NONE
15560	f75v	2472	0.308220700	NOT_SIGNIFICANT	YES	NO	NONE
15580	f75v	2474	1.244695450	P99	YES	NO	NONE
15600	f75v	2475	1.018217444	P95	YES	NO	NONE
15620	f75v	2477	0.382846265	NOT_SIGNIFICANT	YES	NO	NONE
15640	f75v	2479	0.389195983	NOT_SIGNIFICANT	YES	NO	NONE
15660	f75v	2481	0.300000000	NOT_SIGNIFICANT	YES	NO	NONE
15680	f75v	2482	0.269258240	NOT_SIGNIFICANT	YES	NO	NONE
15700	f75v	2491	0.983615779	P95	YES	NO	NONE
15720	f75v	2496	1.320984481	P99	YES	NO	NONE
15740	f75v	2499	0.187082869	NOT_SIGNIFICANT	YES	NO	NONE
15760	f75v	2503	0.418330013	NOT_SIGNIFICANT	YES	NO	PAGE
15780	f76r	2506	0.273861279	NOT_SIGNIFICANT	YES	NO	PAGE
15800	f76r	2507	0.294146881	NOT_SIGNIFICANT	YES	NO	NONE
15820	f76r	2510	0.318549075	NOT_SIGNIFICANT	YES	NO	NONE
15840	f76r	2512	0.915954973	NOT_SIGNIFICANT	YES	NO	NONE
15860	f76r	2514	0.617674986	NOT_SIGNIFICANT	YES	NO	NONE
15880	f76r	2516	0.132287566	NOT_SIGNIFICANT	YES	NO	NONE
15900	f76r	2518	0.158113883	NOT_SIGNIFICANT	YES	NO	NONE
15920	f76r	2520	0.644204936	NOT_SIGNIFICANT	YES	NO	NONE
15940	f76r	2523	0.393700394	NOT_SIGNIFICANT	YES	NO	NONE
15960	f76r	2524	0.634428877	NOT_SIGNIFICANT	YES	NO	NONE
15980	f76r	2527	0.111803399	NOT_SIGNIFICANT	YES	NO	NONE
16000	f76r	2529	0.532318490	NOT_SIGNIFICANT	YES	NO	NONE
16020	f76r	2530	0.811395696	NOT_SIGNIFICANT	YES	NO	NONE
16040	f76r	2532	0.448912450	NOT_SIGNIFICANT	YES	NO	NONE
16060	f76r	2534	0.582298259	NOT_SIGNIFICANT	YES	NO	NONE
16080	f76r	2536	0.206155281	NOT_SIGNIFICANT	YES	NO	NONE
16100	f76r	2538	0.820060973	NOT_SIGNIFICANT	YES	NO	NONE
16120	f76r	2539	0.785811682	NOT_SIGNIFICANT	YES	NO	NONE
16140	f76r	2542	1.370218961	P99	YES	NO	NONE
16160	f76r	2544	0.753325959	NOT_SIGNIFICANT	YES	NO	NONE
16180	f76r	2546	0.250000000	NOT_SIGNIFICANT	YES	NO	NONE
16200	f76r	2547	0.273861279	NOT_SIGNIFICANT	YES	NO	NONE
16220	f76r	2549	0.384057287	NOT_SIGNIFICANT	YES	NO	NONE
16240	f76r	2551	0.287228132	NOT_SIGNIFICANT	YES	NO	NONE
16260	f76r	2553	0.484767986	NOT_SIGNIFICANT	YES	NO	NONE
16280	f76r	2555	0.940744386	P95	YES	NO	NONE
16300	f76r	2557	0.427200187	NOT_SIGNIFICANT	YES	NO	NONE
16320	f76r	2558	0.234520788	NOT_SIGNIFICANT	YES	NO	PAGE
16340	f76v	2561	1.136881700	P95	YES	NO	PAGE
16360	f76v	2563	0.827647268	NOT_SIGNIFICANT	YES	NO	NONE
16380	f76v	2565	0.158113883	NOT_SIGNIFICANT	YES	NO	NONE
16400	f76v	2566	0.853885319	NOT_SIGNIFICANT	YES	NO	NONE
16420	f76v	2568	1.161495270	P99	YES	NO	NONE
16440	f76v	2571	1.176860230	P99	YES	NO	NONE
16460	f76v	2572	0.465372177	NOT_SIGNIFICANT	YES	NO	NONE
16480	f76v	2574	1.219290373	P99	YES	NO	NONE
16500	f76v	2577	0.992471662	P95	YES	NO	NONE
16520	f76v	2579	0.448912450	NOT_SIGNIFICANT	YES	NO	NONE
16540	f76v	2581	0.232216791	NOT_SIGNIFICANT	YES	NO	NONE
16560	f76v	2583	0.547722558	NOT_SIGNIFICANT	YES	NO	NONE
16580	f76v	2585	1.158663023	P95	YES	NO	NONE
16600	f76v	2587	0.111803399	NOT_SIGNIFICANT	YES	NO	NONE
16620	f76v	2589	0.273861279	NOT_SIGNIFICANT	YES	NO	NONE
16640	f76v	2591	0.401898480	NOT_SIGNIFICANT	YES	NO	NONE
16660	f76v	2594	0.366023924	NOT_SIGNIFICANT	YES	NO	NONE
16680	f76v	2596	0.400000000	NOT_SIGNIFICANT	YES	NO	NONE
16700	f76v	2598	0.689202438	NOT_SIGNIFICANT	YES	NO	NONE
16720	f76v	2600	0.370809924	NOT_SIGNIFICANT	YES	NO	PAGE
16740	f77r	2604	1.365650028	P99	YES	NO	PAGE
16760	f77r	2611	0.350000000	NOT_SIGNIFICANT	YES	NO	NONE
16780	f77r	2613	0.070710678	NOT_SIGNIFICANT	YES	NO	NONE
16800	f77r	2616	0.454554879	NOT_SIGNIFICANT	YES	NO	NONE
16820	f77r	2618	1.023044543	P95	YES	NO	NONE
16840	f77r	2620	1.184271928	P99	YES	NO	NONE
16860	f77r	2622	0.778669948	NOT_SIGNIFICANT	YES	NO	NONE
16880	f77r	2624	0.459915631	NOT_SIGNIFICANT	YES	NO	NONE
16900	f77r	2627	0.551382252	NOT_SIGNIFICANT	YES	NO	NONE
16920	f77r	2631	0.990718117	P95	YES	NO	NONE
16940	f77r	2634	0.534782013	NOT_SIGNIFICANT	YES	NO	NONE
16960	f77r	2636	0.518161945	NOT_SIGNIFICANT	YES	NO	NONE
16980	f77r	2639	0.777817459	NOT_SIGNIFICANT	YES	NO	NONE
17000	f77r	2641	0.344996214	NOT_SIGNIFICANT	YES	NO	NONE
17020	f77r	2643	0.420203835	NOT_SIGNIFICANT	YES	NO	NONE
17040	f77r	2646	0.438748219	NOT_SIGNIFICANT	YES	NO	NONE
17060	f77r	2648	0.972111105	P95	YES	NO	PAGE
17080	f77v	2657	0.484767986	NOT_SIGNIFICANT	YES	NO	PAGE
17100	f77v	2659	0.187082869	NOT_SIGNIFICANT	YES	NO	NONE
17120	f77v	2660	0.609090963	NOT_SIGNIFICANT	YES	NO	NONE
17140	f77v	2662	0.189199105	NOT_SIGNIFICANT	YES	NO	NONE
17160	f77v	2664	0.304138127	NOT_SIGNIFICANT	YES	NO	NONE
17180	f77v	2667	0.655743852	NOT_SIGNIFICANT	YES	NO	NONE
17200	f77v	2669	0.291547595	NOT_SIGNIFICANT	YES	NO	NONE
17220	f77v	2672	0.457082747	NOT_SIGNIFICANT	YES	NO	NONE
17240	f77v	2675	0.372660385	NOT_SIGNIFICANT	YES	NO	NONE
17260	f77v	2677	0.122474487	NOT_SIGNIFICANT	YES	NO	NONE
17280	f77v	2679	0.269258240	NOT_SIGNIFICANT	YES	NO	NONE
17300	f77v	2682	0.605370558	NOT_SIGNIFICANT	YES	NO	NONE
17320	f77v	2684	0.539928132	NOT_SIGNIFICANT	YES	NO	NONE
17340	f77v	2687	0.501520077	NOT_SIGNIFICANT	YES	NO	NONE
17360	f77v	2689	0.267345306	NOT_SIGNIFICANT	YES	NO	NONE
17380	f77v	2691	0.367423461	NOT_SIGNIFICANT	YES	NO	NONE
17400	f77v	2695	0.441588043	NOT_SIGNIFICANT	YES	NO	PAGE
17420	f78r	2701	0.401837670	NOT_SIGNIFICANT	YES	NO	PAGE
17440	f78r	2703	0.406163878	NOT_SIGNIFICANT	YES	NO	NONE
17460	f78r	2705	0.586906619	NOT_SIGNIFICANT	YES	NO	NONE
17480	f78r	2708	0.642261629	NOT_SIGNIFICANT	YES	NO	NONE
17500	f78r	2710	0.591607978	NOT_SIGNIFICANT	YES	NO	NONE
17520	f78r	2713	0.993730346	P95	YES	NO	NONE
17540	f78r	2716	1.223723825	P99	YES	NO	NONE
17560	f78r	2721	0.898610038	NOT_SIGNIFICANT	YES	NO	NONE
17580	f78r	2724	0.531507291	NOT_SIGNIFICANT	YES	NO	NONE
17600	f78r	2726	0.612372436	NOT_SIGNIFICANT	YES	NO	NONE
17620	f78r	2728	0.324037035	NOT_SIGNIFICANT	YES	NO	NONE
17640	f78r	2730	1.102982893	P95	YES	NO	NONE
17660	f78r	2732	0.344712761	NOT_SIGNIFICANT	YES	NO	NONE
17680	f78r	2736	0.726291952	NOT_SIGNIFICANT	YES	NO	NONE
17700	f78r	2740	1.460795892	P99	YES	NO	PAGE
17720	f78v	2745	1.089724736	P95	YES	NO	PAGE
17740	f78v	2747	0.516163383	NOT_SIGNIFICANT	YES	NO	NONE
17760	f78v	2749	0.714768530	NOT_SIGNIFICANT	YES	NO	NONE
17780	f78v	2751	0.605134119	NOT_SIGNIFICANT	YES	NO	NONE
17800	f78v	2753	0.726291952	NOT_SIGNIFICANT	YES	NO	NONE
17820	f78v	2755	1.041140487	P95	YES	NO	NONE
17840	f78v	2758	0.896672955	NOT_SIGNIFICANT	YES	NO	NONE
17860	f78v	2760	0.226877749	NOT_SIGNIFICANT	YES	NO	NONE
17880	f78v	2762	0.666276698	NOT_SIGNIFICANT	YES	NO	NONE
17900	f78v	2764	0.598823473	NOT_SIGNIFICANT	YES	NO	NONE
17920	f78v	2766	0.457243111	NOT_SIGNIFICANT	YES	NO	NONE
17940	f78v	2769	0.507444578	NOT_SIGNIFICANT	YES	NO	NONE
17960	f78v	2771	0.379438418	NOT_SIGNIFICANT	YES	NO	NONE
17980	f78v	2773	0.497493719	NOT_SIGNIFICANT	YES	NO	NONE
18000	f78v	2775	0.906917857	NOT_SIGNIFICANT	YES	NO	PAGE
18020	f79r	2777	0.509901951	NOT_SIGNIFICANT	YES	NO	PAGE
18040	f79r	2779	0.829156198	NOT_SIGNIFICANT	YES	NO	NONE
18060	f79r	2781	0.628490254	NOT_SIGNIFICANT	YES	NO	NONE
18080	f79r	2783	0.661437828	NOT_SIGNIFICANT	YES	NO	NONE
18100	f79r	2785	0.430116263	NOT_SIGNIFICANT	YES	NO	NONE
18120	f79r	2788	0.651920241	NOT_SIGNIFICANT	YES	NO	NONE
18140	f79r	2790	0.504975247	NOT_SIGNIFICANT	YES	NO	NONE
18160	f79r	2792	0.295803989	NOT_SIGNIFICANT	YES	NO	NONE
18180	f79r	2794	0.406201920	NOT_SIGNIFICANT	YES	NO	NONE
18200	f79r	2796	0.556776436	NOT_SIGNIFICANT	YES	NO	NONE
18220	f79r	2798	0.304138127	NOT_SIGNIFICANT	YES	NO	NONE
18240	f79r	2801	0.229128785	NOT_SIGNIFICANT	YES	NO	NONE
18260	f79r	2803	0.377491722	NOT_SIGNIFICANT	YES	NO	NONE
18280	f79r	2806	0.379502817	NOT_SIGNIFICANT	YES	NO	NONE
18300	f79r	2808	0.972868703	P95	YES	NO	NONE
18320	f79r	2811	1.031467226	P95	YES	NO	NONE
18340	f79r	2813	1.066055117	P95	YES	NO	NONE
18360	f79r	2816	1.218605761	P99	YES	NO	NONE
18380	f79r	2818	1.339776101	P99	YES	NO	PAGE
18400	f79v	2821	0.590822531	NOT_SIGNIFICANT	YES	NO	PAGE
18420	f79v	2824	1.170052301	P99	YES	NO	NONE
18440	f79v	2826	0.940744386	P95	YES	NO	NONE
18460	f79v	2829	0.141421356	NOT_SIGNIFICANT	YES	NO	NONE
18480	f79v	2832	0.433012702	NOT_SIGNIFICANT	YES	NO	NONE
18500	f79v	2834	1.054194900	P95	YES	NO	NONE
18520	f79v	2836	0.567890835	NOT_SIGNIFICANT	YES	NO	NONE
18540	f79v	2838	0.580147622	NOT_SIGNIFICANT	YES	NO	NONE
18560	f79v	2840	0.350000000	NOT_SIGNIFICANT	YES	NO	NONE
18580	f79v	2843	0.546874083	NOT_SIGNIFICANT	YES	NO	NONE
18600	f79v	2845	0.459968763	NOT_SIGNIFICANT	YES	NO	NONE
18620	f79v	2848	0.517204022	NOT_SIGNIFICANT	YES	NO	NONE
18640	f79v	2850	0.535323512	NOT_SIGNIFICANT	YES	NO	NONE
18660	f79v	2852	0.404996775	NOT_SIGNIFICANT	YES	NO	NONE
18680	f79v	2854	0.382718582	NOT_SIGNIFICANT	YES	NO	NONE
18700	f79v	2857	0.285264374	NOT_SIGNIFICANT	YES	NO	NONE
18720	f79v	2859	0.232322003	NOT_SIGNIFICANT	YES	NO	NONE
18740	f79v	2861	0.516352726	NOT_SIGNIFICANT	YES	NO	PAGE
18760	f80r	2872	0.264575131	NOT_SIGNIFICANT	YES	NO	PAGE
18780	f80r	2874	0.250000000	NOT_SIGNIFICANT	YES	NO	NONE
18800	f80r	2875	0.502493781	NOT_SIGNIFICANT	YES	NO	NONE
18820	f80r	2877	0.658729564	NOT_SIGNIFICANT	YES	NO	NONE
18840	f80r	2879	0.459862493	NOT_SIGNIFICANT	YES	NO	NONE
18860	f80r	2881	0.350000000	NOT_SIGNIFICANT	YES	NO	NONE
18880	f80r	2882	0.370809924	NOT_SIGNIFICANT	YES	NO	NONE
18900	f80r	2884	0.554526825	NOT_SIGNIFICANT	YES	NO	NONE
18920	f80r	2886	0.807774721	NOT_SIGNIFICANT	YES	NO	NONE
18940	f80r	2887	0.324037035	NOT_SIGNIFICANT	YES	NO	NONE
18960	f80r	2889	0.441588043	NOT_SIGNIFICANT	YES	NO	NONE
18980	f80r	2892	0.234520788	NOT_SIGNIFICANT	YES	NO	NONE
19000	f80r	2894	0.519615242	NOT_SIGNIFICANT	YES	NO	NONE
19020	f80r	2896	0.610327781	NOT_SIGNIFICANT	YES	NO	NONE
19040	f80r	2897	0.680073525	NOT_SIGNIFICANT	YES	NO	NONE
19060	f80r	2899	0.724568837	NOT_SIGNIFICANT	YES	NO	NONE
19080	f80r	2901	0.967766120	P95	YES	NO	NONE
19100	f80r	2904	0.404936431	NOT_SIGNIFICANT	YES	NO	NONE
19120	f80r	2906	0.353553391	NOT_SIGNIFICANT	YES	NO	NONE
19140	f80r	2909	0.392394588	NOT_SIGNIFICANT	YES	NO	NONE
19160	f80r	2911	0.355768552	NOT_SIGNIFICANT	YES	NO	NONE
19180	f80r	2913	0.482182538	NOT_SIGNIFICANT	YES	NO	PAGE
19200	f80v	2915	0.920597632	NOT_SIGNIFICANT	YES	NO	PAGE
19220	f80v	2918	0.614410286	NOT_SIGNIFICANT	YES	NO	NONE
19240	f80v	2920	0.614410286	NOT_SIGNIFICANT	YES	NO	NONE
19260	f80v	2923	0.855262248	NOT_SIGNIFICANT	YES	NO	NONE
19280	f80v	2925	0.411123324	NOT_SIGNIFICANT	YES	NO	NONE
19300	f80v	2927	0.703562364	NOT_SIGNIFICANT	YES	NO	NONE
19320	f80v	2929	0.531507291	NOT_SIGNIFICANT	YES	NO	NONE
19340	f80v	2931	0.993730346	P95	YES	NO	NONE
19360	f80v	2934	1.443086969	P99	YES	NO	NONE
19380	f80v	2936	1.211404144	P99	YES	NO	NONE
19400	f80v	2938	0.543139025	NOT_SIGNIFICANT	YES	NO	NONE
19420	f80v	2941	0.653834842	NOT_SIGNIFICANT	YES	NO	NONE
19440	f80v	2943	0.265891992	NOT_SIGNIFICANT	YES	NO	NONE
19460	f80v	2945	0.854980585	NOT_SIGNIFICANT	YES	NO	NONE
19480	f80v	2948	1.019803903	P95	YES	NO	NONE
19500	f80v	2950	1.151086443	P95	YES	NO	NONE
19520	f80v	2952	1.041210900	P95	YES	NO	NONE
19540	f80v	2954	0.549199543	NOT_SIGNIFICANT	YES	NO	NONE
19560	f80v	2956	0.367423461	NOT_SIGNIFICANT	YES	NO	PAGE
19580	f81r	2960	0.564863933	NOT_SIGNIFICANT	YES	NO	PAGE
19600	f81r	2962	0.609443653	NOT_SIGNIFICANT	YES	NO	NONE
19620	f81r	2965	1.083218803	P95	YES	NO	NONE
19640	f81r	2969	0.717635005	NOT_SIGNIFICANT	YES	NO	NONE
19660	f81r	2972	0.316227766	NOT_SIGNIFICANT	YES	NO	NONE
19680	f81r	2976	0.217944947	NOT_SIGNIFICANT	YES	NO	NONE
19700	f81r	2979	0.886833419	NOT_SIGNIFICANT	YES	NO	NONE
19720	f81r	2982	0.564820669	NOT_SIGNIFICANT	YES	NO	NONE
19740	f81r	2984	0.269258240	NOT_SIGNIFICANT	YES	NO	NONE
19760	f81r	2987	0.436914238	NOT_SIGNIFICANT	YES	NO	NONE
19780	f81r	2989	0.407420914	NOT_SIGNIFICANT	YES	NO	PAGE
19800	f81v	2991	0.304138127	NOT_SIGNIFICANT	YES	NO	PAGE
19820	f81v	2993	0.253026457	NOT_SIGNIFICANT	YES	NO	NONE
19840	f81v	2995	0.291547595	NOT_SIGNIFICANT	YES	NO	NONE
19860	f81v	2997	0.900845374	NOT_SIGNIFICANT	YES	NO	NONE
19880	f81v	3000	0.370809924	NOT_SIGNIFICANT	YES	NO	NONE
19900	f81v	3002	0.504975247	NOT_SIGNIFICANT	YES	NO	NONE
19920	f81v	3004	0.595818764	NOT_SIGNIFICANT	YES	NO	NONE
19940	f81v	3006	0.551337930	NOT_SIGNIFICANT	YES	NO	NONE
19960	f81v	3008	0.747677997	NOT_SIGNIFICANT	YES	NO	NONE
19980	f81v	3010	0.312249900	NOT_SIGNIFICANT	YES	NO	NONE
20000	f81v	3013	0.661437828	NOT_SIGNIFICANT	YES	NO	NONE
20020	f81v	3014	0.667083203	NOT_SIGNIFICANT	YES	NO	PAGE
20040	f82r	3018	0.559016994	NOT_SIGNIFICANT	NO	YES	PAGE
20060	f82r	3020	0.426054442	NOT_SIGNIFICANT	NO	YES	NONE
20080	f82r	3023	0.345067041	NOT_SIGNIFICANT	NO	YES	NONE
20100	f82r	3025	0.959166305	P95	NO	YES	NONE
20120	f82r	3028	0.705336799	NOT_SIGNIFICANT	NO	YES	NONE
20140	f82r	3031	0.723995175	NOT_SIGNIFICANT	NO	YES	NONE
20160	f82r	3033	0.723961420	NOT_SIGNIFICANT	NO	YES	NONE
20180	f82r	3035	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
20200	f82r	3037	0.441588043	NOT_SIGNIFICANT	NO	YES	NONE
20220	f82r	3039	0.162556568	NOT_SIGNIFICANT	NO	YES	NONE
20240	f82r	3042	0.525900431	NOT_SIGNIFICANT	NO	YES	NONE
20260	f82r	3044	0.871218909	NOT_SIGNIFICANT	NO	YES	NONE
20280	f82r	3046	0.306231959	NOT_SIGNIFICANT	NO	YES	NONE
20300	f82r	3048	1.078192933	P95	NO	YES	NONE
20320	f82r	3051	2.068816087	P99	NO	YES	PAGE
20340	f82v	3067	1.386542462	P99	NO	YES	PAGE
20360	f82v	3069	0.641500107	NOT_SIGNIFICANT	NO	YES	NONE
20380	f82v	3071	0.252736548	NOT_SIGNIFICANT	NO	YES	NONE
20400	f82v	3073	0.421307489	NOT_SIGNIFICANT	NO	YES	NONE
20420	f82v	3075	0.487339717	NOT_SIGNIFICANT	NO	YES	NONE
20440	f82v	3078	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
20460	f82v	3079	0.516305397	NOT_SIGNIFICANT	NO	YES	NONE
20480	f82v	3081	0.386034180	NOT_SIGNIFICANT	NO	YES	NONE
20500	f82v	3084	0.331662479	NOT_SIGNIFICANT	NO	YES	NONE
20520	f82v	3086	0.829156198	NOT_SIGNIFICANT	NO	YES	NONE
20540	f82v	3088	0.924662100	NOT_SIGNIFICANT	NO	YES	NONE
20560	f82v	3091	0.777817459	NOT_SIGNIFICANT	NO	YES	NONE
20580	f82v	3093	0.441588043	NOT_SIGNIFICANT	NO	YES	NONE
20600	f82v	3095	0.312249900	NOT_SIGNIFICANT	NO	YES	NONE
20620	f82v	3097	0.390512484	NOT_SIGNIFICANT	NO	YES	NONE
20640	f82v	3099	0.809320703	NOT_SIGNIFICANT	NO	YES	PAGE
20660	f83r	3111	1.017349497	P95	NO	YES	PAGE
20680	f83r	3113	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
20700	f83r	3115	0.406201920	NOT_SIGNIFICANT	NO	YES	NONE
20720	f83r	3117	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
20740	f83r	3120	1.738533865	P99	NO	YES	NONE
20760	f83r	3121	1.263922466	P99	NO	YES	NONE
20780	f83r	3124	0.384057287	NOT_SIGNIFICANT	NO	YES	NONE
20800	f83r	3126	0.768114575	NOT_SIGNIFICANT	NO	YES	NONE
20820	f83r	3128	0.826135582	NOT_SIGNIFICANT	NO	YES	NONE
20840	f83r	3130	0.659545298	NOT_SIGNIFICANT	NO	YES	NONE
20860	f83r	3132	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
20880	f83r	3135	0.430116263	NOT_SIGNIFICANT	NO	YES	NONE
20900	f83r	3139	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
20920	f83r	3143	0.689202438	NOT_SIGNIFICANT	NO	YES	NONE
20940	f83r	3147	0.900000000	NOT_SIGNIFICANT	NO	YES	NONE
20960	f83r	3152	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
20980	f83r	3158	0.215577162	NOT_SIGNIFICANT	NO	YES	NONE
21000	f83r	3164	1.010655549	P95	NO	YES	PAGE
21020	f83v	3167	0.489897949	NOT_SIGNIFICANT	NO	YES	PAGE
21040	f83v	3169	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
21060	f83v	3171	0.926781872	P95	NO	YES	NONE
21080	f83v	3176	0.697476532	NOT_SIGNIFICANT	NO	YES	NONE
21100	f83v	3177	0.647319386	NOT_SIGNIFICANT	NO	YES	NONE
21120	f83v	3179	0.695717175	NOT_SIGNIFICANT	NO	YES	NONE
21140	f83v	3181	0.596650485	NOT_SIGNIFICANT	NO	YES	NONE
21160	f83v	3183	0.736545993	NOT_SIGNIFICANT	NO	YES	NONE
21180	f83v	3186	0.680073525	NOT_SIGNIFICANT	NO	YES	NONE
21200	f83v	3188	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
21220	f83v	3191	0.372922596	NOT_SIGNIFICANT	NO	YES	NONE
21240	f83v	3194	0.459915631	NOT_SIGNIFICANT	NO	YES	NONE
21260	f83v	3198	0.715041993	NOT_SIGNIFICANT	NO	YES	PAGE
21280	f84r	3213	0.273861279	NOT_SIGNIFICANT	NO	YES	PAGE
21300	f84r	3214	0.449021311	NOT_SIGNIFICANT	NO	YES	NONE
21320	f84r	3216	0.494085153	NOT_SIGNIFICANT	NO	YES	NONE
21340	f84r	3217	0.377491722	NOT_SIGNIFICANT	NO	YES	NONE
21360	f84r	3219	0.200000000	NOT_SIGNIFICANT	NO	YES	NONE
21380	f84r	3221	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
21400	f84r	3223	0.269258240	NOT_SIGNIFICANT	NO	YES	NONE
21420	f84r	3224	0.680073525	NOT_SIGNIFICANT	NO	YES	NONE
21440	f84r	3226	0.616441400	NOT_SIGNIFICANT	NO	YES	NONE
21460	f84r	3228	0.165831240	NOT_SIGNIFICANT	NO	YES	NONE
21480	f84r	3229	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
21500	f84r	3231	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
21520	f84r	3233	0.393700394	NOT_SIGNIFICANT	NO	YES	NONE
21540	f84r	3234	0.524404424	NOT_SIGNIFICANT	NO	YES	NONE
21560	f84r	3236	0.950000000	P95	NO	YES	NONE
21580	f84r	3238	0.861684397	NOT_SIGNIFICANT	NO	YES	NONE
