mechanism	corpus	evaluation_set	family	progress	overall_status
M4_STATE_K8_B	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.50541255	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.109249897	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.621281006	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.246178258	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.510481201	NO_EFFECT
M4_STATE_K8_B	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.604854465	NO_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.45862746	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	-0.0449241169	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.85762131	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00262033042	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.01525318	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.391053582	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.53293864	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.155055345	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.541545248	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.156883393	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.589531775	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Doyle	DEVELOPMENT	TOKEN_ORDER	0.160717639	SINGLE_FAMILY_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.49471333	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.105588707	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.615929557	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.235028088	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.507718109	NO_EFFECT
M4_STATE_K8_C	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.621863736	NO_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.682790706	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0413667774	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.0897676	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00136121061	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14491088	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.997583551	SINGLE_FAMILY_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.90152256	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0269093143	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.650549617	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00175897024	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.708586371	NO_EFFECT
M5_DRIFT_N20	Doyle	DEVELOPMENT	TOKEN_ORDER	1.27727251	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.88996071	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.00634606191	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.743632606	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.111851507	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.614651442	NO_EFFECT
M5_DRIFT_N20	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.18219576	NO_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.682950811	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0314570457	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.09035911	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.000884786896	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14424467	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.00128851	SINGLE_FAMILY_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.90151903	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.00229878564	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.650552706	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00205213194	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.707823414	NO_EFFECT
M5_DRIFT_N5	Doyle	DEVELOPMENT	TOKEN_ORDER	1.27439111	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.89029561	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.00927501356	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.743774537	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.119853393	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.613593529	NO_EFFECT
M5_DRIFT_N5	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.34463419	NO_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.680597555	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0437552768	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.08803121	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.000782696101	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14862676	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.00081246	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.89789184	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0314167371	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.649505942	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0113914263	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.713281551	NO_EFFECT
M5_DRIFT_N80	Doyle	DEVELOPMENT	TOKEN_ORDER	1.25346248	NO_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.88425298	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.0114717273	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.741681603	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.127155661	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.618615085	SINGLE_FAMILY_EFFECT
M5_DRIFT_N80	Longfellow	DEVELOPMENT	TOKEN_ORDER	0.963632668	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.0228436336	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0492437436	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.20422577	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00517260032	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-0.875784854	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.176610065	SINGLE_FAMILY_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-0.580321144	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0400259147	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.255438865	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0631554075	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.417257445	NO_EFFECT
M6_MACRO_K2	Doyle	DEVELOPMENT	TOKEN_ORDER	0.099818138	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-0.563739962	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.0149376534	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.294517461	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.0818116376	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.371705895	NO_EFFECT
M6_MACRO_K2	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.15904949	NO_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.395415809	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0477699886	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-1.71634927	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00449199501	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.38383009	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Astafiev	DEVELOPMENT	TOKEN_ORDER	0.342643842	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.30084505	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0365101249	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.467565496	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.145827009	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.903243851	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Doyle	DEVELOPMENT	TOKEN_ORDER	0.270302057	SINGLE_FAMILY_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.26098075	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.0143030472	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.543303668	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.215176413	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.799009251	NO_EFFECT
M6_MACRO_K5	Longfellow	DEVELOPMENT	TOKEN_ORDER	-0.241457259	NO_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.683738904	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0425864366	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.09111437	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.000986877692	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.1464613	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.00585816	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.90359677	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0262332009	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.651048182	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00732904265	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.709810186	NO_EFFECT
M7_MIXED_K2_N20	Doyle	DEVELOPMENT	TOKEN_ORDER	1.28074658	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.8919278	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.00571145572	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.744238386	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.120465559	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.615851397	NO_EFFECT
M7_MIXED_K2_N20	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.18711286	NO_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.683797246	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0285603549	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.09151515	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00112299875	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14544701	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.0062363	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.90374048	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	LOCAL_TRANSITION	-0.00311012175	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.651116216	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00758032411	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.709181105	NO_EFFECT
M7_MIXED_K2_N5	Doyle	DEVELOPMENT	TOKEN_ORDER	1.27651552	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.89259329	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	-0.00947027701	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.744353667	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.103193728	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.614464338	NO_EFFECT
M7_MIXED_K2_N5	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.36481642	NO_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.680428003	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0426372558	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.08729355	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00251823963	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14757786	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.00068043	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.89796196	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0326788155	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.649308641	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00921365362	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.712930327	NO_EFFECT
M7_MIXED_K2_N80	Doyle	DEVELOPMENT	TOKEN_ORDER	1.25406788	NO_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.8841255	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.0106906735	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.742107669	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.118629061	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.618779352	SINGLE_FAMILY_EFFECT
M7_MIXED_K2_N80	Longfellow	DEVELOPMENT	TOKEN_ORDER	0.967930813	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.683645436	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0440093725	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.09095137	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00115702902	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	TOKEN_FORMATION	-1.14572764	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Astafiev	DEVELOPMENT	TOKEN_ORDER	1.00812567	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	CHARACTER_ENTROPY	-1.9034373	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	LOCAL_TRANSITION	0.0266388689	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.651110373	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	0.00971621654	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	TOKEN_FORMATION	-0.709976591	NO_EFFECT
M7_MIXED_K5_N20	Doyle	DEVELOPMENT	TOKEN_ORDER	1.28312508	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	CHARACTER_ENTROPY	-1.89202075	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	LOCAL_TRANSITION	0.00610198261	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	POSITIONAL_STRUCTURE	-0.744245184	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.118279252	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	TOKEN_FORMATION	-0.61550909	NO_EFFECT
M7_MIXED_K5_N20	Longfellow	DEVELOPMENT	TOKEN_ORDER	1.18899114	NO_EFFECT
M7_MIXED_K5_N5	Astafiev	DEVELOPMENT	CHARACTER_ENTROPY	-0.68438071	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N5	Astafiev	DEVELOPMENT	LOCAL_REGIME_TOPOLOGY	0	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N5	Astafiev	DEVELOPMENT	LOCAL_TRANSITION	0.0285095357	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N5	Astafiev	DEVELOPMENT	POSITIONAL_STRUCTURE	-2.09172269	SINGLE_FAMILY_EFFECT
M7_MIXED_K5_N5	Astafiev	DEVELOPMENT	REPETITION_EDIT_GEOMETRY	-0.00248420936	SINGLE_FAMILY_EFFECT
