position	metadata_type	from	to
11790	line	f67r1.5	f67r1.6
11831	line	f67r1.6	f67r1.7
11862	line	f67r1.7	f67r1.8
11863	line	f67r1.8	f67r1.9
11864	line	f67r1.9	f67r1.10
11865	line	f67r1.10	f67r1.11
11867	line	f67r1.11	f67r1.12
11868	line	f67r1.12	f67r1.13
11870	line	f67r1.13	f67r1.14
11872	line	f67r1.14	f67r1.15
11873	line	f67r1.15	f67r1.16
11874	line	f67r1.16	f67r1.17
11876	line	f67r1.17	f67r1.18
11878	line	f67r1.18	f67r1.19
11879	line	f67r1.19	f67r2.1
11882	line	f67r2.1	f67r2.2
11885	line	f67r2.2	f67r2.3
11888	line	f67r2.3	f67r2.4
11890	line	f67r2.4	f67r2.5
11892	line	f67r2.5	f67r2.6
11893	line	f67r2.6	f67r2.7
11896	line	f67r2.7	f67r2.8
11897	line	f67r2.8	f67r2.9
11899	line	f67r2.9	f67r2.10
11902	line	f67r2.10	f67r2.11
11905	line	f67r2.11	f67r2.12
11907	line	f67r2.12	f67r2.13
11911	line	f67r2.13	f67r2.14
11914	line	f67r2.14	f67r2.15
11915	line	f67r2.15	f67r2.16
11919	line	f67r2.16	f67r2.17
11922	line	f67r2.17	f67r2.18
11925	line	f67r2.18	f67r2.19
11929	line	f67r2.19	f67r2.20
11931	line	f67r2.20	f67r2.21
11934	line	f67r2.21	f67r2.22
11935	line	f67r2.22	f67r2.23
11937	line	f67r2.23	f67r2.24
11940	line	f67r2.24	f67r2.25
11941	line	f67r2.25	f67r2.26
11944	line	f67r2.26	f67r2.27
11948	line	f67r2.27	f67r2.28
11950	line	f67r2.28	f67r2.29
11952	line	f67r2.29	f67r2.30
11954	line	f67r2.30	f67r2.31
11955	line	f67r2.31	f67r2.32
11959	line	f67r2.32	f67r2.33
11962	line	f67r2.33	f67r2.34
11964	line	f67r2.34	f67r2.35
11967	line	f67r2.35	f67r2.36
11970	line	f67r2.36	f67r2.37
11971	line	f67r2.37	f67r2.38
11973	line	f67r2.38	f67r2.39
11976	line	f67r2.39	f67r2.40
11979	line	f67r2.40	f67r2.41
11981	line	f67r2.41	f67r2.42
11984	line	f67r2.42	f67r2.43
11988	line	f67r2.43	f67r2.44
11991	line	f67r2.44	f67r2.45
11994	line	f67r2.45	f67r2.46
11996	line	f67r2.46	f67r2.47
11997	line	f67r2.47	f67r2.48
12000	line	f67r2.48	f67r2.49
12003	line	f67r2.49	f67r2.50
12005	line	f67r2.50	f67r2.51
12006	line	f67r2.51	f67r2.52
12007	line	f67r2.52	f67r2.53
12008	line	f67r2.53	f67r2.54
12010	line	f67r2.54	f67r2.55
12011	line	f67r2.55	f67r2.56
12013	line	f67r2.56	f67r2.57
12015	line	f67r2.57	f67r2.58
12018	line	f67r2.58	f67r2.59
12019	line	f67r2.59	f67r2.60
12020	line	f67r2.60	f67r2.61
12021	line	f67r2.61	f67r2.62
12022	line	f67r2.62	f67r2.63
12023	line	f67r2.63	f67r2.64
12025	line	f67r2.64	f67r2.65
12026	line	f67r2.65	f67r2.66
12027	line	f67r2.66	f67r2.67
12028	line	f67r2.67	f67r2.68
12029	line	f67r2.68	f67r2.69
12031	line	f67r2.69	f67r2.70
12032	line	f67r2.70	f67r2.71
12033	line	f67r2.71	f67r2.72
12045	line	f67r2.72	f67r2.73
12056	line	f67r2.73	f67r2.74
12069	line	f67r2.74	f67v2.1
12070	line	f67v2.1	f67v2.2
12071	line	f67v2.2	f67v2.3
12078	line	f67v2.3	f67v2.4
12082	line	f67v2.4	f67v2.5
12085	line	f67v2.5	f67v2.6
12088	line	f67v2.6	f67v2.7
12092	line	f67v2.7	f67v2.8
12096	line	f67v2.8	f67v2.9
12100	line	f67v2.9	f67v2.10
12105	line	f67v2.10	f67v2.11
12107	line	f67v2.11	f67v2.12
12109	line	f67v2.12	f67v2.13
12111	line	f67v2.13	f67v2.14
12114	line	f67v2.14	f67v2.15
12117	line	f67v2.15	f67v2.16
12120	line	f67v2.16	f67v2.17
12122	line	f67v2.17	f67v2.18
12124	line	f67v2.18	f67v2.19
12126	line	f67v2.19	f67v2.20
12128	line	f67v2.20	f67v2.21
12129	line	f67v2.21	f67v2.22
12131	line	f67v2.22	f67v1.1
12132	line	f67v1.1	f67v1.2
12133	line	f67v1.2	f67v1.3
12135	line	f67v1.3	f67v1.4
12137	line	f67v1.4	f67v1.5
12139	line	f67v1.5	f67v1.6
12140	line	f67v1.6	f67v1.7
12141	line	f67v1.7	f67v1.8
12142	line	f67v1.8	f67v1.9
12143	line	f67v1.9	f67v1.10
12144	line	f67v1.10	f67v1.11
12145	line	f67v1.11	f67v1.12
12147	line	f67v1.12	f67v1.13
12150	line	f67v1.13	f67v1.14
12153	line	f67v1.14	f67v1.15
12155	line	f67v1.15	f67v1.16
12157	line	f67v1.16	f67v1.17
12161	line	f67v1.17	f67v1.18
12164	line	f67v1.18	f67v1.19
12168	line	f67v1.19	f67v1.20
12172	line	f67v1.20	f67v1.21
12177	line	f67v1.21	f67v1.22
12181	line	f67v1.22	f67v1.23
12185	line	f67v1.23	f67v1.24
12188	line	f67v1.24	f67v1.25
12192	line	f67v1.25	f67v1.26
12196	line	f67v1.26	f67v1.27
12199	line	f67v1.27	f67v1.28
12202	line	f67v1.28	f67v1.29
12204	line	f67v1.29	f68r1.1
12213	line	f68r1.1	f68r1.2
12222	line	f68r1.2	f68r1.3
12230	line	f68r1.3	f68r1.4
12232	line	f68r1.4	f68r1.5
12233	line	f68r1.5	f68r1.6
12234	line	f68r1.6	f68r1.7
12235	line	f68r1.7	f68r1.8
12236	line	f68r1.8	f68r1.9
12237	line	f68r1.9	f68r1.10
12238	line	f68r1.10	f68r1.11
12239	line	f68r1.11	f68r1.12
12240	line	f68r1.12	f68r1.13
12241	line	f68r1.13	f68r1.14
12242	line	f68r1.14	f68r1.15
12243	line	f68r1.15	f68r1.16
12244	line	f68r1.16	f68r1.17
12245	line	f68r1.17	f68r1.18
12246	line	f68r1.18	f68r1.19
12247	line	f68r1.19	f68r1.20
12248	line	f68r1.20	f68r1.21
12249	line	f68r1.21	f68r1.22
12250	line	f68r1.22	f68r1.23
12251	line	f68r1.23	f68r1.24
12252	line	f68r1.24	f68r1.25
12253	line	f68r1.25	f68r1.26
12254	line	f68r1.26	f68r1.27
12255	line	f68r1.27	f68r1.28
12256	line	f68r1.28	f68r1.29
12257	line	f68r1.29	f68r1.30
12258	line	f68r1.30	f68r1.31
12259	line	f68r1.31	f68r1.32
12260	line	f68r1.32	f68r1.33
12261	line	f68r1.33	f68r1.34
12262	line	f68r1.34	f68r1.35
12263	line	f68r1.35	f68r1.36
12264	line	f68r1.36	f68r1.37
12269	line	f68r1.37	f68r2.1
12278	line	f68r2.1	f68r2.2
12286	line	f68r2.2	f68r2.3
12293	line	f68r2.3	f68r2.4
12301	line	f68r2.4	f68r2.5
12306	line	f68r2.5	f68r2.6
12314	line	f68r2.6	f68r2.7
12315	line	f68r2.7	f68r2.8
12316	line	f68r2.8	f68r2.9
12317	line	f68r2.9	f68r2.10
12318	line	f68r2.10	f68r2.11
12319	line	f68r2.11	f68r2.12
12320	line	f68r2.12	f68r2.13
12321	line	f68r2.13	f68r2.14
12322	line	f68r2.14	f68r2.15
12323	line	f68r2.15	f68r2.16
12324	line	f68r2.16	f68r2.17
12325	line	f68r2.17	f68r2.18
12326	line	f68r2.18	f68r2.19
12327	line	f68r2.19	f68r2.20
12328	line	f68r2.20	f68r2.21
12329	line	f68r2.21	f68r2.22
12330	line	f68r2.22	f68r2.23
12331	line	f68r2.23	f68r2.24
12332	line	f68r2.24	f68r2.25
12334	line	f68r2.25	f68r2.26
12335	line	f68r2.26	f68r2.27
12336	line	f68r2.27	f68r2.28
12337	line	f68r2.28	f68r2.29
12338	line	f68r2.29	f68r2.30
12339	line	f68r2.30	f68r2.31
12351	line	f68r2.31	f68r3.1
12389	line	f68r3.1	f68r3.2
12394	line	f68r3.2	f68r3.3
12399	line	f68r3.3	f68r3.4
12404	line	f68r3.4	f68r3.5
12410	line	f68r3.5	f68r3.6
12415	line	f68r3.6	f68r3.7
12421	line	f68r3.7	f68r3.8
12426	line	f68r3.8	f68r3.9
12431	line	f68r3.9	f68r3.10
12433	line	f68r3.10	f68r3.11
12434	line	f68r3.11	f68r3.12
12435	line	f68r3.12	f68r3.13
12436	line	f68r3.13	f68r3.14
12437	line	f68r3.14	f68r3.15
12439	line	f68r3.15	f68r3.16
12441	line	f68r3.16	f68r3.17
12442	line	f68r3.17	f68r3.18
12444	line	f68r3.18	f68r3.19
12445	line	f68r3.19	f68r3.20
12446	line	f68r3.20	f68r3.21
12447	line	f68r3.21	f68r3.22
12457	line	f68r3.22	f68v3.1
12471	line	f68v3.1	f68v3.2
12486	line	f68v3.2	f68v3.3
12498	line	f68v3.3	f68v3.4
12501	line	f68v3.4	f68v3.5
12555	line	f68v3.5	f68v3.6
12563	line	f68v3.6	f68v3.7
12568	line	f68v3.7	f68v3.8
12576	line	f68v3.8	f68v3.9
12580	line	f68v3.9	f68v3.10
12587	line	f68v3.10	f68v3.11
12591	line	f68v3.11	f68v3.12
12597	line	f68v3.12	f68v3.13
12601	line	f68v3.13	f68v3.14
12613	line	f68v3.14	f68v3.15
12614	line	f68v3.15	f68v3.16
12615	line	f68v3.16	f68v3.17
12619	line	f68v3.17	f68v3.18
12623	line	f68v3.18	f68v3.19
12626	line	f68v3.19	f68v2.1
12634	line	f68v2.1	f68v2.2
12643	line	f68v2.2	f68v2.3
12652	line	f68v2.3	f68v2.4
12661	line	f68v2.4	f68v2.5
12670	line	f68v2.5	f68v2.6
12704	line	f68v2.6	f68v2.7
12706	line	f68v2.7	f68v2.8
12708	line	f68v2.8	f68v2.9
12711	line	f68v2.9	f68v2.10
12713	line	f68v2.10	f68v2.11
12715	line	f68v2.11	f68v2.12
12717	line	f68v2.12	f68v2.13
12719	line	f68v2.13	f68v2.14
12721	line	f68v2.14	f68v2.15
12723	line	f68v2.15	f68v2.16
12725	line	f68v2.16	f68v2.17
12727	line	f68v2.17	f68v2.18
12729	line	f68v2.18	f68v1.1
12769	line	f68v1.1	f68v1.2
12807	line	f68v1.2	f68v1.3
12810	line	f68v1.3	f68v1.4
12812	line	f68v1.4	f68v1.5
12814	line	f68v1.5	f68v1.6
12815	line	f68v1.6	f68v1.7
12818	line	f68v1.7	f68v1.8
12821	line	f68v1.8	f68v1.9
12824	line	f68v1.9	f68v1.10
12826	line	f68v1.10	f69r.1
12836	line	f69r.1	f69r.2
12846	line	f69r.2	f69r.3
12855	line	f69r.3	f69r.4
12862	line	f69r.4	f69r.5
12865	line	f69r.5	f69r.6
12868	line	f69r.6	f69r.7
12871	line	f69r.7	f69r.8
12874	line	f69r.8	f69r.9
12877	line	f69r.9	f69r.10
12880	line	f69r.10	f69r.11
12882	line	f69r.11	f69r.12
12884	line	f69r.12	f69r.13
12886	line	f69r.13	f69r.14
12890	line	f69r.14	f69r.15
12893	line	f69r.15	f69r.16
12895	line	f69r.16	f69r.17
12897	line	f69r.17	f69r.18
12899	line	f69r.18	f69r.19
12902	line	f69r.19	f69r.20
12903	line	f69r.20	f69r.21
12905	line	f69r.21	f69r.22
12908	line	f69r.22	f69r.23
12910	line	f69r.23	f69r.24
12914	line	f69r.24	f69r.25
12917	line	f69r.25	f69r.26
12921	line	f69r.26	f69r.27
12924	line	f69r.27	f69r.28
12926	line	f69r.28	f69r.29
12929	line	f69r.29	f69r.30
12932	line	f69r.30	f69r.31
12935	line	f69r.31	f69r.32
12938	line	f69r.32	f69r.33
12942	line	f69r.33	f69r.34
12945	line	f69r.34	f69r.35
12948	line	f69r.35	f69r.36
12951	line	f69r.36	f69r.37
12953	line	f69r.37	f69r.38
12957	line	f69r.38	f69r.39
12961	line	f69r.39	f69r.40
12964	line	f69r.40	f69r.41
12966	line	f69r.41	f69r.42
12969	line	f69r.42	f69r.43
12978	line	f69r.43	f69r.44
12979	line	f69r.44	f69r.45
12980	line	f69r.45	f69r.46
12981	line	f69r.46	f69r.47
12982	line	f69r.47	f69r.48
12983	line	f69r.48	f69r.49
12984	line	f69r.49	f69v.1
13024	line	f69v.1	f69v.2
13062	line	f69v.2	f69v.3
13093	line	f69v.3	f69v.4
13095	line	f69v.4	f69v.5
13097	line	f69v.5	f69v.6
13098	line	f69v.6	f69v.7
13099	line	f69v.7	f69v.8
13100	line	f69v.8	f69v.9
13101	line	f69v.9	f69v.10
13102	line	f69v.10	f69v.11
13103	line	f69v.11	f69v.12
13104	line	f69v.12	f69v.13
13105	line	f69v.13	f69v.14
13106	line	f69v.14	f69v.15
13107	line	f69v.15	f69v.16
13108	line	f69v.16	f69v.17
13109	line	f69v.17	f69v.18
13110	line	f69v.18	f69v.19
13111	line	f69v.19	f69v.20
13112	line	f69v.20	f69v.21
13113	line	f69v.21	f69v.22
13114	line	f69v.22	f69v.23
13115	line	f69v.23	f69v.24
13116	line	f69v.24	f69v.25
13118	line	f69v.25	f69v.26
13120	line	f69v.26	f69v.27
13121	line	f69v.27	f69v.28
13122	line	f69v.28	f69v.29
13123	line	f69v.29	f69v.30
13124	line	f69v.30	f69v.31
13126	line	f69v.31	f70r1.1
13128	line	f70r1.1	f70r1.2
13162	line	f70r1.2	f70r1.3
13197	line	f70r1.3	f70r1.4
13198	line	f70r1.4	f70r1.5
13200	line	f70r1.5	f70r1.6
13203	line	f70r1.6	f70r1.7
13205	line	f70r1.7	f70r1.8
13208	line	f70r1.8	f70r1.9
13210	line	f70r1.9	f70r1.10
13212	line	f70r1.10	f70r1.11
13214	line	f70r1.11	f70r1.12
13216	line	f70r1.12	f70r1.13
13232	line	f70r1.13	f70r1.14
13233	line	f70r1.14	f70r1.15
13234	line	f70r1.15	f70r1.16
13235	line	f70r1.16	f70r1.17
13236	line	f70r1.17	f70r1.18
13237	line	f70r1.18	f70r1.19
13238	line	f70r1.19	f70r2.1
13248	line	f70r2.1	f70r2.2
13257	line	f70r2.2	f70r2.3
13267	line	f70r2.3	f70r2.4
13275	line	f70r2.4	f70r2.5
13283	line	f70r2.5	f70r2.6
13291	line	f70r2.6	f70r2.7
13298	line	f70r2.7	f70r2.8
13304	line	f70r2.8	f70r2.9
13310	line	f70r2.9	f70r2.10
13316	line	f70r2.10	f70r2.11
13321	line	f70r2.11	f70r2.12
13327	line	f70r2.12	f70r2.13
13334	line	f70r2.13	f70r2.14
13339	line	f70r2.14	f70r2.15
13377	line	f70r2.15	f70r2.16
13409	line	f70r2.16	f70r2.17
13441	line	f70r2.17	f70r2.18
13474	line	f70r2.18	f70r2.19
13484	line	f70r2.19	f70v2.1
13526	line	f70v2.1	f70v2.2
13527	line	f70v2.2	f70v2.3
13528	line	f70v2.3	f70v2.4
13529	line	f70v2.4	f70v2.5
13530	line	f70v2.5	f70v2.6
13532	line	f70v2.6	f70v2.7
13534	line	f70v2.7	f70v2.8
13535	line	f70v2.8	f70v2.9
13536	line	f70v2.9	f70v2.10
13537	line	f70v2.10	f70v2.11
13538	line	f70v2.11	f70v2.12
13539	line	f70v2.12	f70v2.13
13540	line	f70v2.13	f70v2.14
13541	line	f70v2.14	f70v2.15
13542	line	f70v2.15	f70v2.16
13544	line	f70v2.16	f70v2.17
13545	line	f70v2.17	f70v2.18
13546	line	f70v2.18	f70v2.19
13547	line	f70v2.19	f70v2.20
13548	line	f70v2.20	f70v2.21
13580	line	f70v2.21	f70v2.22
13582	line	f70v2.22	f70v2.23
13584	line	f70v2.23	f70v2.24
13585	line	f70v2.24	f70v2.25
13586	line	f70v2.25	f70v2.26
13587	line	f70v2.26	f70v2.27
13588	line	f70v2.27	f70v2.28
13589	line	f70v2.28	f70v2.29
13590	line	f70v2.29	f70v2.30
13591	line	f70v2.30	f70v2.31
13592	line	f70v2.31	f70v2.32
13614	line	f70v2.32	f70v2.33
13615	line	f70v2.33	f70v1.1
13653	line	f70v1.1	f70v1.2
13657	line	f70v1.2	f70v1.3
13659	line	f70v1.3	f70v1.4
13660	line	f70v1.4	f70v1.5
13661	line	f70v1.5	f70v1.6
13662	line	f70v1.6	f70v1.7
13663	line	f70v1.7	f70v1.8
13664	line	f70v1.8	f70v1.9
13665	line	f70v1.9	f70v1.10
13666	line	f70v1.10	f70v1.11
13668	line	f70v1.11	f70v1.12
13691	line	f70v1.12	f70v1.13
13692	line	f70v1.13	f70v1.14
13693	line	f70v1.14	f70v1.15
13696	line	f70v1.15	f70v1.16
13699	line	f70v1.16	f70v1.17
13701	line	f70v1.17	f71r.1
13739	line	f71r.1	f71r.2
13741	line	f71r.2	f71r.3
13742	line	f71r.3	f71r.4
13743	line	f71r.4	f71r.5
13744	line	f71r.5	f71r.6
13745	line	f71r.6	f71r.7
13746	line	f71r.7	f71r.8
13747	line	f71r.8	f71r.9
13748	line	f71r.9	f71r.10
13750	line	f71r.10	f71r.11
13751	line	f71r.11	f71r.12
13776	line	f71r.12	f71r.13
13777	line	f71r.13	f71r.14
13778	line	f71r.14	f71r.15
13779	line	f71r.15	f71r.16
13780	line	f71r.16	f71r.17
13781	line	f71r.17	f71r.18
13791	line	f71r.18	f71v.1
13828	line	f71v.1	f71v.2
13830	line	f71v.2	f71v.3
13831	line	f71v.3	f71v.4
13832	line	f71v.4	f71v.5
13833	line	f71v.5	f71v.6
13834	line	f71v.6	f71v.7
13835	line	f71v.7	f71v.8
13836	line	f71v.8	f71v.9
13839	line	f71v.9	f71v.10
13842	line	f71v.10	f71v.11
13844	line	f71v.11	f71v.12
13874	line	f71v.12	f71v.13
13875	line	f71v.13	f71v.14
13876	line	f71v.14	f71v.15
13877	line	f71v.15	f71v.16
13879	line	f71v.16	f71v.17
13880	line	f71v.17	f71v.18
13891	line	f71v.18	f72r1.1
13933	line	f72r1.1	f72r1.2
13934	line	f72r1.2	f72r1.3
13935	line	f72r1.3	f72r1.4
13938	line	f72r1.4	f72r1.5
13939	line	f72r1.5	f72r1.6
13940	line	f72r1.6	f72r1.7
13942	line	f72r1.7	f72r1.8
13943	line	f72r1.8	f72r1.9
13945	line	f72r1.9	f72r1.10
13948	line	f72r1.10	f72r1.11
13950	line	f72r1.11	f72r1.12
13977	line	f72r1.12	f72r1.13
13978	line	f72r1.13	f72r1.14
13979	line	f72r1.14	f72r1.15
13980	line	f72r1.15	f72r1.16
13982	line	f72r1.16	f72r1.17
13983	line	f72r1.17	f72r1.18
13996	line	f72r1.18	f72r2.1
13997	line	f72r2.1	f72r2.2
13998	line	f72r2.2	f72r2.3
13999	line	f72r2.3	f72r2.4
14000	line	f72r2.4	f72r2.5
14001	line	f72r2.5	f72r2.6
14042	line	f72r2.6	f72r2.7
14043	line	f72r2.7	f72r2.8
14044	line	f72r2.8	f72r2.9
14045	line	f72r2.9	f72r2.10
14046	line	f72r2.10	f72r2.11
14047	line	f72r2.11	f72r2.12
14049	line	f72r2.12	f72r2.13
14050	line	f72r2.13	f72r2.14
14052	line	f72r2.14	f72r2.15
14053	line	f72r2.15	f72r2.16
14054	line	f72r2.16	f72r2.17
14055	line	f72r2.17	f72r2.18
14056	line	f72r2.18	f72r2.19
14057	line	f72r2.19	f72r2.20
14058	line	f72r2.20	f72r2.21
14059	line	f72r2.21	f72r2.22
14085	line	f72r2.22	f72r2.23
14086	line	f72r2.23	f72r2.24
14087	line	f72r2.24	f72r2.25
14088	line	f72r2.25	f72r2.26
14089	line	f72r2.26	f72r2.27
14090	line	f72r2.27	f72r2.28
14091	line	f72r2.28	f72r2.29
14092	line	f72r2.29	f72r2.30
14093	line	f72r2.30	f72r2.31
14094	line	f72r2.31	f72r2.32
14109	line	f72r2.32	f72r3.1
14157	line	f72r3.1	f72r3.2
14158	line	f72r3.2	f72r3.3
14159	line	f72r3.3	f72r3.4
14160	line	f72r3.4	f72r3.5
14161	line	f72r3.5	f72r3.6
14162	line	f72r3.6	f72r3.7
14165	line	f72r3.7	f72r3.8
14167	line	f72r3.8	f72r3.9
14169	line	f72r3.9	f72r3.10
14170	line	f72r3.10	f72r3.11
14171	line	f72r3.11	f72r3.12
14173	line	f72r3.12	f72r3.13
14174	line	f72r3.13	f72r3.14
14215	line	f72r3.14	f72r3.15
14216	line	f72r3.15	f72r3.16
14217	line	f72r3.16	f72r3.17
14218	line	f72r3.17	f72r3.18
14219	line	f72r3.18	f72r3.19
14221	line	f72r3.19	f72r3.20
14224	line	f72r3.20	f72r3.21
14226	line	f72r3.21	f72r3.22
14227	line	f72r3.22	f72r3.23
14228	line	f72r3.23	f72r3.24
14230	line	f72r3.24	f72r3.25
14231	line	f72r3.25	f72r3.26
14257	line	f72r3.26	f72r3.27
14258	line	f72r3.27	f72r3.28
14259	line	f72r3.28	f72r3.29
14260	line	f72r3.29	f72r3.30
14262	line	f72r3.30	f72r3.31
14263	line	f72r3.31	f72r3.32
14264	line	f72r3.32	f72r3.33
14265	line	f72r3.33	f72r3.34
14274	line	f72r3.34	f72v3.1
14315	line	f72v3.1	f72v3.2
14316	line	f72v3.2	f72v3.3
14317	line	f72v3.3	f72v3.4
14318	line	f72v3.4	f72v3.5
14319	line	f72v3.5	f72v3.6
14320	line	f72v3.6	f72v3.7
14321	line	f72v3.7	f72v3.8
14322	line	f72v3.8	f72v3.9
14323	line	f72v3.9	f72v3.10
14324	line	f72v3.10	f72v3.11
14325	line	f72v3.11	f72v3.12
14327	line	f72v3.12	f72v3.13
14329	line	f72v3.13	f72v3.14
14331	line	f72v3.14	f72v3.15
14332	line	f72v3.15	f72v3.16
14333	line	f72v3.16	f72v3.17
14334	line	f72v3.17	f72v3.18
14335	line	f72v3.18	f72v3.19
14336	line	f72v3.19	f72v3.20
14368	line	f72v3.20	f72v3.21
14369	line	f72v3.21	f72v3.22
14370	line	f72v3.22	f72v3.23
14371	line	f72v3.23	f72v3.24
14372	line	f72v3.24	f72v3.25
14373	line	f72v3.25	f72v3.26
14374	line	f72v3.26	f72v3.27
14375	line	f72v3.27	f72v3.28
14376	line	f72v3.28	f72v3.29
14377	line	f72v3.29	f72v3.30
14378	line	f72v3.30	f72v3.31
14379	line	f72v3.31	f72v3.32
14381	line	f72v3.32	f72v3.33
14393	line	f72v3.33	f72v2.1
14430	line	f72v2.1	f72v2.2
14431	line	f72v2.2	f72v2.3
14432	line	f72v2.3	f72v2.4
14433	line	f72v2.4	f72v2.5
14435	line	f72v2.5	f72v2.6
14436	line	f72v2.6	f72v2.7
14437	line	f72v2.7	f72v2.8
14438	line	f72v2.8	f72v2.9
14439	line	f72v2.9	f72v2.10
14440	line	f72v2.10	f72v2.11
14441	line	f72v2.11	f72v2.12
14442	line	f72v2.12	f72v2.13
14443	line	f72v2.13	f72v2.14
14444	line	f72v2.14	f72v2.15
14445	line	f72v2.15	f72v2.16
14446	line	f72v2.16	f72v2.17
14447	line	f72v2.17	f72v2.18
14448	line	f72v2.18	f72v2.19
14449	line	f72v2.19	f72v2.20
14477	line	f72v2.20	f72v2.21
14478	line	f72v2.21	f72v2.22
14479	line	f72v2.22	f72v2.23
14480	line	f72v2.23	f72v2.24
14481	line	f72v2.24	f72v2.25
14482	line	f72v2.25	f72v2.26
14483	line	f72v2.26	f72v2.27
14484	line	f72v2.27	f72v2.28
14485	line	f72v2.28	f72v2.29
14486	line	f72v2.29	f72v2.30
14487	line	f72v2.30	f72v2.31
14488	line	f72v2.31	f72v2.32
14489	line	f72v2.32	f72v2.33
14501	line	f72v2.33	f72v1.1
14542	line	f72v1.1	f72v1.2
14543	line	f72v1.2	f72v1.3
14544	line	f72v1.3	f72v1.4
14545	line	f72v1.4	f72v1.5
14546	line	f72v1.5	f72v1.6
14547	line	f72v1.6	f72v1.7
14548	line	f72v1.7	f72v1.8
14549	line	f72v1.8	f72v1.9
14550	line	f72v1.9	f72v1.10
14551	line	f72v1.10	f72v1.11
14552	line	f72v1.11	f72v1.12
14553	line	f72v1.12	f72v1.13
14554	line	f72v1.13	f72v1.14
14555	line	f72v1.14	f72v1.15
14556	line	f72v1.15	f72v1.16
14557	line	f72v1.16	f72v1.17
14558	line	f72v1.17	f72v1.18
14559	line	f72v1.18	f72v1.19
14560	line	f72v1.19	f72v1.20
14561	line	f72v1.20	f72v1.21
14562	line	f72v1.21	f72v1.22
14584	line	f72v1.22	f72v1.23
14585	line	f72v1.23	f72v1.24
14586	line	f72v1.24	f72v1.25
14587	line	f72v1.25	f72v1.26
14588	line	f72v1.26	f72v1.27
14589	line	f72v1.27	f72v1.28
14590	line	f72v1.28	f72v1.29
14591	line	f72v1.29	f72v1.30
14592	line	f72v1.30	f72v1.31
14593	line	f72v1.31	f72v1.32
14594	line	f72v1.32	f72v1.33
14605	line	f72v1.33	f73r.1
14606	line	f73r.1	f73r.2
14607	line	f73r.2	f73r.3
14608	line	f73r.3	f73r.4
14609	line	f73r.4	f73r.5
14643	line	f73r.5	f73r.6
14644	line	f73r.6	f73r.7
14645	line	f73r.7	f73r.8
14646	line	f73r.8	f73r.9
14647	line	f73r.9	f73r.10
14648	line	f73r.10	f73r.11
14649	line	f73r.11	f73r.12
14650	line	f73r.12	f73r.13
14651	line	f73r.13	f73r.14
14652	line	f73r.14	f73r.15
14653	line	f73r.15	f73r.16
14654	line	f73r.16	f73r.17
14655	line	f73r.17	f73r.18
14656	line	f73r.18	f73r.19
14657	line	f73r.19	f73r.20
14658	line	f73r.20	f73r.21
14659	line	f73r.21	f73r.22
14684	line	f73r.22	f73r.23
14685	line	f73r.23	f73r.24
14686	line	f73r.24	f73r.25
14687	line	f73r.25	f73r.26
14688	line	f73r.26	f73r.27
14689	line	f73r.27	f73r.28
14690	line	f73r.28	f73r.29
14691	line	f73r.29	f73r.30
14692	line	f73r.30	f73r.31
14693	line	f73r.31	f73r.32
14694	line	f73r.32	f73r.33
14701	line	f73r.33	f73v.1
14702	line	f73v.1	f73v.2
14703	line	f73v.2	f73v.3
14704	line	f73v.3	f73v.4
14705	line	f73v.4	f73v.5
14740	line	f73v.5	f73v.6
14741	line	f73v.6	f73v.7
14742	line	f73v.7	f73v.8
14743	line	f73v.8	f73v.9
14744	line	f73v.9	f73v.10
14745	line	f73v.10	f73v.11
14746	line	f73v.11	f73v.12
14747	line	f73v.12	f73v.13
14748	line	f73v.13	f73v.14
14749	line	f73v.14	f73v.15
14751	line	f73v.15	f73v.16
14752	line	f73v.16	f73v.17
14753	line	f73v.17	f73v.18
14754	line	f73v.18	f73v.19
14755	line	f73v.19	f73v.20
14756	line	f73v.20	f73v.21
14757	line	f73v.21	f73v.22
14779	line	f73v.22	f73v.23
14780	line	f73v.23	f73v.24
14781	line	f73v.24	f73v.25
14782	line	f73v.25	f73v.26
14783	line	f73v.26	f73v.27
14784	line	f73v.27	f73v.28
14785	line	f73v.28	f73v.29
14786	line	f73v.29	f73v.30
14787	line	f73v.30	f73v.31
14788	line	f73v.31	f73v.32
14789	line	f73v.32	f73v.33
14800	line	f73v.33	f75r.1
14807	line	f75r.1	f75r.2
14815	line	f75r.2	f75r.3
14824	line	f75r.3	f75r.4
14834	line	f75r.4	f75r.5
14844	line	f75r.5	f75r.6
14852	line	f75r.6	f75r.7
14861	line	f75r.7	f75r.8
14869	line	f75r.8	f75r.9
14878	line	f75r.9	f75r.10
14888	line	f75r.10	f75r.11
14898	line	f75r.11	f75r.12
14909	line	f75r.12	f75r.13
14917	line	f75r.13	f75r.14
14928	line	f75r.14	f75r.15
14938	line	f75r.15	f75r.16
14947	line	f75r.16	f75r.17
14956	line	f75r.17	f75r.18
14965	line	f75r.18	f75r.19
14973	line	f75r.19	f75r.20
14982	line	f75r.20	f75r.21
14990	line	f75r.21	f75r.22
14999	line	f75r.22	f75r.23
15006	line	f75r.23	f75r.24
15013	line	f75r.24	f75r.25
15021	line	f75r.25	f75r.26
15029	line	f75r.26	f75r.27
15040	line	f75r.27	f75r.28
15051	line	f75r.28	f75r.29
