token_position	token	folio	locus_id	locus_type	line_id	paragraph_id	paragraph_start	currier	hand	quire	token_index_in_locus	token_index_in_line	token_index_in_folio
18008	shey	f79r	f79r.22	P	f79r.22	4	false	2	2	M	5	5	203
18009	qofchey	f79r	f79r.22	P	f79r.22	4	false	2	2	M	6	6	204
18010	ol	f79r	f79r.22	P	f79r.22	4	false	2	2	M	7	7	205
18011	dorchedchey	f79r	f79r.22	P	f79r.22	4	false	2	2	M	8	8	206
18012	das	f79r	f79r.23	P	f79r.23	4	false	2	2	M	0	0	207
18013	shear	f79r	f79r.23	P	f79r.23	4	false	2	2	M	1	1	208
18014	qotaiin	f79r	f79r.23	P	f79r.23	4	false	2	2	M	2	2	209
18015	ol	f79r	f79r.23	P	f79r.23	4	false	2	2	M	3	3	210
18016	lkain	f79r	f79r.23	P	f79r.23	4	false	2	2	M	4	4	211
18017	otchedy	f79r	f79r.23	P	f79r.23	4	false	2	2	M	5	5	212
18018	or	f79r	f79r.23	P	f79r.23	4	false	2	2	M	6	6	213
18019	olkl	f79r	f79r.23	P	f79r.23	4	false	2	2	M	7	7	214
18020	o	f79r	f79r.23	P	f79r.23	4	false	2	2	M	8	8	215
18021	tshedy	f79r	f79r.23	P	f79r.23	4	false	2	2	M	9	9	216
18022	otory	f79r	f79r.23	P	f79r.23	4	false	2	2	M	10	10	217
18023	qokshedy	f79r	f79r.24	P	f79r.24	4	false	2	2	M	0	0	218
18024	qolkeey	f79r	f79r.24	P	f79r.24	4	false	2	2	M	1	1	219
18025	qolkeedy	f79r	f79r.24	P	f79r.24	4	false	2	2	M	2	2	220
18026	qokedy	f79r	f79r.24	P	f79r.24	4	false	2	2	M	3	3	221
18027	otain	f79r	f79r.24	P	f79r.24	4	false	2	2	M	4	4	222
18028	otchey	f79r	f79r.24	P	f79r.24	4	false	2	2	M	5	5	223
18029	okain	f79r	f79r.24	P	f79r.24	4	false	2	2	M	6	6	224
18030	y	f79r	f79r.24	P	f79r.24	4	false	2	2	M	7	7	225
18031	cholchey	f79r	f79r.25	P	f79r.25	4	false	2	2	M	0	0	226
18032	qotshy	f79r	f79r.25	P	f79r.25	4	false	2	2	M	1	1	227
18033	qol	f79r	f79r.25	P	f79r.25	4	false	2	2	M	2	2	228
18034	shey	f79r	f79r.25	P	f79r.25	4	false	2	2	M	3	3	229
18035	qokar	f79r	f79r.25	P	f79r.25	4	false	2	2	M	4	4	230
18036	shedy	f79r	f79r.25	P	f79r.25	4	false	2	2	M	5	5	231
18037	oteey	f79r	f79r.25	P	f79r.25	4	false	2	2	M	6	6	232
18038	chcthy	f79r	f79r.25	P	f79r.25	4	false	2	2	M	7	7	233
18039	polaiin	f79r	f79r.26	P	f79r.26	5	true	2	2	M	0	0	234
18040	olteedy	f79r	f79r.26	P	f79r.26	5	false	2	2	M	1	1	235
18041	qotchey	f79r	f79r.26	P	f79r.26	5	false	2	2	M	2	2	236
18042	dykeedy	f79r	f79r.26	P	f79r.26	5	false	2	2	M	3	3	237
18043	qokchdy	f79r	f79r.26	P	f79r.26	5	false	2	2	M	4	4	238
18044	opchedy	f79r	f79r.26	P	f79r.26	5	false	2	2	M	5	5	239
18045	shol	f79r	f79r.26	P	f79r.26	5	false	2	2	M	6	6	240
18046	ory	f79r	f79r.26	P	f79r.26	5	false	2	2	M	7	7	241
18047	qokeedy	f79r	f79r.27	P	f79r.27	5	false	2	2	M	0	0	242
18048	sheey	f79r	f79r.27	P	f79r.27	5	false	2	2	M	1	1	243
18049	kas	f79r	f79r.27	P	f79r.27	5	false	2	2	M	2	2	244
18050	cheey	f79r	f79r.27	P	f79r.27	5	false	2	2	M	3	3	245
18051	olkaiin	f79r	f79r.27	P	f79r.27	5	false	2	2	M	4	4	246
18052	ol	f79r	f79r.27	P	f79r.27	5	false	2	2	M	5	5	247
18053	ory	f79r	f79r.27	P	f79r.27	5	false	2	2	M	6	6	248
18054	cholor	f79r	f79r.27	P	f79r.27	5	false	2	2	M	7	7	249
18055	oty	f79r	f79r.27	P	f79r.27	5	false	2	2	M	8	8	250
18056	oky	f79r	f79r.27	P	f79r.27	5	false	2	2	M	9	9	251
18057	y	f79r	f79r.28	P	f79r.28	5	false	2	2	M	0	0	252
18058	dolsheey	f79r	f79r.28	P	f79r.28	5	false	2	2	M	1	1	253
18059	qokain	f79r	f79r.28	P	f79r.28	5	false	2	2	M	2	2	254
18060	o	f79r	f79r.28	P	f79r.28	5	false	2	2	M	3	3	255
18061	dain	f79r	f79r.28	P	f79r.28	5	false	2	2	M	4	4	256
18062	yteey	f79r	f79r.28	P	f79r.28	5	false	2	2	M	5	5	257
18063	chyteey	f79r	f79r.28	P	f79r.28	5	false	2	2	M	6	6	258
18064	otoldy	f79r	f79r.28	P	f79r.28	5	false	2	2	M	7	7	259
18065	lchey	f79r	f79r.28	P	f79r.28	5	false	2	2	M	8	8	260
18066	lcheey	f79r	f79r.29	P	f79r.29	5	false	2	2	M	0	0	261
18067	qochey	f79r	f79r.29	P	f79r.29	5	false	2	2	M	1	1	262
18068	qody	f79r	f79r.29	P	f79r.29	5	false	2	2	M	2	2	263
18069	qokal	f79r	f79r.29	P	f79r.29	5	false	2	2	M	3	3	264
18070	olor	f79r	f79r.29	P	f79r.29	5	false	2	2	M	4	4	265
18071	okchd	f79r	f79r.29	P	f79r.29	5	false	2	2	M	5	5	266
18072	dchol	f79r	f79r.29	P	f79r.29	5	false	2	2	M	6	6	267
18073	dchy	f79r	f79r.29	P	f79r.29	5	false	2	2	M	7	7	268
18074	oly	f79r	f79r.29	P	f79r.29	5	false	2	2	M	8	8	269
18075	y	f79r	f79r.30	P	f79r.30	5	false	2	2	M	0	0	270
18076	shedy	f79r	f79r.30	P	f79r.30	5	false	2	2	M	1	1	271
18077	qotal	f79r	f79r.30	P	f79r.30	5	false	2	2	M	2	2	272
18078	ysheey	f79r	f79r.30	P	f79r.30	5	false	2	2	M	3	3	273
18079	olor	f79r	f79r.30	P	f79r.30	5	false	2	2	M	4	4	274
18080	polshey	f79r	f79r.31	P	f79r.31	6	true	2	2	M	0	0	275
18081	oltshedy	f79r	f79r.31	P	f79r.31	6	false	2	2	M	1	1	276
18082	sheol	f79r	f79r.31	P	f79r.31	6	false	2	2	M	2	2	277
18083	ykeey	f79r	f79r.31	P	f79r.31	6	false	2	2	M	3	3	278
18084	okeey	f79r	f79r.31	P	f79r.31	6	false	2	2	M	4	4	279
18085	cheor	f79r	f79r.31	P	f79r.31	6	false	2	2	M	5	5	280
18086	sheedy	f79r	f79r.31	P	f79r.31	6	false	2	2	M	6	6	281
18087	ol	f79r	f79r.31	P	f79r.31	6	false	2	2	M	7	7	282
18088	sol	f79r	f79r.32	P	f79r.32	6	false	2	2	M	0	0	283
18089	cheedy	f79r	f79r.32	P	f79r.32	6	false	2	2	M	1	1	284
18090	qoteedy	f79r	f79r.32	P	f79r.32	6	false	2	2	M	2	2	285
18091	okaiin	f79r	f79r.32	P	f79r.32	6	false	2	2	M	3	3	286
18092	ol	f79r	f79r.32	P	f79r.32	6	false	2	2	M	4	4	287
18093	olaiin	f79r	f79r.32	P	f79r.32	6	false	2	2	M	5	5	288
18094	shey	f79r	f79r.32	P	f79r.32	6	false	2	2	M	6	6	289
18095	daiin	f79r	f79r.32	P	f79r.32	6	false	2	2	M	7	7	290
18096	ch?y	f79r	f79r.32	P	f79r.32	6	false	2	2	M	8	8	291
18097	ol	f79r	f79r.32	P	f79r.32	6	false	2	2	M	9	9	292
18098	daiin	f79r	f79r.33	P	f79r.33	6	false	2	2	M	0	0	293
18099	shedy	f79r	f79r.33	P	f79r.33	6	false	2	2	M	1	1	294
18100	qotshedy	f79r	f79r.33	P	f79r.33	6	false	2	2	M	2	2	295
18101	oteeedy	f79r	f79r.33	P	f79r.33	6	false	2	2	M	3	3	296
18102	oteedy	f79r	f79r.33	P	f79r.33	6	false	2	2	M	4	4	297
18103	chey	f79r	f79r.33	P	f79r.33	6	false	2	2	M	5	5	298
18104	qokain	f79r	f79r.33	P	f79r.33	6	false	2	2	M	6	6	299
18105	ol	f79r	f79r.33	P	f79r.33	6	false	2	2	M	7	7	300
18106	lcheol	f79r	f79r.34	P	f79r.34	6	false	2	2	M	0	0	301
18107	kchedy	f79r	f79r.34	P	f79r.34	6	false	2	2	M	1	1	302
18108	qotas	f79r	f79r.34	P	f79r.34	6	false	2	2	M	2	2	303
18109	sheey	f79r	f79r.34	P	f79r.34	6	false	2	2	M	3	3	304
18110	teol	f79r	f79r.34	P	f79r.34	6	false	2	2	M	4	4	305
18111	oteedy	f79r	f79r.34	P	f79r.34	6	false	2	2	M	5	5	306
18112	polchedy	f79r	f79r.35	P	f79r.35	7	true	2	2	M	0	0	307
18113	shedy	f79r	f79r.35	P	f79r.35	7	false	2	2	M	1	1	308
18114	qoteedy	f79r	f79r.35	P	f79r.35	7	false	2	2	M	2	2	309
18115	qotain	f79r	f79r.35	P	f79r.35	7	false	2	2	M	3	3	310
18116	ody	f79r	f79r.35	P	f79r.35	7	false	2	2	M	4	4	311
18117	chckhes	f79r	f79r.35	P	f79r.35	7	false	2	2	M	5	5	312
18118	otal	f79r	f79r.35	P	f79r.35	7	false	2	2	M	6	6	313
18119	sol	f79r	f79r.36	P	f79r.36	7	false	2	2	M	0	0	314
18120	sheeol	f79r	f79r.36	P	f79r.36	7	false	2	2	M	1	1	315
18121	ol	f79r	f79r.36	P	f79r.36	7	false	2	2	M	2	2	316
18122	cheey	f79r	f79r.36	P	f79r.36	7	false	2	2	M	3	3	317
18123	os	f79r	f79r.36	P	f79r.36	7	false	2	2	M	4	4	318
18124	sheky	f79r	f79r.36	P	f79r.36	7	false	2	2	M	5	5	319
18125	sheol	f79r	f79r.36	P	f79r.36	7	false	2	2	M	6	6	320
18126	or	f79r	f79r.36	P	f79r.36	7	false	2	2	M	7	7	321
18127	shear	f79r	f79r.36	P	f79r.36	7	false	2	2	M	8	8	322
18128	oly	f79r	f79r.36	P	f79r.36	7	false	2	2	M	9	9	323
18129	lcheol	f79r	f79r.37	P	f79r.37	7	false	2	2	M	0	0	324
18130	ol	f79r	f79r.37	P	f79r.37	7	false	2	2	M	1	1	325
18131	ol	f79r	f79r.37	P	f79r.37	7	false	2	2	M	2	2	326
18132	sheey	f79r	f79r.37	P	f79r.37	7	false	2	2	M	3	3	327
18133	olsheey	f79r	f79r.37	P	f79r.37	7	false	2	2	M	4	4	328
18134	sholkeey	f79r	f79r.37	P	f79r.37	7	false	2	2	M	5	5	329
18135	okchey	f79r	f79r.37	P	f79r.37	7	false	2	2	M	6	6	330
18136	dain	f79r	f79r.37	P	f79r.37	7	false	2	2	M	7	7	331
18137	pol	f79r	f79r.38	P	f79r.38	7	false	2	2	M	0	0	332
18138	olkeeey	f79r	f79r.38	P	f79r.38	7	false	2	2	M	1	1	333
18139	sheol	f79r	f79r.38	P	f79r.38	7	false	2	2	M	2	2	334
18140	qokeey	f79r	f79r.38	P	f79r.38	7	false	2	2	M	3	3	335
18141	polkeey	f79r	f79r.39	P	f79r.39	8	true	2	2	M	0	0	336
18142	qokol	f79r	f79r.39	P	f79r.39	8	false	2	2	M	1	1	337
18143	otshdy	f79r	f79r.39	P	f79r.39	8	false	2	2	M	2	2	338
18144	olky	f79r	f79r.39	P	f79r.39	8	false	2	2	M	3	3	339
18145	orkor	f79r	f79r.39	P	f79r.39	8	false	2	2	M	4	4	340
18146	shecphhedy	f79r	f79r.39	P	f79r.39	8	false	2	2	M	5	5	341
18147	olkal	f79r	f79r.39	P	f79r.39	8	false	2	2	M	6	6	342
18148	y	f79r	f79r.40	P	f79r.40	8	false	2	2	M	0	0	343
18149	shedy	f79r	f79r.40	P	f79r.40	8	false	2	2	M	1	1	344
18150	qokched	f79r	f79r.40	P	f79r.40	8	false	2	2	M	2	2	345
18151	oltchey	f79r	f79r.40	P	f79r.40	8	false	2	2	M	3	3	346
18152	otchotar	f79r	f79r.40	P	f79r.40	8	false	2	2	M	4	4	347
18153	ol	f79r	f79r.40	P	f79r.40	8	false	2	2	M	5	5	348
18154	okaiin	f79r	f79r.40	P	f79r.40	8	false	2	2	M	6	6	349
18155	chckhy	f79r	f79r.40	P	f79r.40	8	false	2	2	M	7	7	350
18156	qokain	f79r	f79r.41	P	f79r.41	8	false	2	2	M	0	0	351
18157	shedy	f79r	f79r.41	P	f79r.41	8	false	2	2	M	1	1	352
18158	qotain	f79r	f79r.41	P	f79r.41	8	false	2	2	M	2	2	353
18159	oteedy	f79r	f79r.41	P	f79r.41	8	false	2	2	M	3	3	354
18160	chkain	f79r	f79r.41	P	f79r.41	8	false	2	2	M	4	4	355
18161	ol	f79r	f79r.41	P	f79r.41	8	false	2	2	M	5	5	356
18162	ol	f79r	f79r.41	P	f79r.41	8	false	2	2	M	6	6	357
18163	chedy	f79r	f79r.41	P	f79r.41	8	false	2	2	M	7	7	358
18164	oly	f79r	f79r.41	P	f79r.41	8	false	2	2	M	8	8	359
18165	sain	f79r	f79r.42	P	f79r.42	8	false	2	2	M	0	0	360
18166	okaio	f79r	f79r.42	P	f79r.42	8	false	2	2	M	1	1	361
18167	chedy	f79r	f79r.42	P	f79r.42	8	false	2	2	M	2	2	362
18168	lkchedy	f79r	f79r.42	P	f79r.42	8	false	2	2	M	3	3	363
18169	aiin	f79r	f79r.42	P	f79r.42	8	false	2	2	M	4	4	364
18170	okain	f79r	f79r.42	P	f79r.42	8	false	2	2	M	5	5	365
18171	oly	f79r	f79r.42	P	f79r.42	8	false	2	2	M	6	6	366
18172	cheedy	f79r	f79r.42	P	f79r.42	8	false	2	2	M	7	7	367
18173	y	f79r	f79r.43	P	f79r.43	8	false	2	2	M	0	0	368
18174	shey	f79r	f79r.43	P	f79r.43	8	false	2	2	M	1	1	369
18175	qokain	f79r	f79r.43	P	f79r.43	8	false	2	2	M	2	2	370
18176	cheol	f79r	f79r.43	P	f79r.43	8	false	2	2	M	3	3	371
18177	qoky	f79r	f79r.43	P	f79r.43	8	false	2	2	M	4	4	372
18178	daiin	f79r	f79r.43	P	f79r.43	8	false	2	2	M	5	5	373
18179	chkag	f79r	f79r.43	P	f79r.43	8	false	2	2	M	6	6	374
18180	ar	f79r	f79r.43	P	f79r.43	8	false	2	2	M	7	7	375
18181	cheedy	f79r	f79r.43	P	f79r.43	8	false	2	2	M	8	8	376
18182	ldy	f79r	f79r.43	P	f79r.43	8	false	2	2	M	9	9	377
18183	ody	f79r	f79r.44	P	f79r.44	8	false	2	2	M	0	0	378
18184	aran	f79r	f79r.44	P	f79r.44	8	false	2	2	M	1	1	379
18185	okeey	f79r	f79r.44	P	f79r.44	8	false	2	2	M	2	2	380
18186	dar	f79r	f79r.44	P	f79r.44	8	false	2	2	M	3	3	381
18187	cheory	f79r	f79r.44	P	f79r.44	8	false	2	2	M	4	4	382
18188	poldshedy	f79v	f79v.1	P	f79v.1	1	true	2	2	M	0	0	0
18189	olkory	f79v	f79v.1	P	f79v.1	1	false	2	2	M	1	1	1
18190	qotolol	f79v	f79v.1	P	f79v.1	1	false	2	2	M	2	2	2
18191	otaldy	f79v	f79v.1	P	f79v.1	1	false	2	2	M	3	3	3
18192	ytedol	f79v	f79v.1	P	f79v.1	1	false	2	2	M	4	4	4
18193	or	f79v	f79v.1	P	f79v.1	1	false	2	2	M	5	5	5
18194	olorol	f79v	f79v.1	P	f79v.1	1	false	2	2	M	6	6	6
18195	qoteedy	f79v	f79v.2	P	f79v.2	1	false	2	2	M	0	0	7
18196	qokchey	f79v	f79v.2	P	f79v.2	1	false	2	2	M	1	1	8
18197	qoty	f79v	f79v.2	P	f79v.2	1	false	2	2	M	2	2	9
18198	lshey	f79v	f79v.2	P	f79v.2	1	false	2	2	M	3	3	10
18199	qokain	f79v	f79v.2	P	f79v.2	1	false	2	2	M	4	4	11
18200	shey	f79v	f79v.2	P	f79v.2	1	false	2	2	M	5	5	12
18201	qorchedy	f79v	f79v.2	P	f79v.2	1	false	2	2	M	6	6	13
18202	dolsheol	f79v	f79v.3	P	f79v.3	1	false	2	2	M	0	0	14
18203	okchy	f79v	f79v.3	P	f79v.3	1	false	2	2	M	1	1	15
18204	qokain	f79v	f79v.3	P	f79v.3	1	false	2	2	M	2	2	16
18205	sheedy	f79v	f79v.3	P	f79v.3	1	false	2	2	M	3	3	17
18206	qokshedy	f79v	f79v.3	P	f79v.3	1	false	2	2	M	4	4	18
18207	qokeedy	f79v	f79v.3	P	f79v.3	1	false	2	2	M	5	5	19
18208	otaram	f79v	f79v.3	P	f79v.3	1	false	2	2	M	6	6	20
18209	qokeedy	f79v	f79v.4	P	f79v.4	1	false	2	2	M	0	0	21
18210	qokeedy	f79v	f79v.4	P	f79v.4	1	false	2	2	M	1	1	22
18211	qotain	f79v	f79v.4	P	f79v.4	1	false	2	2	M	2	2	23
18212	sol	f79v	f79v.4	P	f79v.4	1	false	2	2	M	3	3	24
18213	chedy	f79v	f79v.4	P	f79v.4	1	false	2	2	M	4	4	25
18214	rchey	f79v	f79v.4	P	f79v.4	1	false	2	2	M	5	5	26
18215	qoky	f79v	f79v.4	P	f79v.4	1	false	2	2	M	6	6	27
18216	lchedy	f79v	f79v.4	P	f79v.4	1	false	2	2	M	7	7	28
18217	qolkeedy	f79v	f79v.5	P	f79v.5	1	false	2	2	M	0	0	29
18218	qokedy	f79v	f79v.5	P	f79v.5	1	false	2	2	M	1	1	30
18219	qotal	f79v	f79v.5	P	f79v.5	1	false	2	2	M	2	2	31
18220	saiin	f79v	f79v.5	P	f79v.5	1	false	2	2	M	3	3	32
18221	ory	f79v	f79v.5	P	f79v.5	1	false	2	2	M	4	4	33
18222	qokedy	f79v	f79v.5	P	f79v.5	1	false	2	2	M	5	5	34
18223	oteedy	f79v	f79v.5	P	f79v.5	1	false	2	2	M	6	6	35
18224	lcheam	f79v	f79v.5	P	f79v.5	1	false	2	2	M	7	7	36
18225	ycheckhey	f79v	f79v.6	P	f79v.6	1	false	2	2	M	0	0	37
18226	r	f79v	f79v.6	P	f79v.6	1	false	2	2	M	1	1	38
18227	ain	f79v	f79v.6	P	f79v.6	1	false	2	2	M	2	2	39
18228	chedy	f79v	f79v.6	P	f79v.6	1	false	2	2	M	3	3	40
18229	qokain	f79v	f79v.6	P	f79v.6	1	false	2	2	M	4	4	41
18230	chedy	f79v	f79v.6	P	f79v.6	1	false	2	2	M	5	5	42
18231	ol	f79v	f79v.6	P	f79v.6	1	false	2	2	M	6	6	43
18232	shedy	f79v	f79v.6	P	f79v.6	1	false	2	2	M	7	7	44
18233	dar	f79v	f79v.6	P	f79v.6	1	false	2	2	M	8	8	45
18234	ytam	f79v	f79v.6	P	f79v.6	1	false	2	2	M	9	9	46
18235	qokshey	f79v	f79v.7	P	f79v.7	1	false	2	2	M	0	0	47
18236	qokeedy	f79v	f79v.7	P	f79v.7	1	false	2	2	M	1	1	48
18237	qol	f79v	f79v.7	P	f79v.7	1	false	2	2	M	2	2	49
18238	kedy	f79v	f79v.7	P	f79v.7	1	false	2	2	M	3	3	50
18239	qokeedy	f79v	f79v.7	P	f79v.7	1	false	2	2	M	4	4	51
18240	qokain	f79v	f79v.7	P	f79v.7	1	false	2	2	M	5	5	52
18241	solchedy	f79v	f79v.7	P	f79v.7	1	false	2	2	M	6	6	53
18242	ychedy	f79v	f79v.8	P	f79v.8	1	false	2	2	M	0	0	54
18243	qotey	f79v	f79v.8	P	f79v.8	1	false	2	2	M	1	1	55
18244	okedy	f79v	f79v.8	P	f79v.8	1	false	2	2	M	2	2	56
18245	tedyol	f79v	f79v.8	P	f79v.8	1	false	2	2	M	3	3	57
18246	sheedy	f79v	f79v.8	P	f79v.8	1	false	2	2	M	4	4	58
18247	qokeey	f79v	f79v.8	P	f79v.8	1	false	2	2	M	5	5	59
18248	qoteedy	f79v	f79v.8	P	f79v.8	1	false	2	2	M	6	6	60
18249	lol	f79v	f79v.8	P	f79v.8	1	false	2	2	M	7	7	61
18250	sar	f79v	f79v.9	P	f79v.9	1	false	2	2	M	0	0	62
18251	ol	f79v	f79v.9	P	f79v.9	1	false	2	2	M	1	1	63
18252	sheey	f79v	f79v.9	P	f79v.9	1	false	2	2	M	2	2	64
18253	qokeedy	f79v	f79v.9	P	f79v.9	1	false	2	2	M	3	3	65
18254	qokechey	f79v	f79v.9	P	f79v.9	1	false	2	2	M	4	4	66
18255	qol	f79v	f79v.9	P	f79v.9	1	false	2	2	M	5	5	67
18256	pchedy	f79v	f79v.10	P	f79v.10	2	true	2	2	M	0	0	68
18257	lsheckhedy	f79v	f79v.10	P	f79v.10	2	false	2	2	M	1	1	69
18258	qokeey	f79v	f79v.10	P	f79v.10	2	false	2	2	M	2	2	70
18259	qokaiin	f79v	f79v.10	P	f79v.10	2	false	2	2	M	3	3	71
18260	olky	f79v	f79v.10	P	f79v.10	2	false	2	2	M	4	4	72
18261	opchedy	f79v	f79v.10	P	f79v.10	2	false	2	2	M	5	5	73
18262	pchedy	f79v	f79v.10	P	f79v.10	2	false	2	2	M	6	6	74
18263	olcheey	f79v	f79v.11	P	f79v.11	2	false	2	2	M	0	0	75
18264	lchedy	f79v	f79v.11	P	f79v.11	2	false	2	2	M	1	1	76
18265	qolkeedy	f79v	f79v.11	P	f79v.11	2	false	2	2	M	2	2	77
18266	qokain	f79v	f79v.11	P	f79v.11	2	false	2	2	M	3	3	78
18267	chckhy	f79v	f79v.11	P	f79v.11	2	false	2	2	M	4	4	79
18268	otar	f79v	f79v.11	P	f79v.11	2	false	2	2	M	5	5	80
18269	olkam	f79v	f79v.11	P	f79v.11	2	false	2	2	M	6	6	81
18270	pshdy	f79v	f79v.12	P	f79v.12	3	true	2	2	M	0	0	82
18271	ofchdy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	1	1	83
18272	qokedy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	2	2	84
18273	qoteedy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	3	3	85
18274	qokedy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	4	4	86
18275	qoltedy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	5	5	87
18276	qotedy	f79v	f79v.12	P	f79v.12	3	false	2	2	M	6	6	88
18277	oky	f79v	f79v.12	P	f79v.12	3	false	2	2	M	7	7	89
18278	dain	f79v	f79v.13	P	f79v.13	3	false	2	2	M	0	0	90
18279	ar	f79v	f79v.13	P	f79v.13	3	false	2	2	M	1	1	91
18280	olshey	f79v	f79v.13	P	f79v.13	3	false	2	2	M	2	2	92
18281	dytain	f79v	f79v.13	P	f79v.13	3	false	2	2	M	3	3	93
18282	qokain	f79v	f79v.13	P	f79v.13	3	false	2	2	M	4	4	94
18283	checthy	f79v	f79v.13	P	f79v.13	3	false	2	2	M	5	5	95
18284	okeedy	f79v	f79v.13	P	f79v.13	3	false	2	2	M	6	6	96
18285	qokeedy	f79v	f79v.13	P	f79v.13	3	false	2	2	M	7	7	97
18286	ror	f79v	f79v.13	P	f79v.13	3	false	2	2	M	8	8	98
18287	qokeey	f79v	f79v.14	P	f79v.14	3	false	2	2	M	0	0	99
18288	qokedy	f79v	f79v.14	P	f79v.14	3	false	2	2	M	1	1	100
18289	okeey	f79v	f79v.14	P	f79v.14	3	false	2	2	M	2	2	101
18290	qokol	f79v	f79v.14	P	f79v.14	3	false	2	2	M	3	3	102
18291	sheedy	f79v	f79v.14	P	f79v.14	3	false	2	2	M	4	4	103
18292	qokeedy	f79v	f79v.14	P	f79v.14	3	false	2	2	M	5	5	104
18293	rolchey	f79v	f79v.14	P	f79v.14	3	false	2	2	M	6	6	105
18294	qokeedy	f79v	f79v.14	P	f79v.14	3	false	2	2	M	7	7	106
18295	yteedy	f79v	f79v.15	P	f79v.15	3	false	2	2	M	0	0	107
18296	qokeedy	f79v	f79v.15	P	f79v.15	3	false	2	2	M	1	1	108
18297	qokain	f79v	f79v.15	P	f79v.15	3	false	2	2	M	2	2	109
18298	olkeey	f79v	f79v.15	P	f79v.15	3	false	2	2	M	3	3	110
18299	cheokain	f79v	f79v.15	P	f79v.15	3	false	2	2	M	4	4	111
18300	dy	f79v	f79v.15	P	f79v.15	3	false	2	2	M	5	5	112
18301	teey	f79v	f79v.15	P	f79v.15	3	false	2	2	M	6	6	113
18302	qokain	f79v	f79v.15	P	f79v.15	3	false	2	2	M	7	7	114
18303	dol	f79v	f79v.16	P	f79v.16	3	false	2	2	M	0	0	115
18304	sheey	f79v	f79v.16	P	f79v.16	3	false	2	2	M	1	1	116
18305	qol	f79v	f79v.16	P	f79v.16	3	false	2	2	M	2	2	117
18306	olkshey	f79v	f79v.16	P	f79v.16	3	false	2	2	M	3	3	118
18307	qokeedy	f79v	f79v.16	P	f79v.16	3	false	2	2	M	4	4	119
18308	olkeedy	f79v	f79v.16	P	f79v.16	3	false	2	2	M	5	5	120
18309	qol	f79v	f79v.16	P	f79v.16	3	false	2	2	M	6	6	121
18310	okaiin	f79v	f79v.16	P	f79v.16	3	false	2	2	M	7	7	122
18311	oly	f79v	f79v.16	P	f79v.16	3	false	2	2	M	8	8	123
18312	qol	f79v	f79v.17	P	f79v.17	3	false	2	2	M	0	0	124
18313	sheey	f79v	f79v.17	P	f79v.17	3	false	2	2	M	1	1	125
18314	chol	f79v	f79v.17	P	f79v.17	3	false	2	2	M	2	2	126
18315	ol	f79v	f79v.17	P	f79v.17	3	false	2	2	M	3	3	127
18316	dar	f79v	f79v.17	P	f79v.17	3	false	2	2	M	4	4	128
18317	qokaiin	f79v	f79v.17	P	f79v.17	3	false	2	2	M	5	5	129
18318	cheekey	f79v	f79v.17	P	f79v.17	3	false	2	2	M	6	6	130
18319	qoky	f79v	f79v.17	P	f79v.17	3	false	2	2	M	7	7	131
18320	otain	f79v	f79v.17	P	f79v.17	3	false	2	2	M	8	8	132
18321	oram	f79v	f79v.17	P	f79v.17	3	false	2	2	M	9	9	133
18322	qokain	f79v	f79v.18	P	f79v.18	3	false	2	2	M	0	0	134
18323	sheey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	1	1	135
18324	qokeey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	2	2	136
18325	teey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	3	3	137
18326	oteey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	4	4	138
18327	lcheey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	5	5	139
18328	qokeey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	6	6	140
18329	olkeedy	f79v	f79v.18	P	f79v.18	3	false	2	2	M	7	7	141
18330	rchey	f79v	f79v.18	P	f79v.18	3	false	2	2	M	8	8	142
18331	ykail	f79v	f79v.19	P	f79v.19	3	false	2	2	M	0	0	143
18332	shy	f79v	f79v.19	P	f79v.19	3	false	2	2	M	1	1	144
18333	qolar	f79v	f79v.19	P	f79v.19	3	false	2	2	M	2	2	145
18334	shey	f79v	f79v.19	P	f79v.19	3	false	2	2	M	3	3	146
18335	qokedy	f79v	f79v.19	P	f79v.19	3	false	2	2	M	4	4	147
18336	qokedy	f79v	f79v.19	P	f79v.19	3	false	2	2	M	5	5	148
18337	qokedy	f79v	f79v.19	P	f79v.19	3	false	2	2	M	6	6	149
18338	dar	f79v	f79v.19	P	f79v.19	3	false	2	2	M	7	7	150
18339	olkain	f79v	f79v.19	P	f79v.19	3	false	2	2	M	8	8	151
18340	cham	f79v	f79v.19	P	f79v.19	3	false	2	2	M	9	9	152
18341	dchedy	f79v	f79v.20	P	f79v.20	3	false	2	2	M	0	0	153
18342	lchey	f79v	f79v.20	P	f79v.20	3	false	2	2	M	1	1	154
18343	qety	f79v	f79v.20	P	f79v.20	3	false	2	2	M	2	2	155
18344	shedy	f79v	f79v.20	P	f79v.20	3	false	2	2	M	3	3	156
